00:01:07:14 | I | Matching ok | SEQ : 20174780240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:23:01:86 | I | Matching ok | SEQ : 20174780930, PART : N/A, SCAN N/A, CELL [1,5]
01:23:07:48 | I | Matching ok | SEQ : 20174780920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:23:25:76 | I | Matching ok | SEQ : 20174781030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:23:27:77 | I | Matching ok | SEQ : 20174781020, PART : N/A, SCAN N/A, CELL [2,2]
01:23:43:16 | I | Matching ok | SEQ : 20174781010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:24:22:16 | I | Matching ok | SEQ : 20174781000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:24:27:48 | I | Matching ok | SEQ : 20174780990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:24:34:24 | I | Matching ok | SEQ : 20174780980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:34:01:82 | W | Mismatching | SEQ : 20174781090, PART : 52124713AD, SCAN P04578885AC, CELL [1,1]
01:34:13:27 | I | Matching ok | SEQ : 20174781090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:34:15:29 | I | Matching ok | SEQ : 20174781080, PART : N/A, SCAN N/A, CELL [1,2]
01:34:19:90 | I | Matching ok | SEQ : 20174781070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:34:38:15 | I | Matching ok | SEQ : 20174781060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:34:47:27 | I | Matching ok | SEQ : 20174781050, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:34:54:60 | I | Matching ok | SEQ : 20174781040, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:35:16:18 | I | Matching ok | SEQ : 20174781150, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:35:18:19 | I | Matching ok | SEQ : 20174781140, PART : N/A, SCAN N/A, CELL [2,2]
01:35:20:20 | I | Matching ok | SEQ : 20174781130, PART : N/A, SCAN N/A, CELL [2,3]
01:35:37:42 | I | Matching ok | SEQ : 20174781120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:35:44:65 | I | Matching ok | SEQ : 20174781110, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:35:51:80 | I | Matching ok | SEQ : 20174781100, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:46:29:99 | I | Matching ok | SEQ : 20174781210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:46:43:62 | I | Matching ok | SEQ : 20174781200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:47:29:14 | I | Matching ok | SEQ : 20174781190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:47:47:02 | I | Matching ok | SEQ : 20174781180, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:47:53:59 | I | Matching ok | SEQ : 20174781170, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:48:02:59 | I | Matching ok | SEQ : 20174781160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:48:14:27 | I | Matching ok | SEQ : 20174781270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:48:23:87 | I | Matching ok | SEQ : 20174781260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:48:36:99 | I | Matching ok | SEQ : 20174781250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:48:48:25 | I | Matching ok | SEQ : 20174781240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:49:00:12 | I | Matching ok | SEQ : 20174781230, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:49:02:14 | I | Matching ok | SEQ : 20174781220, PART : N/A, SCAN N/A, CELL [2,6]
01:58:57:04 | I | Matching ok | SEQ : 20174781330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:59:00:96 | I | Matching ok | SEQ : 20174781320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:59:09:48 | I | Matching ok | SEQ : 20174781310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:59:20:33 | I | Matching ok | SEQ : 20174781300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:59:25:93 | I | Matching ok | SEQ : 20174781290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:59:27:97 | I | Matching ok | SEQ : 20174781280, PART : N/A, SCAN N/A, CELL [1,6]
01:59:37:06 | I | Matching ok | SEQ : 20174781390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:59:41:68 | I | Matching ok | SEQ : 20174781380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:59:43:71 | I | Matching ok | SEQ : 20174781370, PART : N/A, SCAN N/A, CELL [2,3]
01:59:49:16 | I | Matching ok | SEQ : 20174781360, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:59:51:19 | I | Matching ok | SEQ : 20174781350, PART : N/A, SCAN N/A, CELL [2,5]
01:59:57:03 | I | Matching ok | SEQ : 20174781340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:11:26:93 | I | Matching ok | SEQ : 20174781450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:11:28:95 | I | Matching ok | SEQ : 20174781440, PART : N/A, SCAN N/A, CELL [1,2]
02:11:46:23 | I | Matching ok | SEQ : 20174781430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:11:48:27 | I | Matching ok | SEQ : 20174781420, PART : N/A, SCAN N/A, CELL [1,4]
02:11:56:00 | I | Matching ok | SEQ : 20174781410, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:12:08:53 | I | Matching ok | SEQ : 20174781400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:12:36:93 | I | Matching ok | SEQ : 20174781510, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:12:38:94 | I | Matching ok | SEQ : 20174781500, PART : N/A, SCAN N/A, CELL [2,2]
02:12:40:98 | I | Matching ok | SEQ : 20174781490, PART : N/A, SCAN N/A, CELL [2,3]
02:12:51:95 | I | Matching ok | SEQ : 20174781480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:12:53:96 | I | Matching ok | SEQ : 20174781470, PART : N/A, SCAN N/A, CELL [2,5]
02:12:55:99 | I | Matching ok | SEQ : 20174781460, PART : N/A, SCAN N/A, CELL [2,6]
02:26:13:85 | I | Matching ok | SEQ : 20174781570, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:26:15:87 | I | Matching ok | SEQ : 20174781560, PART : N/A, SCAN N/A, CELL [1,2]
02:26:20:33 | I | Matching ok | SEQ : 20174781550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:26:37:18 | I | Matching ok | SEQ : 20174781540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:26:39:19 | I | Matching ok | SEQ : 20174781530, PART : N/A, SCAN N/A, CELL [1,5]
02:26:50:65 | I | Matching ok | SEQ : 20174781520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:27:12:65 | I | Matching ok | SEQ : 20174781630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:29:23:76 | I | Matching ok | SEQ : 20174781620, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:29:55:88 | I | Matching ok | SEQ : 20174781610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:30:12:83 | I | Matching ok | SEQ : 20174781600, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:30:14:86 | I | Matching ok | SEQ : 20174781590, PART : N/A, SCAN N/A, CELL [2,5]
02:30:24:21 | I | Matching ok | SEQ : 20174781580, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:53:36:32 | I | Matching ok | SEQ : 20174781690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:53:43:27 | I | Matching ok | SEQ : 20174781680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:53:46:39 | I | Matching ok | SEQ : 20174781670, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:53:59:57 | I | Matching ok | SEQ : 20174781660, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:54:24:99 | I | Matching ok | SEQ : 20174781650, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:54:29:27 | I | Matching ok | SEQ : 20174781640, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:54:50:97 | I | Matching ok | SEQ : 20174781750, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:54:59:99 | I | Matching ok | SEQ : 20174781740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:55:11:74 | I | Matching ok | SEQ : 20174781730, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:55:13:75 | I | Matching ok | SEQ : 20174781720, PART : N/A, SCAN N/A, CELL [2,4]
02:55:29:39 | I | Matching ok | SEQ : 20174781710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:55:43:42 | I | Matching ok | SEQ : 20174781700, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:06:39:48 | I | Matching ok | SEQ : 20174781810, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:06:54:38 | I | Matching ok | SEQ : 20174781800, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:07:09:39 | I | Matching ok | SEQ : 20174781790, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:07:11:40 | I | Matching ok | SEQ : 20174781780, PART : N/A, SCAN N/A, CELL [1,4]
03:08:10:46 | I | Matching ok | SEQ : 20174781770, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:08:26:34 | I | Matching ok | SEQ : 20174781760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:08:45:71 | I | Matching ok | SEQ : 20174781870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:09:02:74 | I | Matching ok | SEQ : 20174781860, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:09:16:01 | I | Matching ok | SEQ : 20174781850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:09:31:69 | I | Matching ok | SEQ : 20174781840, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:09:33:72 | I | Matching ok | SEQ : 20174781830, PART : N/A, SCAN N/A, CELL [2,5]
03:09:49:89 | I | Matching ok | SEQ : 20174781820, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:09:51:92 | I | Matching ok | SEQ : 20174781930, PART : N/A, SCAN N/A, CELL [1,1]
03:09:53:94 | I | Matching ok | SEQ : 20174781920, PART : N/A, SCAN N/A, CELL [1,2]
03:20:23:15 | I | Matching ok | SEQ : 20174781910, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:20:40:38 | I | Matching ok | SEQ : 20174781900, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:21:30:86 | I | Matching ok | SEQ : 20174781890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:21:34:41 | I | Matching ok | SEQ : 20174781880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:21:49:53 | I | Matching ok | SEQ : 20174781990, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:21:51:54 | I | Matching ok | SEQ : 20174781980, PART : N/A, SCAN N/A, CELL [2,2]
03:22:12:03 | I | Matching ok | SEQ : 20174781970, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:22:25:28 | I | Matching ok | SEQ : 20174781960, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:22:40:16 | I | Matching ok | SEQ : 20174781950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
03:22:57:76 | I | Matching ok | SEQ : 20174781940, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:30:57:72 | I | Matching ok | SEQ : 20174782050, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:31:11:04 | I | Matching ok | SEQ : 20174782040, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:31:25:24 | I | Matching ok | SEQ : 20174782030, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:31:36:17 | I | Matching ok | SEQ : 20174782020, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:31:54:47 | I | Matching ok | SEQ : 20174782010, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:31:56:50 | I | Matching ok | SEQ : 20174782000, PART : N/A, SCAN N/A, CELL [1,6]
03:32:14:12 | I | Matching ok | SEQ : 20174782110, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:32:36:32 | I | Matching ok | SEQ : 20174782100, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:32:58:37 | I | Matching ok | SEQ : 20174782090, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:33:21:70 | I | Matching ok | SEQ : 20174782080, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:33:23:72 | I | Matching ok | SEQ : 20174782070, PART : N/A, SCAN N/A, CELL [2,5]
03:33:36:00 | I | Matching ok | SEQ : 20174782060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:34:31:85 | W | Mismatching | SEQ : 20174782170, PART : 52124713AD, SCAN P52124712AD, CELL [1,1]
03:42:53:49 | I | Matching ok | SEQ : 20174782170, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:43:17:39 | I | Matching ok | SEQ : 20174782160, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:43:34:34 | I | Matching ok | SEQ : 20174782150, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:43:55:91 | I | Matching ok | SEQ : 20174782140, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:44:14:66 | I | Matching ok | SEQ : 20174782130, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:44:26:74 | I | Matching ok | SEQ : 20174782120, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:44:36:19 | I | Matching ok | SEQ : 20174782230, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:44:38:21 | I | Matching ok | SEQ : 20174782220, PART : N/A, SCAN N/A, CELL [2,2]
03:44:40:22 | I | Matching ok | SEQ : 20174782210, PART : N/A, SCAN N/A, CELL [2,3]
03:45:49:72 | I | Matching ok | SEQ : 20174782200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:45:51:73 | I | Matching ok | SEQ : 20174782190, PART : N/A, SCAN N/A, CELL [2,5]
03:45:54:54 | I | Matching ok | SEQ : 20174782180, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:53:51:15 | I | Matching ok | SEQ : 20174782290, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:53:56:45 | I | Matching ok | SEQ : 20174782280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:54:12:13 | I | Matching ok | SEQ : 20174782270, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:54:15:98 | I | Matching ok | SEQ : 20174782260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:54:26:53 | I | Matching ok | SEQ : 20174782250, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:54:30:78 | I | Matching ok | SEQ : 20174782240, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:54:44:18 | I | Matching ok | SEQ : 20174782350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:54:47:95 | I | Matching ok | SEQ : 20174782340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:54:53:23 | I | Matching ok | SEQ : 20174782330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:54:55:24 | I | Matching ok | SEQ : 20174782320, PART : N/A, SCAN N/A, CELL [2,4]
03:55:04:20 | I | Matching ok | SEQ : 20174782310, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
03:55:12:88 | W | Mismatching | SEQ : 20174782300, PART : 04578885AC, SCAN TQ41747H0924, CELL [2,6]
03:55:23:53 | I | Matching ok | SEQ : 20174782300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:24:32:98 | I | Matching ok | SEQ : 20174782410, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:24:35:01 | I | Matching ok | SEQ : 20174782400, PART : N/A, SCAN N/A, CELL [1,2]
05:24:37:58 | I | Matching ok | SEQ : 20174782390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
05:24:40:56 | I | Matching ok | SEQ : 20174782380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:24:42:57 | I | Matching ok | SEQ : 20174782370, PART : N/A, SCAN N/A, CELL [1,5]
05:24:44:73 | I | Matching ok | SEQ : 20174782360, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:24:47:48 | I | Matching ok | SEQ : 20174782470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:24:52:51 | I | Matching ok | SEQ : 20174782460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:24:55:13 | I | Matching ok | SEQ : 20174782450, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:24:57:56 | I | Matching ok | SEQ : 20174782440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:25:00:23 | I | Matching ok | SEQ : 20174782430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:25:02:78 | I | Matching ok | SEQ : 20174782420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:34:47:95 | I | Matching ok | SEQ : 20174782530, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:34:50:15 | I | Matching ok | SEQ : 20174782520, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:34:51:53 | I | Matching ok | SEQ : 20174782510, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:34:53:00 | I | Matching ok | SEQ : 20174782500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:34:54:85 | I | Matching ok | SEQ : 20174782490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:34:58:35 | I | Matching ok | SEQ : 20174782480, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:35:00:35 | I | Matching ok | SEQ : 20174782590, PART : N/A, SCAN N/A, CELL [2,1]
05:35:01:37 | I | Matching ok | SEQ : 20174782580, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:35:03:38 | I | Matching ok | SEQ : 20174782570, PART : N/A, SCAN N/A, CELL [2,3]
05:35:04:62 | W | Mismatching | SEQ : 20174782560, PART : 04578885AC, SCAN P52124713AD, CELL [2,4]
05:35:07:40 | W | Mismatching | SEQ : 20174782560, PART : 04578885AC, SCAN P52124713AD, CELL [2,4]
