05:18:14:93 | I | Matching ok | SEQ : 20174821760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:52:03:73 | I | Matching ok | SEQ : 20174822090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:52:09:48 | I | Matching ok | SEQ : 20174822080, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:52:13:33 | I | Matching ok | SEQ : 20174822190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:52:16:38 | I | Matching ok | SEQ : 20174822180, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:52:18:40 | I | Matching ok | SEQ : 20174822170, PART : N/A, SCAN N/A, CELL [2,3]
05:52:22:03 | I | Matching ok | SEQ : 20174822160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:52:24:45 | I | Matching ok | SEQ : 20174822150, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:52:28:55 | I | Matching ok | SEQ : 20174822140, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:58:10:54 | I | Matching ok | SEQ : 20174822250, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
05:58:13:42 | I | Matching ok | SEQ : 20174822240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:58:16:13 | I | Matching ok | SEQ : 20174822230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:58:22:76 | W | Mismatching | SEQ : 20174822220, PART : 52124713AD, SCAN P04578885AC, CELL [1,4]
05:58:33:06 | I | Matching ok | SEQ : 20174822220, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:58:35:94 | I | Matching ok | SEQ : 20174822210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:58:39:26 | I | Matching ok | SEQ : 20174822200, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:58:42:08 | I | Matching ok | SEQ : 20174822310, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:58:44:51 | I | Matching ok | SEQ : 20174822300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:58:46:86 | I | Matching ok | SEQ : 20174822290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:58:48:90 | I | Matching ok | SEQ : 20174822280, PART : N/A, SCAN N/A, CELL [2,4]
05:58:50:51 | W | Mismatching | SEQ : 20174822270, PART : N/A, SCAN P52124713AD, CELL [2,5]
05:58:50:91 | I | Matching ok | SEQ : 20174822270, PART : N/A, SCAN N/A, CELL [2,5]
05:59:01:71 | I | Matching ok | SEQ : 20174822260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:11:15:93 | I | Matching ok | SEQ : 20174822370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:11:18:83 | I | Matching ok | SEQ : 20174822360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:11:20:87 | I | Matching ok | SEQ : 20174822350, PART : N/A, SCAN N/A, CELL [1,3]
06:11:23:03 | I | Matching ok | SEQ : 20174822340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:11:25:93 | I | Matching ok | SEQ : 20174822330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:11:28:68 | I | Matching ok | SEQ : 20174822320, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:11:31:55 | I | Matching ok | SEQ : 20174822430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:11:34:43 | I | Matching ok | SEQ : 20174822420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:11:37:40 | I | Matching ok | SEQ : 20174822410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:11:40:20 | I | Matching ok | SEQ : 20174822400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:11:43:28 | I | Matching ok | SEQ : 20174822390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:11:45:78 | I | Matching ok | SEQ : 20174822380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:23:10:10 | I | Matching ok | SEQ : 20174822490, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:23:13:12 | I | Matching ok | SEQ : 20174822480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:23:16:12 | I | Matching ok | SEQ : 20174822470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:23:19:24 | I | Matching ok | SEQ : 20174822460, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:23:22:30 | I | Matching ok | SEQ : 20174822450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:23:25:27 | I | Matching ok | SEQ : 20174822440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:23:28:70 | I | Matching ok | SEQ : 20174822550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:23:31:67 | I | Matching ok | SEQ : 20174822540, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:23:33:69 | I | Matching ok | SEQ : 20174822530, PART : N/A, SCAN N/A, CELL [2,3]
06:23:35:71 | I | Matching ok | SEQ : 20174822520, PART : N/A, SCAN N/A, CELL [2,4]
06:23:37:74 | I | Matching ok | SEQ : 20174822510, PART : N/A, SCAN N/A, CELL [2,5]
06:23:42:85 | I | Matching ok | SEQ : 20174822500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:23:44:89 | I | Matching ok | SEQ : 20174822610, PART : N/A, SCAN N/A, CELL [1,1]
06:35:09:44 | I | Matching ok | SEQ : 20174822600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:35:12:76 | I | Matching ok | SEQ : 20174822590, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:35:16:24 | I | Matching ok | SEQ : 20174822580, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:35:19:69 | I | Matching ok | SEQ : 20174822570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:35:21:71 | I | Matching ok | SEQ : 20174822560, PART : N/A, SCAN N/A, CELL [1,6]
06:35:23:72 | I | Matching ok | SEQ : 20174822670, PART : N/A, SCAN N/A, CELL [2,1]
06:35:27:39 | I | Matching ok | SEQ : 20174822660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:35:31:24 | I | Matching ok | SEQ : 20174822650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:35:34:96 | I | Matching ok | SEQ : 20174822640, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:35:38:16 | I | Matching ok | SEQ : 20174822630, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:35:41:01 | I | Matching ok | SEQ : 20174822620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:50:04:18 | I | Matching ok | SEQ : 20174822730, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:50:06:96 | I | Matching ok | SEQ : 20174822720, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:50:09:98 | I | Matching ok | SEQ : 20174822710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:50:12:96 | I | Matching ok | SEQ : 20174822700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:50:16:01 | I | Matching ok | SEQ : 20174822690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:50:18:03 | I | Matching ok | SEQ : 20174822680, PART : N/A, SCAN N/A, CELL [1,6]
06:50:21:54 | I | Matching ok | SEQ : 20174822790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:50:24:21 | I | Matching ok | SEQ : 20174822780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:50:28:99 | I | Matching ok | SEQ : 20174822770, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:50:34:06 | I | Matching ok | SEQ : 20174822760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:50:36:10 | I | Matching ok | SEQ : 20174822750, PART : N/A, SCAN N/A, CELL [2,5]
06:50:38:24 | I | Matching ok | SEQ : 20174822740, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:01:29:80 | I | Matching ok | SEQ : 20174822850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:01:33:98 | I | Matching ok | SEQ : 20174822840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:01:37:05 | I | Matching ok | SEQ : 20174822830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:01:39:65 | I | Matching ok | SEQ : 20174822820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:01:42:35 | I | Matching ok | SEQ : 20174822810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:01:45:08 | I | Matching ok | SEQ : 20174822800, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:01:48:28 | I | Matching ok | SEQ : 20174822910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:01:50:75 | I | Matching ok | SEQ : 20174822900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:01:53:20 | I | Matching ok | SEQ : 20174822890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:01:56:30 | I | Matching ok | SEQ : 20174822880, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:01:58:93 | I | Matching ok | SEQ : 20174822870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:02:01:55 | I | Matching ok | SEQ : 20174822860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:34:04:80 | I | Matching ok | SEQ : 20174822970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:34:08:85 | I | Matching ok | SEQ : 20174822960, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:34:11:85 | I | Matching ok | SEQ : 20174822950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
07:34:14:82 | I | Matching ok | SEQ : 20174822940, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:34:17:72 | I | Matching ok | SEQ : 20174822930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:34:20:67 | I | Matching ok | SEQ : 20174822920, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:34:23:35 | I | Matching ok | SEQ : 20174823030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:34:26:18 | I | Matching ok | SEQ : 20174823020, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:34:28:97 | I | Matching ok | SEQ : 20174823010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:34:31:87 | I | Matching ok | SEQ : 20174823000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:34:34:77 | I | Matching ok | SEQ : 20174822990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:34:38:20 | I | Matching ok | SEQ : 20174822980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:45:44:02 | I | Matching ok | SEQ : 20174823090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:45:46:96 | I | Matching ok | SEQ : 20174823080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:45:49:64 | I | Matching ok | SEQ : 20174823070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:45:53:56 | I | Matching ok | SEQ : 20174823060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:45:56:54 | I | Matching ok | SEQ : 20174823050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:45:59:67 | I | Matching ok | SEQ : 20174823040, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:46:02:89 | I | Matching ok | SEQ : 20174823150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:46:04:91 | I | Matching ok | SEQ : 20174823140, PART : N/A, SCAN N/A, CELL [2,2]
07:46:08:31 | I | Matching ok | SEQ : 20174823130, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
07:46:11:29 | I | Matching ok | SEQ : 20174823120, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:46:14:31 | I | Matching ok | SEQ : 20174823110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:46:16:94 | I | Matching ok | SEQ : 20174823100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
07:58:33:96 | I | Matching ok | SEQ : 20174823210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:58:38:51 | I | Matching ok | SEQ : 20174823200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:58:41:73 | I | Matching ok | SEQ : 20174823190, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:58:43:74 | I | Matching ok | SEQ : 20174823180, PART : N/A, SCAN N/A, CELL [1,4]
07:58:51:78 | I | Matching ok | SEQ : 20174823170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:58:56:13 | I | Matching ok | SEQ : 20174823160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
07:59:02:18 | I | Matching ok | SEQ : 20174823270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
07:59:09:28 | I | Matching ok | SEQ : 20174823260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
07:59:11:29 | I | Matching ok | SEQ : 20174823250, PART : N/A, SCAN N/A, CELL [2,3]
07:59:13:31 | I | Matching ok | SEQ : 20174823240, PART : N/A, SCAN N/A, CELL [2,4]
07:59:15:32 | I | Matching ok | SEQ : 20174823230, PART : N/A, SCAN N/A, CELL [2,5]
07:59:19:06 | I | Matching ok | SEQ : 20174823220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:13:10:51 | I | Program close
08:13:15:05 | I | Program start
08:13:18:11 | I | LogIn Scandata : [331713331713]
08:13:20:26 | I | Matching ok | SEQ : 20174823330, PART : N/A, SCAN N/A, CELL [1,1]
08:13:22:30 | I | Matching ok | SEQ : 20174823320, PART : N/A, SCAN N/A, CELL [1,2]
08:17:34:64 | I | Matching ok | SEQ : 20174823310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:17:38:06 | I | Matching ok | SEQ : 20174823300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:17:40:09 | I | Matching ok | SEQ : 20174823290, PART : N/A, SCAN N/A, CELL [1,5]
08:17:42:71 | I | Matching ok | SEQ : 20174823280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:17:45:23 | I | Matching ok | SEQ : 20174823390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:17:47:68 | I | Matching ok | SEQ : 20174823380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:17:50:53 | I | Matching ok | SEQ : 20174823370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:17:53:06 | I | Matching ok | SEQ : 20174823360, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:17:55:41 | I | Matching ok | SEQ : 20174823350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:17:58:18 | I | Matching ok | SEQ : 20174823340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:25:06:67 | I | Matching ok | SEQ : 20174823450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
08:25:12:08 | I | Matching ok | SEQ : 20174823440, PART : N/A, SCAN N/A, CELL [1,2]
08:25:15:37 | I | Matching ok | SEQ : 20174823430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
08:25:27:02 | I | Matching ok | SEQ : 20174823420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:25:29:04 | I | Matching ok | SEQ : 20174823410, PART : N/A, SCAN N/A, CELL [1,5]
08:25:31:06 | I | Matching ok | SEQ : 20174823400, PART : N/A, SCAN N/A, CELL [1,6]
08:25:35:40 | I | Matching ok | SEQ : 20174823510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:25:39:15 | I | Matching ok | SEQ : 20174823500, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:25:41:18 | I | Matching ok | SEQ : 20174823490, PART : N/A, SCAN N/A, CELL [2,3]
08:25:43:87 | I | Matching ok | SEQ : 20174823480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
08:25:47:97 | I | Matching ok | SEQ : 20174823470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:25:51:72 | I | Matching ok | SEQ : 20174823460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
08:51:20:26 | I | Program close
08:51:26:47 | I | Program start
08:51:37:84 | I | LogIn Scandata : [331003331003]
08:51:40:04 | I | Matching ok | SEQ : 20174823570, PART : N/A, SCAN N/A, CELL [1,1]
08:51:52:38 | I | Matching ok | SEQ : 20174823560, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:51:55:71 | I | Matching ok | SEQ : 20174823550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:52:02:81 | I | Matching ok | SEQ : 20174823540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
08:52:06:56 | I | Matching ok | SEQ : 20174823530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:52:09:78 | I | Matching ok | SEQ : 20174823520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:52:13:96 | I | Matching ok | SEQ : 20174823630, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:52:18:61 | I | Matching ok | SEQ : 20174823620, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:52:23:98 | I | Matching ok | SEQ : 20174823610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:52:27:86 | I | Matching ok | SEQ : 20174823600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:52:31:74 | I | Matching ok | SEQ : 20174823590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
08:52:37:06 | I | Matching ok | SEQ : 20174823580, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:09:47:43 | I | Matching ok | SEQ : 20174823690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:09:49:45 | I | Matching ok | SEQ : 20174823680, PART : N/A, SCAN N/A, CELL [1,2]
09:09:51:48 | I | Matching ok | SEQ : 20174823670, PART : N/A, SCAN N/A, CELL [1,3]
09:09:54:73 | I | Matching ok | SEQ : 20174823660, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:09:56:75 | I | Matching ok | SEQ : 20174823650, PART : N/A, SCAN N/A, CELL [1,5]
09:09:59:63 | I | Matching ok | SEQ : 20174823640, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:10:03:76 | I | Matching ok | SEQ : 20174823750, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:10:06:98 | I | Matching ok | SEQ : 20174823740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:10:09:86 | I | Matching ok | SEQ : 20174823730, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:10:12:84 | I | Matching ok | SEQ : 20174823720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:10:17:46 | I | Matching ok | SEQ : 20174823710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:10:22:11 | I | Matching ok | SEQ : 20174823700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:26:45:43 | I | Matching ok | SEQ : 20174823810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:26:50:21 | I | Matching ok | SEQ : 20174823800, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:26:54:18 | I | Matching ok | SEQ : 20174823790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:26:57:93 | I | Matching ok | SEQ : 20174823780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:27:00:36 | I | Matching ok | SEQ : 20174823770, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:27:03:21 | I | Matching ok | SEQ : 20174823760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:27:11:41 | I | Matching ok | SEQ : 20174823870, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:27:15:36 | I | Matching ok | SEQ : 20174823860, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:27:20:02 | I | Matching ok | SEQ : 20174823850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:27:22:04 | I | Matching ok | SEQ : 20174823840, PART : N/A, SCAN N/A, CELL [2,4]
09:27:24:71 | I | Matching ok | SEQ : 20174823830, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:27:26:72 | I | Matching ok | SEQ : 20174823820, PART : N/A, SCAN N/A, CELL [2,6]
09:29:21:92 | I | Matching ok | SEQ : 20174823820, PART : N/A, SCAN N/A, CELL [0,0]
09:29:21:93 | E | There is no row at position 11.
09:29:21:93 | E | There is no row at position 11.
09:40:33:50 | I | Matching ok | SEQ : 20174823930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:40:36:61 | I | Matching ok | SEQ : 20174823920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:40:40:51 | I | Matching ok | SEQ : 20174823910, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:40:44:23 | I | Matching ok | SEQ : 20174823900, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:40:48:25 | I | Matching ok | SEQ : 20174823890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
09:40:52:03 | I | Matching ok | SEQ : 20174823880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:40:55:63 | I | Matching ok | SEQ : 20174823990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:40:59:08 | I | Matching ok | SEQ : 20174823980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:41:02:50 | I | Matching ok | SEQ : 20174823970, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:41:04:52 | I | Matching ok | SEQ : 20174823960, PART : N/A, SCAN N/A, CELL [2,4]
09:41:08:61 | I | Matching ok | SEQ : 20174823950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
09:41:12:40 | I | Matching ok | SEQ : 20174823940, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:38:49:31 | I | Matching ok | SEQ : 20174824050, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
10:38:51:33 | I | Matching ok | SEQ : 20174824040, PART : N/A, SCAN N/A, CELL [1,2]
10:38:55:16 | I | Matching ok | SEQ : 20174824030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
10:38:57:18 | I | Matching ok | SEQ : 20174824020, PART : N/A, SCAN N/A, CELL [1,4]
10:39:00:86 | I | Matching ok | SEQ : 20174824010, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
10:39:02:88 | I | Matching ok | SEQ : 20174824000, PART : N/A, SCAN N/A, CELL [1,6]
10:39:06:59 | I | Matching ok | SEQ : 20174824110, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
10:39:11:01 | I | Matching ok | SEQ : 20174824100, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
10:39:14:79 | I | Matching ok | SEQ : 20174824090, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
10:39:18:32 | I | Matching ok | SEQ : 20174824080, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
10:39:20:33 | I | Matching ok | SEQ : 20174824070, PART : N/A, SCAN N/A, CELL [2,5]
10:39:24:86 | I | Matching ok | SEQ : 20174824060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
