00:00:02:05 | I | Matching ok | SEQ : 20174854050, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:13:29:35 | I | Matching ok | SEQ : 20174854220, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
00:13:36:30 | I | Matching ok | SEQ : 20174854210, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:13:54:52 | I | Matching ok | SEQ : 20174854200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:13:59:75 | I | Matching ok | SEQ : 20174854190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:14:01:76 | I | Matching ok | SEQ : 20174854180, PART : N/A, SCAN N/A, CELL [2,6]
00:22:50:68 | I | Matching ok | SEQ : 20174854290, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:22:55:89 | I | Matching ok | SEQ : 20174854280, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
00:22:57:92 | I | Matching ok | SEQ : 20174854270, PART : N/A, SCAN N/A, CELL [1,3]
00:23:04:56 | I | Matching ok | SEQ : 20174854260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
00:23:13:63 | I | Matching ok | SEQ : 20174854250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:23:21:86 | I | Matching ok | SEQ : 20174854240, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
00:23:34:94 | I | Matching ok | SEQ : 20174854350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
00:23:45:76 | I | Matching ok | SEQ : 20174854340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
00:23:58:29 | I | Matching ok | SEQ : 20174854330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:24:06:34 | I | Matching ok | SEQ : 20174854320, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:24:18:66 | I | Matching ok | SEQ : 20174854310, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:24:20:68 | I | Matching ok | SEQ : 20174854300, PART : N/A, SCAN N/A, CELL [2,6]
00:24:22:79 | I | Matching ok | SEQ : 20174854410, PART : N/A, SCAN N/A, CELL [1,1]
00:24:24:80 | I | Matching ok | SEQ : 20174854400, PART : N/A, SCAN N/A, CELL [1,2]
00:24:26:81 | I | Matching ok | SEQ : 20174854390, PART : N/A, SCAN N/A, CELL [1,3]
00:44:57:35 | I | Matching ok | SEQ : 20174854380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
00:45:24:44 | I | Matching ok | SEQ : 20174854370, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:45:26:47 | I | Matching ok | SEQ : 20174854360, PART : N/A, SCAN N/A, CELL [1,6]
00:45:40:72 | I | Matching ok | SEQ : 20174854470, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
00:45:42:76 | I | Matching ok | SEQ : 20174854460, PART : N/A, SCAN N/A, CELL [2,2]
00:45:58:99 | I | Matching ok | SEQ : 20174854450, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
00:46:10:27 | I | Matching ok | SEQ : 20174854440, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
00:46:27:29 | I | Matching ok | SEQ : 20174854430, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
00:46:40:20 | I | Matching ok | SEQ : 20174854420, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
00:46:42:27 | I | Matching ok | SEQ : 20174854530, PART : N/A, SCAN N/A, CELL [1,1]
00:54:51:01 | I | Matching ok | SEQ : 20174854520, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
00:54:57:86 | I | Matching ok | SEQ : 20174854510, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
00:54:59:89 | I | Matching ok | SEQ : 20174854500, PART : N/A, SCAN N/A, CELL [1,4]
00:55:06:15 | I | Matching ok | SEQ : 20174854490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:55:08:17 | I | Matching ok | SEQ : 20174854480, PART : N/A, SCAN N/A, CELL [1,6]
00:55:10:21 | I | Matching ok | SEQ : 20174854590, PART : N/A, SCAN N/A, CELL [2,1]
00:55:12:23 | I | Matching ok | SEQ : 20174854580, PART : N/A, SCAN N/A, CELL [2,2]
00:55:19:46 | I | Matching ok | SEQ : 20174854570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
00:55:28:26 | I | Matching ok | SEQ : 20174854560, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:55:30:28 | I | Matching ok | SEQ : 20174854550, PART : N/A, SCAN N/A, CELL [2,5]
00:55:32:30 | I | Matching ok | SEQ : 20174854540, PART : N/A, SCAN N/A, CELL [2,6]
01:06:22:40 | I | Matching ok | SEQ : 20174854650, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:06:25:32 | I | Matching ok | SEQ : 20174854640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:06:32:17 | I | Matching ok | SEQ : 20174854630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:06:41:47 | I | Matching ok | SEQ : 20174854620, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:06:48:62 | I | Matching ok | SEQ : 20174854610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:06:59:37 | I | Matching ok | SEQ : 20174854600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:07:08:72 | I | Matching ok | SEQ : 20174854710, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:07:37:98 | I | Matching ok | SEQ : 20174854700, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:07:40:00 | I | Matching ok | SEQ : 20174854690, PART : N/A, SCAN N/A, CELL [2,3]
01:07:50:62 | I | Matching ok | SEQ : 20174854680, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:07:52:64 | I | Matching ok | SEQ : 20174854670, PART : N/A, SCAN N/A, CELL [2,5]
01:07:54:66 | I | Matching ok | SEQ : 20174854660, PART : N/A, SCAN N/A, CELL [2,6]
01:19:27:99 | I | Matching ok | SEQ : 20174854770, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:19:36:95 | I | Matching ok | SEQ : 20174854760, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:19:44:99 | W | Mismatching | SEQ : 20174854750, PART : 04578885AC, SCAN TQ41957C1161, CELL [1,3]
01:19:49:44 | I | Matching ok | SEQ : 20174854750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:19:51:46 | I | Matching ok | SEQ : 20174854740, PART : N/A, SCAN N/A, CELL [1,4]
01:19:53:47 | I | Matching ok | SEQ : 20174854730, PART : N/A, SCAN N/A, CELL [1,5]
01:19:57:17 | I | Matching ok | SEQ : 20174854720, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:20:23:27 | I | Matching ok | SEQ : 20174854830, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:20:26:84 | I | Matching ok | SEQ : 20174854820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:20:33:07 | I | Matching ok | SEQ : 20174854810, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:20:42:84 | I | Matching ok | SEQ : 20174854800, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:21:29:09 | I | Matching ok | SEQ : 20174854790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:21:34:07 | I | Matching ok | SEQ : 20174854780, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:21:36:20 | I | Matching ok | SEQ : 20174854890, PART : N/A, SCAN N/A, CELL [1,1]
01:28:19:13 | I | Matching ok | SEQ : 20174854880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:28:21:15 | I | Matching ok | SEQ : 20174854870, PART : N/A, SCAN N/A, CELL [1,3]
01:28:26:53 | I | Matching ok | SEQ : 20174854860, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:28:31:93 | I | Matching ok | SEQ : 20174854850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:28:33:95 | I | Matching ok | SEQ : 20174854840, PART : N/A, SCAN N/A, CELL [1,6]
01:28:44:98 | I | Matching ok | SEQ : 20174854950, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:28:46:99 | I | Matching ok | SEQ : 20174854940, PART : N/A, SCAN N/A, CELL [2,2]
01:28:56:13 | I | Matching ok | SEQ : 20174854930, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:28:58:15 | I | Matching ok | SEQ : 20174854920, PART : N/A, SCAN N/A, CELL [2,4]
01:29:05:70 | I | Matching ok | SEQ : 20174854910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:29:14:45 | I | Matching ok | SEQ : 20174854900, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:39:15:74 | I | Matching ok | SEQ : 20174855010, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:39:19:52 | I | Matching ok | SEQ : 20174855000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:39:29:37 | I | Matching ok | SEQ : 20174854990, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:39:50:12 | I | Matching ok | SEQ : 20174854980, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:40:06:70 | I | Matching ok | SEQ : 20174854970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:40:08:72 | I | Matching ok | SEQ : 20174854960, PART : N/A, SCAN N/A, CELL [1,6]
01:40:18:80 | I | Matching ok | SEQ : 20174855070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:40:28:12 | I | Matching ok | SEQ : 20174855060, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:40:37:32 | I | Matching ok | SEQ : 20174855050, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:40:49:65 | I | Matching ok | SEQ : 20174855040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:41:00:32 | I | Matching ok | SEQ : 20174855030, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:41:08:47 | I | Matching ok | SEQ : 20174855020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:41:10:60 | I | Matching ok | SEQ : 20174855130, PART : N/A, SCAN N/A, CELL [1,1]
01:50:08:36 | I | Matching ok | SEQ : 20174855120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:50:10:38 | I | Matching ok | SEQ : 20174855110, PART : N/A, SCAN N/A, CELL [1,3]
01:50:18:96 | I | Matching ok | SEQ : 20174855100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:50:34:79 | I | Matching ok | SEQ : 20174855090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:50:36:81 | I | Matching ok | SEQ : 20174855080, PART : N/A, SCAN N/A, CELL [1,6]
01:50:53:58 | I | Matching ok | SEQ : 20174855190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:50:55:59 | I | Matching ok | SEQ : 20174855180, PART : N/A, SCAN N/A, CELL [2,2]
01:51:04:76 | I | Matching ok | SEQ : 20174855170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:51:20:69 | I | Matching ok | SEQ : 20174855160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:51:22:71 | I | Matching ok | SEQ : 20174855150, PART : N/A, SCAN N/A, CELL [2,5]
01:51:35:02 | I | Matching ok | SEQ : 20174855140, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:59:32:42 | I | Matching ok | SEQ : 20174855250, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:59:57:57 | I | Matching ok | SEQ : 20174855240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:00:08:47 | I | Matching ok | SEQ : 20174855230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:00:19:35 | I | Matching ok | SEQ : 20174855220, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:00:58:63 | I | Matching ok | SEQ : 20174855210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:01:00:64 | I | Matching ok | SEQ : 20174855200, PART : N/A, SCAN N/A, CELL [1,6]
02:01:10:52 | I | Matching ok | SEQ : 20174855310, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:01:12:56 | I | Matching ok | SEQ : 20174855300, PART : N/A, SCAN N/A, CELL [2,2]
02:01:14:60 | I | Matching ok | SEQ : 20174855290, PART : N/A, SCAN N/A, CELL [2,3]
02:01:16:62 | I | Matching ok | SEQ : 20174855280, PART : N/A, SCAN N/A, CELL [2,4]
02:01:30:78 | I | Matching ok | SEQ : 20174855270, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:01:40:08 | I | Matching ok | SEQ : 20174855260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:09:40:81 | I | Matching ok | SEQ : 20174855370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:09:44:44 | I | Matching ok | SEQ : 20174855360, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:10:05:99 | I | Matching ok | SEQ : 20174855350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:10:08:03 | I | Matching ok | SEQ : 20174855340, PART : N/A, SCAN N/A, CELL [1,4]
02:10:18:51 | I | Matching ok | SEQ : 20174855330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:10:38:26 | I | Matching ok | SEQ : 20174855320, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:11:02:59 | I | Matching ok | SEQ : 20174855430, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:11:15:19 | I | Matching ok | SEQ : 20174855420, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:11:17:21 | I | Matching ok | SEQ : 20174855410, PART : N/A, SCAN N/A, CELL [2,3]
02:11:26:24 | I | Matching ok | SEQ : 20174855400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:11:45:24 | I | Matching ok | SEQ : 20174855390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:11:47:27 | I | Matching ok | SEQ : 20174855380, PART : N/A, SCAN N/A, CELL [2,6]
02:11:49:34 | I | Matching ok | SEQ : 20174855490, PART : N/A, SCAN N/A, CELL [1,1]
02:19:33:43 | I | Matching ok | SEQ : 20174855480, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:19:39:16 | I | Matching ok | SEQ : 20174855470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:19:54:50 | I | Matching ok | SEQ : 20174855460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:20:21:80 | I | Matching ok | SEQ : 20174855450, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:20:33:30 | I | Matching ok | SEQ : 20174855440, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:20:45:05 | I | Matching ok | SEQ : 20174855550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:20:47:06 | I | Matching ok | SEQ : 20174855540, PART : N/A, SCAN N/A, CELL [2,2]
02:20:55:10 | I | Matching ok | SEQ : 20174855530, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:21:00:68 | I | Matching ok | SEQ : 20174855520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:21:08:65 | I | Matching ok | SEQ : 20174855510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:21:10:68 | I | Matching ok | SEQ : 20174855500, PART : N/A, SCAN N/A, CELL [2,6]
02:32:54:02 | I | Matching ok | SEQ : 20174855610, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:33:00:40 | I | Matching ok | SEQ : 20174855600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:33:11:02 | I | Matching ok | SEQ : 20174855590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:33:13:04 | I | Matching ok | SEQ : 20174855580, PART : N/A, SCAN N/A, CELL [1,4]
02:33:27:47 | I | Matching ok | SEQ : 20174855570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:33:41:58 | I | Matching ok | SEQ : 20174855560, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:33:43:59 | I | Matching ok | SEQ : 20174855670, PART : N/A, SCAN N/A, CELL [2,1]
02:33:45:60 | I | Matching ok | SEQ : 20174855660, PART : N/A, SCAN N/A, CELL [2,2]
02:33:47:61 | I | Matching ok | SEQ : 20174855650, PART : N/A, SCAN N/A, CELL [2,3]
02:33:55:22 | I | Matching ok | SEQ : 20174855640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:34:05:10 | I | Matching ok | SEQ : 20174855630, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:34:10:10 | I | Matching ok | SEQ : 20174855620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:34:12:17 | I | Matching ok | SEQ : 20174855730, PART : N/A, SCAN N/A, CELL [1,1]
05:21:34:52 | I | Matching ok | SEQ : 20174855720, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:21:38:54 | I | Matching ok | SEQ : 20174855710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:21:40:56 | I | Matching ok | SEQ : 20174855700, PART : N/A, SCAN N/A, CELL [1,4]
05:21:43:26 | I | Matching ok | SEQ : 20174855690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:21:46:89 | I | Matching ok | SEQ : 20174855680, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:21:48:91 | I | Matching ok | SEQ : 20174855790, PART : N/A, SCAN N/A, CELL [2,1]
05:21:52:14 | I | Matching ok | SEQ : 20174855780, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:21:56:39 | I | Matching ok | SEQ : 20174855770, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:22:00:44 | I | Matching ok | SEQ : 20174855760, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:22:04:79 | I | Matching ok | SEQ : 20174855750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:22:07:74 | I | Matching ok | SEQ : 20174855740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:32:07:33 | I | Matching ok | SEQ : 20174855850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
05:32:11:93 | I | Matching ok | SEQ : 20174855840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:32:16:36 | I | Matching ok | SEQ : 20174855830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:32:19:93 | I | Matching ok | SEQ : 20174855820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:32:21:95 | I | Matching ok | SEQ : 20174855810, PART : N/A, SCAN N/A, CELL [1,5]
05:32:25:68 | I | Matching ok | SEQ : 20174855800, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:32:27:70 | I | Matching ok | SEQ : 20174855910, PART : N/A, SCAN N/A, CELL [2,1]
05:32:31:46 | I | Matching ok | SEQ : 20174855900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:32:34:58 | I | Matching ok | SEQ : 20174855890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
05:32:37:66 | I | Matching ok | SEQ : 20174855880, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:32:39:67 | I | Matching ok | SEQ : 20174855870, PART : N/A, SCAN N/A, CELL [2,5]
05:32:43:43 | I | Matching ok | SEQ : 20174855860, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:42:40:97 | I | Matching ok | SEQ : 20174855970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
05:42:42:99 | I | Matching ok | SEQ : 20174855960, PART : N/A, SCAN N/A, CELL [1,2]
05:42:47:10 | I | Matching ok | SEQ : 20174855950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:42:50:72 | I | Matching ok | SEQ : 20174855940, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:42:53:89 | I | Matching ok | SEQ : 20174855930, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:42:55:90 | I | Matching ok | SEQ : 20174855920, PART : N/A, SCAN N/A, CELL [1,6]
05:42:58:97 | I | Matching ok | SEQ : 20174856030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:43:01:99 | I | Matching ok | SEQ : 20174856020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:43:03:82 | I | Matching ok | SEQ : 20174856010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:43:05:70 | W | Mismatching | SEQ : 20174856000, PART : N/A, SCAN P52124713AD, CELL [2,4]
05:43:05:83 | I | Matching ok | SEQ : 20174856000, PART : N/A, SCAN N/A, CELL [2,4]
05:43:10:57 | I | Matching ok | SEQ : 20174855990, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
05:43:17:97 | I | Matching ok | SEQ : 20174855980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:52:44:91 | I | Matching ok | SEQ : 20174856090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:52:46:93 | I | Matching ok | SEQ : 20174856080, PART : N/A, SCAN N/A, CELL [1,2]
05:52:50:13 | I | Matching ok | SEQ : 20174856070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
05:52:53:11 | I | Matching ok | SEQ : 20174856060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:52:55:96 | I | Matching ok | SEQ : 20174856050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:52:57:98 | I | Matching ok | SEQ : 20174856040, PART : N/A, SCAN N/A, CELL [1,6]
05:53:01:06 | I | Matching ok | SEQ : 20174856150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
05:53:03:07 | I | Matching ok | SEQ : 20174856140, PART : N/A, SCAN N/A, CELL [2,2]
05:53:05:66 | I | Matching ok | SEQ : 20174856130, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
05:53:08:88 | I | Matching ok | SEQ : 20174856120, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:53:10:91 | I | Matching ok | SEQ : 20174856110, PART : N/A, SCAN N/A, CELL [2,5]
05:53:13:09 | I | Matching ok | SEQ : 20174856100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:05:57:48 | I | Matching ok | SEQ : 20174856210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:06:01:53 | I | Matching ok | SEQ : 20174856200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:06:04:56 | W | Mismatching | SEQ : 20174856190, PART : 52124713AD, SCAN TQ42097C0240, CELL [1,3]
06:06:16:10 | I | Matching ok | SEQ : 20174856190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:06:19:13 | I | Matching ok | SEQ : 20174856180, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:06:21:15 | I | Matching ok | SEQ : 20174856170, PART : N/A, SCAN N/A, CELL [1,5]
06:06:25:03 | I | Matching ok | SEQ : 20174856160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:06:27:04 | I | Matching ok | SEQ : 20174856270, PART : N/A, SCAN N/A, CELL [2,1]
06:06:31:56 | W | Mismatching | SEQ : 20174856260, PART : 52124713AD, SCAN P04578885AC, CELL [2,2]
06:06:43:00 | I | Matching ok | SEQ : 20174856260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:06:47:93 | I | Matching ok | SEQ : 20174856250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:06:51:58 | I | Matching ok | SEQ : 20174856240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:06:55:21 | I | Matching ok | SEQ : 20174856230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:06:57:24 | I | Matching ok | SEQ : 20174856220, PART : N/A, SCAN N/A, CELL [2,6]
06:16:56:40 | I | Matching ok | SEQ : 20174856330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:16:59:77 | I | Matching ok | SEQ : 20174856320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:17:03:15 | I | Matching ok | SEQ : 20174856310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:17:06:87 | I | Matching ok | SEQ : 20174856300, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:17:10:75 | I | Matching ok | SEQ : 20174856290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:17:14:10 | I | Matching ok | SEQ : 20174856280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:17:17:52 | I | Matching ok | SEQ : 20174856390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:17:21:80 | I | Matching ok | SEQ : 20174856380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:17:26:05 | I | Matching ok | SEQ : 20174856370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:17:29:62 | I | Matching ok | SEQ : 20174856360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:17:33:40 | I | Matching ok | SEQ : 20174856350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:17:37:17 | I | Matching ok | SEQ : 20174856340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:26:51:36 | I | Matching ok | SEQ : 20174856450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:26:54:21 | I | Matching ok | SEQ : 20174856440, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:26:56:22 | I | Matching ok | SEQ : 20174856430, PART : N/A, SCAN N/A, CELL [1,3]
