00:04:11:35 | I | Matching ok | SEQ : 20174865930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:16:03:90 | I | Matching ok | SEQ : 20174866660, PART : N/A, SCAN N/A, CELL [2,6]
01:16:05:97 | I | Matching ok | SEQ : 20174866770, PART : N/A, SCAN N/A, CELL [1,1]
01:25:03:93 | I | Matching ok | SEQ : 20174866760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:25:10:46 | I | Matching ok | SEQ : 20174866750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:25:15:71 | I | Matching ok | SEQ : 20174866740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:25:20:19 | I | Matching ok | SEQ : 20174866730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:25:22:22 | I | Matching ok | SEQ : 20174866720, PART : N/A, SCAN N/A, CELL [1,6]
01:25:24:27 | I | Matching ok | SEQ : 20174866830, PART : N/A, SCAN N/A, CELL [2,1]
01:25:30:89 | I | Matching ok | SEQ : 20174866820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:25:35:91 | I | Matching ok | SEQ : 20174866810, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:25:37:94 | I | Matching ok | SEQ : 20174866800, PART : N/A, SCAN N/A, CELL [2,4]
01:25:44:09 | I | Matching ok | SEQ : 20174866790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:25:48:19 | I | Matching ok | SEQ : 20174866780, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:25:50:40 | I | Matching ok | SEQ : 20174866890, PART : N/A, SCAN N/A, CELL [1,1]
01:38:34:31 | I | Matching ok | SEQ : 20174866880, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:38:36:33 | I | Matching ok | SEQ : 20174866870, PART : N/A, SCAN N/A, CELL [1,3]
01:38:45:28 | I | Matching ok | SEQ : 20174866860, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:38:47:31 | I | Matching ok | SEQ : 20174866850, PART : N/A, SCAN N/A, CELL [1,5]
01:39:01:83 | I | Matching ok | SEQ : 20174866840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:39:05:71 | I | Matching ok | SEQ : 20174866950, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:39:09:48 | I | Matching ok | SEQ : 20174866940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:39:11:50 | I | Matching ok | SEQ : 20174866930, PART : N/A, SCAN N/A, CELL [2,3]
01:39:35:21 | I | Matching ok | SEQ : 20174866920, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:39:37:22 | I | Matching ok | SEQ : 20174866910, PART : N/A, SCAN N/A, CELL [2,5]
01:39:42:11 | I | Matching ok | SEQ : 20174866900, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:39:44:44 | I | Matching ok | SEQ : 20174867010, PART : N/A, SCAN N/A, CELL [1,1]
01:51:30:43 | I | Matching ok | SEQ : 20174867000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:51:36:30 | I | Matching ok | SEQ : 20174866990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:51:38:32 | I | Matching ok | SEQ : 20174866980, PART : N/A, SCAN N/A, CELL [1,4]
01:52:39:03 | I | Matching ok | SEQ : 20174866970, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:52:43:25 | I | Matching ok | SEQ : 20174866960, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:53:11:91 | I | Matching ok | SEQ : 20174867070, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:53:16:43 | I | Matching ok | SEQ : 20174867060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:53:18:47 | I | Matching ok | SEQ : 20174867050, PART : N/A, SCAN N/A, CELL [2,3]
01:53:35:95 | I | Matching ok | SEQ : 20174867040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:53:45:63 | I | Matching ok | SEQ : 20174867030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:53:51:98 | I | Matching ok | SEQ : 20174867020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:53:54:07 | I | Matching ok | SEQ : 20174867130, PART : N/A, SCAN N/A, CELL [1,1]
02:04:27:57 | I | Matching ok | SEQ : 20174867120, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:04:33:17 | I | Matching ok | SEQ : 20174867110, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:04:35:20 | I | Matching ok | SEQ : 20174867100, PART : N/A, SCAN N/A, CELL [1,4]
02:04:46:32 | I | Matching ok | SEQ : 20174867090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:04:49:69 | I | Matching ok | SEQ : 20174867080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:05:47:20 | W | Mismatching | SEQ : 20174867190, PART : 04578885AC, SCAN P52124713AD, CELL [2,1]
02:06:00:37 | I | Matching ok | SEQ : 20174867190, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:06:04:30 | I | Matching ok | SEQ : 20174867180, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:06:12:84 | I | Matching ok | SEQ : 20174867170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:06:14:86 | I | Matching ok | SEQ : 20174867160, PART : N/A, SCAN N/A, CELL [2,4]
02:06:16:87 | I | Matching ok | SEQ : 20174867150, PART : N/A, SCAN N/A, CELL [2,5]
02:06:19:67 | I | Matching ok | SEQ : 20174867140, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:12:52:31 | I | Matching ok | SEQ : 20174867250, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:12:54:33 | I | Matching ok | SEQ : 20174867240, PART : N/A, SCAN N/A, CELL [1,2]
02:12:58:83 | I | Matching ok | SEQ : 20174867230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:13:01:96 | I | Matching ok | SEQ : 20174867220, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:13:04:93 | I | Matching ok | SEQ : 20174867210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:13:14:33 | I | Matching ok | SEQ : 20174867200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:13:16:34 | I | Matching ok | SEQ : 20174867310, PART : N/A, SCAN N/A, CELL [2,1]
02:13:21:38 | I | Matching ok | SEQ : 20174867300, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:13:27:43 | I | Matching ok | SEQ : 20174867290, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:13:32:53 | I | Matching ok | SEQ : 20174867280, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:13:34:55 | I | Matching ok | SEQ : 20174867270, PART : N/A, SCAN N/A, CELL [2,5]
02:13:37:96 | I | Matching ok | SEQ : 20174867260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:30:11:23 | I | Matching ok | SEQ : 20174867370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:30:13:25 | I | Matching ok | SEQ : 20174867360, PART : N/A, SCAN N/A, CELL [1,2]
02:30:18:60 | I | Matching ok | SEQ : 20174867350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:30:20:61 | I | Matching ok | SEQ : 20174867340, PART : N/A, SCAN N/A, CELL [1,4]
02:30:32:28 | I | Matching ok | SEQ : 20174867330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:30:36:23 | I | Matching ok | SEQ : 20174867320, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:30:38:26 | I | Matching ok | SEQ : 20174867430, PART : N/A, SCAN N/A, CELL [2,1]
02:30:42:15 | I | Matching ok | SEQ : 20174867420, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:30:47:58 | I | Matching ok | SEQ : 20174867410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:30:58:69 | I | Matching ok | SEQ : 20174867400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:31:00:70 | I | Matching ok | SEQ : 20174867390, PART : N/A, SCAN N/A, CELL [2,5]
02:31:05:71 | I | Matching ok | SEQ : 20174867380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:42:20:15 | I | Matching ok | SEQ : 20174867490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:42:27:52 | I | Matching ok | SEQ : 20174867480, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:42:30:60 | I | Matching ok | SEQ : 20174867470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:42:34:52 | I | Matching ok | SEQ : 20174867460, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:42:39:50 | I | Matching ok | SEQ : 20174867450, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:44:03:57 | I | Matching ok | SEQ : 20174867440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:44:06:97 | I | Matching ok | SEQ : 20174867550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:44:08:99 | I | Matching ok | SEQ : 20174867540, PART : N/A, SCAN N/A, CELL [2,2]
02:44:14:10 | I | Matching ok | SEQ : 20174867530, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:44:17:93 | I | Matching ok | SEQ : 20174867520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:44:21:72 | I | Matching ok | SEQ : 20174867510, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:44:23:75 | I | Matching ok | SEQ : 20174867500, PART : N/A, SCAN N/A, CELL [2,6]
05:13:11:51 | I | Matching ok | SEQ : 20174867610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:13:17:95 | I | Matching ok | SEQ : 20174867600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:13:22:02 | I | Matching ok | SEQ : 20174867590, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
05:13:26:19 | I | Matching ok | SEQ : 20174867580, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:13:28:21 | I | Matching ok | SEQ : 20174867570, PART : N/A, SCAN N/A, CELL [1,5]
05:13:35:06 | I | Matching ok | SEQ : 20174867560, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:13:37:09 | I | Matching ok | SEQ : 20174867670, PART : N/A, SCAN N/A, CELL [2,1]
05:13:40:79 | I | Matching ok | SEQ : 20174867660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:13:44:51 | I | Matching ok | SEQ : 20174867650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:13:48:24 | I | Matching ok | SEQ : 20174867640, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:13:50:27 | I | Matching ok | SEQ : 20174867630, PART : N/A, SCAN N/A, CELL [2,5]
05:13:53:34 | I | Matching ok | SEQ : 20174867620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:13:55:48 | I | Matching ok | SEQ : 20174867730, PART : N/A, SCAN N/A, CELL [1,1]
05:13:57:49 | I | Matching ok | SEQ : 20174867720, PART : N/A, SCAN N/A, CELL [1,2]
05:19:44:40 | I | Matching ok | SEQ : 20174867710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:19:46:42 | I | Matching ok | SEQ : 20174867700, PART : N/A, SCAN N/A, CELL [1,4]
05:19:48:43 | I | Matching ok | SEQ : 20174867690, PART : N/A, SCAN N/A, CELL [1,5]
05:19:51:62 | I | Matching ok | SEQ : 20174867680, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:19:54:95 | I | Matching ok | SEQ : 20174867790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:19:58:18 | I | Matching ok | SEQ : 20174867780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:20:01:52 | I | Matching ok | SEQ : 20174867770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
05:20:04:75 | I | Matching ok | SEQ : 20174867760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:20:06:76 | I | Matching ok | SEQ : 20174867750, PART : N/A, SCAN N/A, CELL [2,5]
05:20:09:87 | I | Matching ok | SEQ : 20174867740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:31:21:92 | I | Matching ok | SEQ : 20174867850, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:31:27:69 | I | Matching ok | SEQ : 20174867840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:31:31:71 | I | Matching ok | SEQ : 20174867830, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
05:31:33:74 | I | Matching ok | SEQ : 20174867820, PART : N/A, SCAN N/A, CELL [1,4]
05:31:37:72 | I | Matching ok | SEQ : 20174867810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:31:42:96 | I | Matching ok | SEQ : 20174867800, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:31:44:99 | I | Matching ok | SEQ : 20174867910, PART : N/A, SCAN N/A, CELL [2,1]
05:31:49:79 | I | Matching ok | SEQ : 20174867900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:31:51:81 | I | Matching ok | SEQ : 20174867890, PART : N/A, SCAN N/A, CELL [2,3]
05:31:53:85 | I | Matching ok | SEQ : 20174867880, PART : N/A, SCAN N/A, CELL [2,4]
05:31:58:57 | I | Matching ok | SEQ : 20174867870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:32:00:57 | I | Matching ok | SEQ : 20174867860, PART : N/A, SCAN N/A, CELL [2,6]
05:40:35:23 | I | Matching ok | SEQ : 20174867970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:40:37:25 | I | Matching ok | SEQ : 20174867960, PART : N/A, SCAN N/A, CELL [1,2]
05:40:39:28 | I | Matching ok | SEQ : 20174867950, PART : N/A, SCAN N/A, CELL [1,3]
05:40:41:29 | I | Matching ok | SEQ : 20174867940, PART : N/A, SCAN N/A, CELL [1,4]
05:40:44:86 | I | Matching ok | SEQ : 20174867930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:40:53:28 | I | Matching ok | SEQ : 20174867920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:40:59:43 | I | Matching ok | SEQ : 20174868030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
05:41:04:00 | I | Matching ok | SEQ : 20174868020, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:41:07:06 | I | Matching ok | SEQ : 20174868010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:41:10:53 | I | Matching ok | SEQ : 20174868000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:41:13:86 | I | Matching ok | SEQ : 20174867990, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
05:41:17:23 | I | Matching ok | SEQ : 20174867980, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:52:03:14 | I | Matching ok | SEQ : 20174868090, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
05:52:06:92 | I | Matching ok | SEQ : 20174868080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:52:10:27 | I | Matching ok | SEQ : 20174868070, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:52:12:31 | I | Matching ok | SEQ : 20174868060, PART : N/A, SCAN N/A, CELL [1,4]
05:52:14:32 | I | Matching ok | SEQ : 20174868050, PART : N/A, SCAN N/A, CELL [1,5]
05:52:17:62 | I | Matching ok | SEQ : 20174868040, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:52:21:32 | I | Matching ok | SEQ : 20174868150, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:52:24:44 | I | Matching ok | SEQ : 20174868140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:52:26:48 | I | Matching ok | SEQ : 20174868130, PART : N/A, SCAN N/A, CELL [2,3]
05:52:29:92 | I | Matching ok | SEQ : 20174868120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:52:33:32 | I | Matching ok | SEQ : 20174868110, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:52:35:34 | I | Matching ok | SEQ : 20174868100, PART : N/A, SCAN N/A, CELL [2,6]
05:52:37:43 | I | Matching ok | SEQ : 20174868210, PART : N/A, SCAN N/A, CELL [1,1]
06:00:35:93 | I | Matching ok | SEQ : 20174868200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:00:39:48 | I | Matching ok | SEQ : 20174868190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:00:43:66 | I | Matching ok | SEQ : 20174868180, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:00:48:78 | W | Mismatching | SEQ : 20174868170, PART : 04578885AC, SCAN 4578885AC, CELL [1,5]
06:01:05:66 | I | Matching ok | SEQ : 20174868170, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:01:09:46 | I | Matching ok | SEQ : 20174868160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:01:13:03 | I | Matching ok | SEQ : 20174868270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:01:16:73 | I | Matching ok | SEQ : 20174868260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:01:18:75 | I | Matching ok | SEQ : 20174868250, PART : N/A, SCAN N/A, CELL [2,3]
06:01:22:11 | I | Matching ok | SEQ : 20174868240, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:01:24:12 | I | Matching ok | SEQ : 20174868230, PART : N/A, SCAN N/A, CELL [2,5]
06:01:27:54 | I | Matching ok | SEQ : 20174868220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:10:47:10 | I | Matching ok | SEQ : 20174868330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:11:00:15 | I | Matching ok | SEQ : 20174868320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:11:15:25 | I | Matching ok | SEQ : 20174868310, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
