06:13:16:21 | I | Matching ok | SEQ : 20174678970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:32:24:07 | I | Matching ok | SEQ : 20174679190, PART : N/A, SCAN N/A, CELL [1,3]
06:32:26:10 | I | Matching ok | SEQ : 20174679180, PART : N/A, SCAN N/A, CELL [1,4]
06:32:29:90 | I | Matching ok | SEQ : 20174679170, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:32:34:32 | W | Mismatching | SEQ : 20174679160, PART : 04578885AC, SCAN P52124713AD, CELL [1,6]
06:32:59:29 | I | Matching ok | SEQ : 20174679160, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:33:03:19 | I | Matching ok | SEQ : 20174679270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:33:05:23 | I | Matching ok | SEQ : 20174679260, PART : N/A, SCAN N/A, CELL [2,2]
06:33:07:54 | I | Matching ok | SEQ : 20174679250, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
06:33:10:57 | I | Matching ok | SEQ : 20174679240, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
06:33:12:59 | I | Matching ok | SEQ : 20174679230, PART : N/A, SCAN N/A, CELL [2,5]
06:33:14:62 | I | Matching ok | SEQ : 20174679220, PART : N/A, SCAN N/A, CELL [2,6]
06:33:16:71 | I | Matching ok | SEQ : 20174679330, PART : N/A, SCAN N/A, CELL [1,1]
06:42:35:01 | I | Matching ok | SEQ : 20174679320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:42:37:83 | I | Matching ok | SEQ : 20174679310, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
06:42:39:84 | I | Matching ok | SEQ : 20174679300, PART : N/A, SCAN N/A, CELL [1,4]
06:42:42:28 | I | Matching ok | SEQ : 20174679290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:42:44:31 | I | Matching ok | SEQ : 20174679280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:42:46:36 | I | Matching ok | SEQ : 20174679390, PART : N/A, SCAN N/A, CELL [2,1]
06:42:49:41 | I | Matching ok | SEQ : 20174679380, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
06:42:53:23 | I | Matching ok | SEQ : 20174679370, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
06:42:55:48 | I | Matching ok | SEQ : 20174679360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
06:42:57:94 | I | Matching ok | SEQ : 20174679350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:43:01:03 | W | Mismatching | SEQ : 20174679340, PART : 68193661AB, SCAN P04578885AC, CELL [2,6]
06:43:30:18 | I | Matching ok | SEQ : 20174679340, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
06:53:59:97 | I | Matching ok | SEQ : 20174679450, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
06:54:01:99 | I | Matching ok | SEQ : 20174679440, PART : N/A, SCAN N/A, CELL [1,2]
06:54:04:03 | I | Matching ok | SEQ : 20174679430, PART : N/A, SCAN N/A, CELL [1,3]
06:54:17:87 | I | Matching ok | SEQ : 20174679420, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
06:54:42:37 | W | Mismatching | SEQ : 20174679410, PART : 04578885AC, SCAN P68193661AB, CELL [1,5]
06:54:54:82 | W | Mismatching | SEQ : 20174679410, PART : 04578885AC, SCAN P68193661AB, CELL [1,5]
06:54:59:95 | W | Mismatching | SEQ : 20174679410, PART : 04578885AC, SCAN TQ41877C0914, CELL [1,5]
06:55:09:12 | I | Matching ok | SEQ : 20174679410, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:55:12:62 | I | Matching ok | SEQ : 20174679400, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:55:15:37 | I | Matching ok | SEQ : 20174679510, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:55:18:90 | I | Matching ok | SEQ : 20174679500, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
06:55:20:93 | I | Matching ok | SEQ : 20174679490, PART : N/A, SCAN N/A, CELL [2,3]
06:55:22:94 | I | Matching ok | SEQ : 20174679480, PART : N/A, SCAN N/A, CELL [2,4]
06:55:25:27 | I | Matching ok | SEQ : 20174679470, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:55:27:29 | I | Matching ok | SEQ : 20174679460, PART : N/A, SCAN N/A, CELL [2,6]
07:03:46:67 | I | Matching ok | SEQ : 20174679570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:03:49:69 | I | Matching ok | SEQ : 20174679560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:03:51:79 | I | Matching ok | SEQ : 20174679550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:03:53:81 | I | Matching ok | SEQ : 20174679540, PART : N/A, SCAN N/A, CELL [1,4]
07:03:56:44 | I | Matching ok | SEQ : 20174679530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:03:58:59 | I | Matching ok | SEQ : 20174679520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:04:00:94 | I | Matching ok | SEQ : 20174679630, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:04:02:74 | I | Matching ok | SEQ : 20174679620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:04:04:76 | I | Matching ok | SEQ : 20174679610, PART : N/A, SCAN N/A, CELL [2,3]
07:04:06:16 | I | Matching ok | SEQ : 20174679600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:04:08:84 | I | Matching ok | SEQ : 20174679590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:04:10:71 | I | Matching ok | SEQ : 20174679580, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
07:04:12:83 | I | Matching ok | SEQ : 20174679690, PART : N/A, SCAN N/A, CELL [1,1]
07:17:28:26 | I | Matching ok | SEQ : 20174679680, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:17:30:29 | I | Matching ok | SEQ : 20174679670, PART : N/A, SCAN N/A, CELL [1,3]
07:17:47:68 | I | Matching ok | SEQ : 20174679660, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
07:17:50:76 | I | Matching ok | SEQ : 20174679650, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:17:52:77 | I | Matching ok | SEQ : 20174679640, PART : N/A, SCAN N/A, CELL [1,6]
07:17:56:68 | I | Matching ok | SEQ : 20174679750, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:17:59:35 | I | Matching ok | SEQ : 20174679740, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
07:18:02:53 | I | Matching ok | SEQ : 20174679730, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:18:05:63 | I | Matching ok | SEQ : 20174679720, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:18:08:48 | I | Matching ok | SEQ : 20174679710, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
07:18:10:83 | I | Matching ok | SEQ : 20174679700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
07:25:38:22 | I | Matching ok | SEQ : 20174679810, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:25:41:59 | I | Matching ok | SEQ : 20174679800, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:25:44:89 | I | Matching ok | SEQ : 20174679790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:25:47:92 | I | Matching ok | SEQ : 20174679780, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:25:49:93 | I | Matching ok | SEQ : 20174679770, PART : N/A, SCAN N/A, CELL [1,5]
07:25:53:17 | I | Matching ok | SEQ : 20174679760, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:25:56:57 | I | Matching ok | SEQ : 20174679870, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:25:58:60 | I | Matching ok | SEQ : 20174679860, PART : N/A, SCAN N/A, CELL [2,2]
07:26:00:61 | I | Matching ok | SEQ : 20174679850, PART : N/A, SCAN N/A, CELL [2,3]
07:26:04:14 | I | Matching ok | SEQ : 20174679840, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
07:26:06:15 | I | Matching ok | SEQ : 20174679830, PART : N/A, SCAN N/A, CELL [2,5]
07:26:09:32 | I | Matching ok | SEQ : 20174679820, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
07:35:47:03 | I | Matching ok | SEQ : 20174679930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:35:54:46 | I | Matching ok | SEQ : 20174679920, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:36:00:18 | I | Matching ok | SEQ : 20174679910, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:36:05:91 | I | Matching ok | SEQ : 20174679900, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
07:36:09:26 | I | Matching ok | SEQ : 20174679890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
07:36:12:63 | I | Matching ok | SEQ : 20174679880, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
07:36:15:56 | I | Matching ok | SEQ : 20174679990, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:36:18:33 | I | Matching ok | SEQ : 20174679980, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
07:36:21:51 | I | Matching ok | SEQ : 20174679970, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:36:24:71 | I | Matching ok | SEQ : 20174679960, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:36:28:01 | I | Matching ok | SEQ : 20174679950, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
07:36:30:01 | I | Matching ok | SEQ : 20174679940, PART : N/A, SCAN N/A, CELL [2,6]
07:48:54:38 | I | Matching ok | SEQ : 20174680050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:48:58:53 | I | Matching ok | SEQ : 20174680040, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
07:49:01:78 | I | Matching ok | SEQ : 20174680030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:49:03:81 | I | Matching ok | SEQ : 20174680020, PART : N/A, SCAN N/A, CELL [1,4]
07:49:08:05 | I | Matching ok | SEQ : 20174680010, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
07:49:10:08 | I | Matching ok | SEQ : 20174680000, PART : N/A, SCAN N/A, CELL [1,6]
07:49:13:45 | I | Matching ok | SEQ : 20174680110, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
07:49:15:47 | I | Matching ok | SEQ : 20174680100, PART : N/A, SCAN N/A, CELL [2,2]
07:49:18:35 | I | Matching ok | SEQ : 20174680090, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
07:49:20:60 | I | Matching ok | SEQ : 20174680080, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
07:49:23:50 | I | Matching ok | SEQ : 20174680070, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
07:49:26:30 | I | Matching ok | SEQ : 20174680060, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
07:59:35:39 | I | Matching ok | SEQ : 20174680170, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:59:40:84 | I | Matching ok | SEQ : 20174680160, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
07:59:51:67 | I | Matching ok | SEQ : 20174680150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:59:54:99 | I | Matching ok | SEQ : 20174680140, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:59:57:82 | I | Matching ok | SEQ : 20174680130, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:59:59:84 | I | Matching ok | SEQ : 20174680120, PART : N/A, SCAN N/A, CELL [1,6]
08:00:09:89 | I | Matching ok | SEQ : 20174680230, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:00:15:59 | I | Matching ok | SEQ : 20174680220, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:00:18:19 | I | Matching ok | SEQ : 20174680210, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:00:20:20 | I | Matching ok | SEQ : 20174680200, PART : N/A, SCAN N/A, CELL [2,4]
08:00:25:82 | I | Matching ok | SEQ : 20174680190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:00:28:39 | I | Matching ok | SEQ : 20174680180, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
08:30:48:56 | I | Matching ok | SEQ : 20174680290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:30:50:59 | I | Matching ok | SEQ : 20174680280, PART : N/A, SCAN N/A, CELL [1,2]
08:30:54:64 | I | Matching ok | SEQ : 20174680270, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:30:57:99 | I | Matching ok | SEQ : 20174680260, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
08:31:00:00 | I | Matching ok | SEQ : 20174680250, PART : N/A, SCAN N/A, CELL [1,5]
08:31:02:64 | I | Matching ok | SEQ : 20174680240, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:31:05:49 | I | Matching ok | SEQ : 20174680350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:31:07:86 | I | Matching ok | SEQ : 20174680340, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
08:31:10:34 | I | Matching ok | SEQ : 20174680330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:31:12:35 | I | Matching ok | SEQ : 20174680320, PART : N/A, SCAN N/A, CELL [2,4]
08:31:14:38 | I | Matching ok | SEQ : 20174680310, PART : N/A, SCAN N/A, CELL [2,5]
08:31:16:39 | I | Matching ok | SEQ : 20174680300, PART : N/A, SCAN N/A, CELL [2,6]
08:45:09:88 | I | Matching ok | SEQ : 20174680410, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:45:11:97 | I | Matching ok | SEQ : 20174680400, PART : N/A, SCAN N/A, CELL [1,2]
08:45:14:58 | I | Matching ok | SEQ : 20174680390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
08:45:17:98 | I | Matching ok | SEQ : 20174680380, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:45:20:66 | I | Matching ok | SEQ : 20174680370, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:45:22:67 | I | Matching ok | SEQ : 20174680360, PART : N/A, SCAN N/A, CELL [1,6]
08:45:25:96 | I | Matching ok | SEQ : 20174680470, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:45:27:97 | I | Matching ok | SEQ : 20174680460, PART : N/A, SCAN N/A, CELL [2,2]
08:45:31:18 | I | Matching ok | SEQ : 20174680450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
08:45:34:88 | I | Matching ok | SEQ : 20174680440, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:45:36:90 | I | Matching ok | SEQ : 20174680430, PART : N/A, SCAN N/A, CELL [2,5]
08:45:41:16 | I | Matching ok | SEQ : 20174680420, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
08:45:43:23 | I | Matching ok | SEQ : 20174680530, PART : N/A, SCAN N/A, CELL [1,1]
08:45:45:24 | I | Matching ok | SEQ : 20174680520, PART : N/A, SCAN N/A, CELL [1,2]
09:00:15:35 | I | Matching ok | SEQ : 20174680510, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:00:19:53 | I | Matching ok | SEQ : 20174680500, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
09:00:22:18 | I | Matching ok | SEQ : 20174680490, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
09:00:43:70 | I | Matching ok | SEQ : 20174680480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:00:50:43 | I | Matching ok | SEQ : 20174680590, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
09:00:54:33 | I | Matching ok | SEQ : 20174680580, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:01:03:28 | I | Matching ok | SEQ : 20174680570, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:01:06:13 | I | Matching ok | SEQ : 20174680560, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:01:08:14 | I | Matching ok | SEQ : 20174680550, PART : N/A, SCAN N/A, CELL [2,5]
09:01:14:38 | I | Matching ok | SEQ : 20174680540, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
09:18:25:06 | I | Matching ok | SEQ : 20174680650, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:18:27:83 | I | Matching ok | SEQ : 20174680640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:18:30:28 | I | Matching ok | SEQ : 20174680630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:18:32:29 | I | Matching ok | SEQ : 20174680620, PART : N/A, SCAN N/A, CELL [1,4]
09:18:35:41 | I | Matching ok | SEQ : 20174680610, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
09:18:38:31 | I | Matching ok | SEQ : 20174680600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:18:40:60 | I | Matching ok | SEQ : 20174680710, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:18:44:13 | I | Matching ok | SEQ : 20174680700, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
09:18:46:24 | I | Matching ok | SEQ : 20174680690, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
09:18:48:33 | I | Matching ok | SEQ : 20174680680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:18:50:78 | I | Matching ok | SEQ : 20174680670, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:18:53:33 | I | Matching ok | SEQ : 20174680660, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:27:08:54 | I | Matching ok | SEQ : 20174680770, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:27:11:22 | I | Matching ok | SEQ : 20174680760, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
09:27:13:24 | I | Matching ok | SEQ : 20174680750, PART : N/A, SCAN N/A, CELL [1,3]
09:27:15:47 | I | Matching ok | SEQ : 20174680740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:27:17:62 | I | Matching ok | SEQ : 20174680730, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:27:21:12 | I | Matching ok | SEQ : 20174680720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:27:23:95 | I | Matching ok | SEQ : 20174680830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:27:26:49 | I | Matching ok | SEQ : 20174680820, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:27:28:85 | I | Matching ok | SEQ : 20174680810, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
09:27:31:50 | I | Matching ok | SEQ : 20174680800, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:27:34:04 | I | Matching ok | SEQ : 20174680790, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
09:27:36:06 | I | Matching ok | SEQ : 20174680780, PART : N/A, SCAN N/A, CELL [2,6]
09:27:38:14 | I | Matching ok | SEQ : 20174680890, PART : N/A, SCAN N/A, CELL [1,1]
09:31:50:87 | I | Matching ok | SEQ : 20174680880, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
09:31:53:33 | I | Matching ok | SEQ : 20174680870, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
09:31:55:77 | I | Matching ok | SEQ : 20174680860, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:31:57:78 | I | Matching ok | SEQ : 20174680850, PART : N/A, SCAN N/A, CELL [1,5]
09:32:00:97 | I | Matching ok | SEQ : 20174680840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:32:03:15 | I | Matching ok | SEQ : 20174680950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:32:06:45 | I | Matching ok | SEQ : 20174680940, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
09:32:09:65 | I | Matching ok | SEQ : 20174680930, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:32:11:85 | I | Matching ok | SEQ : 20174680920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:32:14:45 | I | Matching ok | SEQ : 20174680910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:32:16:60 | I | Matching ok | SEQ : 20174680900, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:40:45:09 | I | Matching ok | SEQ : 20174681010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:40:48:24 | I | Matching ok | SEQ : 20174681000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:40:50:61 | I | Matching ok | SEQ : 20174680990, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
09:40:56:89 | W | Mismatching | SEQ : 20174680980, PART : 52124713AD, SCAN P04578885AC, CELL [1,4]
09:41:06:74 | I | Matching ok | SEQ : 20174680980, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:41:09:44 | I | Matching ok | SEQ : 20174680970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:41:12:36 | I | Matching ok | SEQ : 20174680960, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
09:41:15:54 | I | Matching ok | SEQ : 20174681070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:41:18:94 | I | Matching ok | SEQ : 20174681060, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
09:41:22:19 | I | Matching ok | SEQ : 20174681050, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
09:41:25:39 | I | Matching ok | SEQ : 20174681040, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:41:29:02 | I | Matching ok | SEQ : 20174681030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:41:31:03 | I | Matching ok | SEQ : 20174681020, PART : N/A, SCAN N/A, CELL [2,6]
09:41:33:13 | I | Matching ok | SEQ : 20174681130, PART : N/A, SCAN N/A, CELL [1,1]
09:53:09:08 | I | Matching ok | SEQ : 20174681120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:53:11:23 | I | Matching ok | SEQ : 20174681110, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
09:53:13:65 | I | Matching ok | SEQ : 20174681100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:53:17:73 | I | Matching ok | SEQ : 20174681090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:53:20:05 | I | Matching ok | SEQ : 20174681080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:53:22:08 | I | Matching ok | SEQ : 20174681190, PART : N/A, SCAN N/A, CELL [2,1]
09:53:24:26 | I | Matching ok | SEQ : 20174681180, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:53:28:13 | I | Matching ok | SEQ : 20174681170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:53:35:15 | W | Mismatching | SEQ : 20174681160, PART : 52124713AD, SCAN P04578885AC, CELL [2,4]
09:53:45:23 | I | Matching ok | SEQ : 20174681160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:54:03:76 | I | Matching ok | SEQ : 20174681150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:54:06:81 | I | Matching ok | SEQ : 20174681140, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
10:06:24:77 | I | Matching ok | SEQ : 20174681250, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
10:06:27:55 | I | Matching ok | SEQ : 20174681240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
10:06:30:15 | I | Matching ok | SEQ : 20174681230, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
10:06:32:32 | I | Matching ok | SEQ : 20174681220, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
10:06:34:33 | I | Matching ok | SEQ : 20174681210, PART : N/A, SCAN N/A, CELL [1,5]
10:06:37:37 | I | Matching ok | SEQ : 20174681200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
10:06:39:38 | I | Matching ok | SEQ : 20174681310, PART : N/A, SCAN N/A, CELL [2,1]
10:06:41:77 | I | Matching ok | SEQ : 20174681300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
10:06:43:78 | I | Matching ok | SEQ : 20174681290, PART : N/A, SCAN N/A, CELL [2,3]
