00:03:55:83 | I | Matching ok | SEQ : 20174841930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:15:36:77 | I | Matching ok | SEQ : 20174842100, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
00:15:39:72 | I | Matching ok | SEQ : 20174842090, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
00:15:42:71 | I | Matching ok | SEQ : 20174842080, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:15:45:17 | I | Matching ok | SEQ : 20174842070, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
00:15:48:00 | I | Matching ok | SEQ : 20174842060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
00:23:16:99 | I | Matching ok | SEQ : 20174842170, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
00:23:22:13 | I | Matching ok | SEQ : 20174842160, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
00:23:24:93 | I | Matching ok | SEQ : 20174842150, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
00:23:32:29 | I | Matching ok | SEQ : 20174842140, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
00:23:36:46 | I | Matching ok | SEQ : 20174842130, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
00:23:40:36 | I | Matching ok | SEQ : 20174842120, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
00:23:43:69 | I | Matching ok | SEQ : 20174842230, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
00:23:49:06 | I | Matching ok | SEQ : 20174842220, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
00:23:52:49 | I | Matching ok | SEQ : 20174842210, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:24:25:74 | I | Matching ok | SEQ : 20174842200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:24:29:32 | I | Matching ok | SEQ : 20174842190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:24:34:99 | I | Matching ok | SEQ : 20174842180, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
00:46:30:75 | I | Matching ok | SEQ : 20174842290, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:46:33:95 | I | Matching ok | SEQ : 20174842280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
00:46:38:25 | I | Matching ok | SEQ : 20174842270, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
00:46:41:27 | I | Matching ok | SEQ : 20174842260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
00:46:45:00 | I | Matching ok | SEQ : 20174842250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:46:47:02 | I | Matching ok | SEQ : 20174842240, PART : N/A, SCAN N/A, CELL [1,6]
00:48:50:30 | I | Matching ok | SEQ : 20174842350, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
00:48:55:65 | I | Matching ok | SEQ : 20174842340, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
00:49:02:32 | I | Matching ok | SEQ : 20174842330, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
00:49:09:57 | I | Matching ok | SEQ : 20174842320, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:49:15:32 | I | Matching ok | SEQ : 20174842310, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:49:23:20 | I | Matching ok | SEQ : 20174842300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
00:49:25:28 | I | Matching ok | SEQ : 20174842410, PART : N/A, SCAN N/A, CELL [1,1]
01:00:53:66 | I | Matching ok | SEQ : 20174842400, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:00:57:69 | I | Matching ok | SEQ : 20174842390, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:01:01:54 | I | Matching ok | SEQ : 20174842380, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:01:20:31 | I | Matching ok | SEQ : 20174842370, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:02:54:29 | I | Matching ok | SEQ : 20174842360, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:02:57:97 | I | Matching ok | SEQ : 20174842470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:03:01:42 | I | Matching ok | SEQ : 20174842460, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:03:03:43 | I | Matching ok | SEQ : 20174842450, PART : N/A, SCAN N/A, CELL [2,3]
01:03:05:44 | I | Matching ok | SEQ : 20174842440, PART : N/A, SCAN N/A, CELL [2,4]
01:03:15:34 | I | Matching ok | SEQ : 20174842430, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:03:17:36 | I | Matching ok | SEQ : 20174842420, PART : N/A, SCAN N/A, CELL [2,6]
01:10:02:35 | I | Matching ok | SEQ : 20174842530, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:10:07:13 | I | Matching ok | SEQ : 20174842520, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:10:09:15 | I | Matching ok | SEQ : 20174842510, PART : N/A, SCAN N/A, CELL [1,3]
01:10:11:43 | I | Matching ok | SEQ : 20174842500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:10:13:44 | I | Matching ok | SEQ : 20174842490, PART : N/A, SCAN N/A, CELL [1,5]
01:10:14:78 | W | Mismatching | SEQ : 20174842480, PART : N/A, SCAN P52124713AD, CELL [1,6]
01:10:15:46 | I | Matching ok | SEQ : 20174842480, PART : N/A, SCAN N/A, CELL [1,6]
01:10:29:28 | I | Matching ok | SEQ : 20174842590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:10:35:06 | I | Matching ok | SEQ : 20174842580, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:10:37:09 | I | Matching ok | SEQ : 20174842570, PART : N/A, SCAN N/A, CELL [2,3]
01:10:54:26 | I | Matching ok | SEQ : 20174842560, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:10:58:56 | I | Matching ok | SEQ : 20174842550, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:11:01:93 | I | Matching ok | SEQ : 20174842540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:11:04:02 | I | Matching ok | SEQ : 20174842650, PART : N/A, SCAN N/A, CELL [1,1]
01:16:05:86 | I | Matching ok | SEQ : 20174842640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:16:07:88 | I | Matching ok | SEQ : 20174842630, PART : N/A, SCAN N/A, CELL [1,3]
01:16:09:89 | I | Matching ok | SEQ : 20174842620, PART : N/A, SCAN N/A, CELL [1,4]
01:16:14:76 | I | Matching ok | SEQ : 20174842610, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:16:18:39 | I | Matching ok | SEQ : 20174842600, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:16:20:41 | I | Matching ok | SEQ : 20174842710, PART : N/A, SCAN N/A, CELL [2,1]
01:16:43:69 | I | Matching ok | SEQ : 20174842700, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:16:47:34 | I | Matching ok | SEQ : 20174842690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:16:50:69 | I | Matching ok | SEQ : 20174842680, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:16:54:49 | I | Matching ok | SEQ : 20174842670, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:16:59:24 | I | Matching ok | SEQ : 20174842660, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:25:39:10 | I | Matching ok | SEQ : 20174842770, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:25:41:12 | I | Matching ok | SEQ : 20174842760, PART : N/A, SCAN N/A, CELL [1,2]
01:25:46:28 | I | Matching ok | SEQ : 20174842750, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:25:48:65 | I | Matching ok | SEQ : 20174842740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:25:52:98 | I | Matching ok | SEQ : 20174842730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:25:56:47 | I | Matching ok | SEQ : 20174842720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:26:01:20 | I | Matching ok | SEQ : 20174842830, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:26:03:98 | I | Matching ok | SEQ : 20174842820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:26:06:90 | I | Matching ok | SEQ : 20174842810, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:26:09:70 | I | Matching ok | SEQ : 20174842800, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:26:12:40 | I | Matching ok | SEQ : 20174842790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:26:14:63 | I | Matching ok | SEQ : 20174842780, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:33:11:91 | I | Matching ok | SEQ : 20174842890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:33:14:91 | I | Matching ok | SEQ : 20174842880, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:33:16:92 | I | Matching ok | SEQ : 20174842870, PART : N/A, SCAN N/A, CELL [1,3]
01:33:18:59 | W | Mismatching | SEQ : 20174842860, PART : N/A, SCAN P52124713AD, CELL [1,4]
01:33:18:94 | I | Matching ok | SEQ : 20174842860, PART : N/A, SCAN N/A, CELL [1,4]
01:33:23:04 | I | Matching ok | SEQ : 20174842850, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:33:42:96 | I | Matching ok | SEQ : 20174842840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:33:53:69 | I | Matching ok | SEQ : 20174842950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:33:56:96 | I | Matching ok | SEQ : 20174842940, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:34:00:86 | I | Matching ok | SEQ : 20174842930, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:34:05:01 | I | Matching ok | SEQ : 20174842920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:34:08:26 | I | Matching ok | SEQ : 20174842910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:34:12:04 | I | Matching ok | SEQ : 20174842900, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:49:28:01 | I | Matching ok | SEQ : 20174843010, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:50:18:41 | I | Matching ok | SEQ : 20174843000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:50:22:48 | I | Matching ok | SEQ : 20174842990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:50:27:06 | I | Matching ok | SEQ : 20174842980, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:50:29:07 | I | Matching ok | SEQ : 20174842970, PART : N/A, SCAN N/A, CELL [1,5]
01:50:34:96 | I | Matching ok | SEQ : 20174842960, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:50:50:56 | I | Matching ok | SEQ : 20174843070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:50:54:08 | I | Matching ok | SEQ : 20174843060, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:50:57:44 | I | Matching ok | SEQ : 20174843050, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:51:00:71 | I | Matching ok | SEQ : 20174843040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:51:04:29 | I | Matching ok | SEQ : 20174843030, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:51:07:79 | I | Matching ok | SEQ : 20174843020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:03:32:26 | I | Matching ok | SEQ : 20174843130, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:03:36:53 | I | Matching ok | SEQ : 20174843120, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:03:47:18 | I | Matching ok | SEQ : 20174843110, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:03:52:25 | I | Matching ok | SEQ : 20174843100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:03:54:90 | I | Matching ok | SEQ : 20174843090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:03:57:45 | I | Matching ok | SEQ : 20174843080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:04:02:95 | W | Mismatching | SEQ : 20174843190, PART : 04578885AC, SCAN P52124713AD, CELL [2,1]
02:04:18:88 | I | Matching ok | SEQ : 20174843190, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:04:21:58 | I | Matching ok | SEQ : 20174843180, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:04:24:51 | I | Matching ok | SEQ : 20174843170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:04:26:68 | I | Matching ok | SEQ : 20174843160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:04:29:11 | I | Matching ok | SEQ : 20174843150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:04:31:88 | I | Matching ok | SEQ : 20174843140, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:13:07:15 | I | Matching ok | SEQ : 20174843250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:13:10:52 | I | Matching ok | SEQ : 20174843240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:13:14:94 | I | Matching ok | SEQ : 20174843230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:13:17:29 | I | Matching ok | SEQ : 20174843220, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:13:19:87 | I | Matching ok | SEQ : 20174843210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:13:22:34 | I | Matching ok | SEQ : 20174843200, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:13:24:74 | W | Mismatching | SEQ : 20174843310, PART : 52124713AD, SCAN TQ42037C0149, CELL [2,1]
02:13:34:99 | W | Mismatching | SEQ : 20174843310, PART : 52124713AD, SCAN TQ42037C0149, CELL [2,1]
02:13:50:04 | I | Matching ok | SEQ : 20174843310, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:13:56:59 | I | Matching ok | SEQ : 20174843300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:13:59:37 | I | Matching ok | SEQ : 20174843290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:14:04:82 | I | Matching ok | SEQ : 20174843280, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:14:07:45 | I | Matching ok | SEQ : 20174843270, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:14:10:84 | I | Matching ok | SEQ : 20174843260, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:14:12:92 | I | Matching ok | SEQ : 20174843370, PART : N/A, SCAN N/A, CELL [1,1]
02:26:23:21 | I | Matching ok | SEQ : 20174843360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:26:32:86 | I | Matching ok | SEQ : 20174843350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:26:37:04 | I | Matching ok | SEQ : 20174843340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:26:42:21 | I | Matching ok | SEQ : 20174843330, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:27:03:94 | W | Mismatching | SEQ : 20174843320, PART : 52124713AD, SCAN TQ42077C0984, CELL [1,6]
02:27:15:21 | W | Mismatching | SEQ : 20174843320, PART : 52124713AD, SCAN P04578885AC, CELL [1,6]
02:27:18:16 | I | Matching ok | SEQ : 20174843320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:27:25:19 | I | Matching ok | SEQ : 20174843430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:27:28:96 | I | Matching ok | SEQ : 20174843420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:27:36:31 | I | Matching ok | SEQ : 20174843410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:27:40:51 | I | Matching ok | SEQ : 20174843400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:27:44:99 | I | Matching ok | SEQ : 20174843390, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:27:47:54 | I | Matching ok | SEQ : 20174843380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:37:20:10 | I | Matching ok | SEQ : 20174843490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:37:23:63 | I | Matching ok | SEQ : 20174843480, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:37:26:90 | I | Matching ok | SEQ : 20174843470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:37:59:35 | I | Matching ok | SEQ : 20174843460, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:38:03:88 | I | Matching ok | SEQ : 20174843450, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:38:08:13 | I | Matching ok | SEQ : 20174843440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:38:10:16 | I | Matching ok | SEQ : 20174843550, PART : N/A, SCAN N/A, CELL [2,1]
02:38:13:50 | I | Matching ok | SEQ : 20174843540, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:38:21:28 | I | Matching ok | SEQ : 20174843530, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:38:35:27 | I | Matching ok | SEQ : 20174843520, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:38:38:80 | I | Matching ok | SEQ : 20174843510, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:38:53:78 | I | Matching ok | SEQ : 20174843500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:49:52:02 | I | Matching ok | SEQ : 20174843610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:49:55:70 | I | Matching ok | SEQ : 20174843600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:49:58:75 | I | Matching ok | SEQ : 20174843590, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:50:02:00 | I | Matching ok | SEQ : 20174843580, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:50:06:07 | I | Matching ok | SEQ : 20174843570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:50:08:29 | I | Matching ok | SEQ : 20174843560, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:50:09:97 | I | Matching ok | SEQ : 20174843670, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:50:11:50 | I | Matching ok | SEQ : 20174843660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:50:13:52 | I | Matching ok | SEQ : 20174843650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:50:15:15 | I | Matching ok | SEQ : 20174843640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:50:18:70 | I | Matching ok | SEQ : 20174843630, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:50:20:20 | I | Matching ok | SEQ : 20174843620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:23:22:69 | I | Matching ok | SEQ : 20174843730, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
05:23:24:74 | I | Matching ok | SEQ : 20174843720, PART : N/A, SCAN N/A, CELL [1,2]
05:23:27:02 | I | Matching ok | SEQ : 20174843710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:23:29:89 | I | Matching ok | SEQ : 20174843700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
05:23:33:27 | I | Matching ok | SEQ : 20174843690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:23:37:62 | I | Matching ok | SEQ : 20174843680, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:23:41:94 | I | Matching ok | SEQ : 20174843790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:23:46:19 | I | Matching ok | SEQ : 20174843780, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:23:51:37 | I | Matching ok | SEQ : 20174843770, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:23:53:39 | I | Matching ok | SEQ : 20174843760, PART : N/A, SCAN N/A, CELL [2,4]
05:23:57:20 | I | Matching ok | SEQ : 20174843750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:24:00:04 | I | Matching ok | SEQ : 20174843740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:24:02:31 | I | Matching ok | SEQ : 20174843850, PART : N/A, SCAN N/A, CELL [1,1]
05:28:35:00 | I | Matching ok | SEQ : 20174843840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:28:37:90 | I | Matching ok | SEQ : 20174843830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:28:39:94 | I | Matching ok | SEQ : 20174843820, PART : N/A, SCAN N/A, CELL [1,4]
05:28:42:40 | I | Matching ok | SEQ : 20174843810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:28:45:17 | I | Matching ok | SEQ : 20174843800, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:28:48:80 | I | Matching ok | SEQ : 20174843910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:28:51:90 | I | Matching ok | SEQ : 20174843900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:28:54:65 | I | Matching ok | SEQ : 20174843890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
05:28:56:67 | I | Matching ok | SEQ : 20174843880, PART : N/A, SCAN N/A, CELL [2,4]
05:28:58:98 | I | Matching ok | SEQ : 20174843870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:29:02:22 | I | Matching ok | SEQ : 20174843860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:35:57:94 | I | Matching ok | SEQ : 20174843970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:36:00:76 | I | Matching ok | SEQ : 20174843960, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:36:04:54 | I | Matching ok | SEQ : 20174843950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:36:06:88 | I | Matching ok | SEQ : 20174843940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
05:36:10:86 | I | Matching ok | SEQ : 20174843930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:36:13:96 | I | Matching ok | SEQ : 20174843920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:36:15:98 | I | Matching ok | SEQ : 20174844030, PART : N/A, SCAN N/A, CELL [2,1]
05:36:20:06 | I | Matching ok | SEQ : 20174844020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:36:22:08 | I | Matching ok | SEQ : 20174844010, PART : N/A, SCAN N/A, CELL [2,3]
05:36:24:11 | I | Matching ok | SEQ : 20174844000, PART : N/A, SCAN N/A, CELL [2,4]
05:36:27:06 | I | Matching ok | SEQ : 20174843990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:36:31:11 | I | Matching ok | SEQ : 20174843980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:46:26:25 | I | Matching ok | SEQ : 20174844090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:46:30:93 | I | Matching ok | SEQ : 20174844080, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:46:33:75 | I | Matching ok | SEQ : 20174844070, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:46:36:33 | I | Matching ok | SEQ : 20174844060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:46:39:75 | I | Matching ok | SEQ : 20174844050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:46:42:77 | I | Matching ok | SEQ : 20174844040, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:46:44:79 | I | Matching ok | SEQ : 20174844150, PART : N/A, SCAN N/A, CELL [2,1]
05:46:48:05 | I | Matching ok | SEQ : 20174844140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:46:51:00 | I | Matching ok | SEQ : 20174844130, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:46:53:65 | I | Matching ok | SEQ : 20174844120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:46:56:25 | I | Matching ok | SEQ : 20174844110, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:46:58:77 | I | Matching ok | SEQ : 20174844100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:55:53:64 | I | Matching ok | SEQ : 20174844210, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
05:55:56:42 | I | Matching ok | SEQ : 20174844200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:55:59:29 | I | Matching ok | SEQ : 20174844190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:56:01:59 | I | Matching ok | SEQ : 20174844180, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:56:06:32 | I | Matching ok | SEQ : 20174844170, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:56:08:33 | I | Matching ok | SEQ : 20174844160, PART : N/A, SCAN N/A, CELL [1,6]
05:56:11:59 | I | Matching ok | SEQ : 20174844270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:56:14:04 | I | Matching ok | SEQ : 20174844260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:56:17:11 | I | Matching ok | SEQ : 20174844250, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
