00:09:02:28 | I | Matching ok | SEQ : 20174804010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:20:28:00 | I | Matching ok | SEQ : 20174804090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:20:31:20 | I | Matching ok | SEQ : 20174804080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
00:20:34:00 | I | Matching ok | SEQ : 20174804190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
00:20:36:82 | I | Matching ok | SEQ : 20174804180, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
00:20:39:10 | I | Matching ok | SEQ : 20174804170, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:20:41:30 | I | Matching ok | SEQ : 20174804160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:20:43:55 | I | Matching ok | SEQ : 20174804150, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:20:46:27 | I | Matching ok | SEQ : 20174804140, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
00:30:27:24 | I | Matching ok | SEQ : 20174804250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:30:31:72 | I | Matching ok | SEQ : 20174804240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
00:30:34:71 | I | Matching ok | SEQ : 20174804230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
00:30:53:16 | I | Matching ok | SEQ : 20174804220, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
00:30:57:56 | I | Matching ok | SEQ : 20174804210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:31:01:79 | I | Matching ok | SEQ : 20174804200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
00:31:04:06 | I | Matching ok | SEQ : 20174804310, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
00:31:06:72 | I | Matching ok | SEQ : 20174804300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
00:31:10:21 | I | Matching ok | SEQ : 20174804290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
00:31:12:25 | I | Matching ok | SEQ : 20174804280, PART : N/A, SCAN N/A, CELL [2,4]
00:31:17:32 | I | Matching ok | SEQ : 20174804270, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
00:31:20:06 | I | Matching ok | SEQ : 20174804260, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
00:31:22:15 | I | Matching ok | SEQ : 20174804370, PART : N/A, SCAN N/A, CELL [1,1]
00:51:55:82 | I | Matching ok | SEQ : 20174804360, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
00:51:58:26 | I | Matching ok | SEQ : 20174804350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
00:52:00:28 | I | Matching ok | SEQ : 20174804340, PART : N/A, SCAN N/A, CELL [1,4]
00:52:03:14 | I | Matching ok | SEQ : 20174804330, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:52:05:59 | I | Matching ok | SEQ : 20174804320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
00:52:07:61 | I | Matching ok | SEQ : 20174804430, PART : N/A, SCAN N/A, CELL [2,1]
00:52:09:97 | I | Matching ok | SEQ : 20174804420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
00:52:15:54 | I | Matching ok | SEQ : 20174804410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:52:17:87 | I | Matching ok | SEQ : 20174804400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:52:19:88 | I | Matching ok | SEQ : 20174804390, PART : N/A, SCAN N/A, CELL [2,5]
00:52:25:59 | I | Matching ok | SEQ : 20174804380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
00:52:27:72 | I | Matching ok | SEQ : 20174804490, PART : N/A, SCAN N/A, CELL [1,1]
01:11:36:75 | I | Matching ok | SEQ : 20174804480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:11:38:85 | I | Matching ok | SEQ : 20174804470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:11:42:82 | I | Matching ok | SEQ : 20174804460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:11:46:55 | I | Matching ok | SEQ : 20174804450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:11:49:10 | I | Matching ok | SEQ : 20174804440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:11:51:70 | I | Matching ok | SEQ : 20174804550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:11:53:71 | I | Matching ok | SEQ : 20174804540, PART : N/A, SCAN N/A, CELL [2,2]
01:11:55:72 | I | Matching ok | SEQ : 20174804530, PART : N/A, SCAN N/A, CELL [2,3]
01:12:04:90 | I | Matching ok | SEQ : 20174804520, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:12:08:72 | I | Matching ok | SEQ : 20174804510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:12:11:08 | I | Matching ok | SEQ : 20174804500, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:12:13:15 | I | Matching ok | SEQ : 20174804610, PART : N/A, SCAN N/A, CELL [1,1]
01:18:06:03 | I | Matching ok | SEQ : 20174804600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:18:09:73 | I | Matching ok | SEQ : 20174804590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:18:11:74 | I | Matching ok | SEQ : 20174804580, PART : N/A, SCAN N/A, CELL [1,4]
01:18:16:83 | I | Matching ok | SEQ : 20174804570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:18:18:87 | I | Matching ok | SEQ : 20174804560, PART : N/A, SCAN N/A, CELL [1,6]
01:18:20:96 | I | Matching ok | SEQ : 20174804670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:18:24:73 | I | Matching ok | SEQ : 20174804660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:18:26:75 | I | Matching ok | SEQ : 20174804650, PART : N/A, SCAN N/A, CELL [2,3]
01:18:30:33 | I | Matching ok | SEQ : 20174804640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:18:33:93 | I | Matching ok | SEQ : 20174804630, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:18:37:86 | I | Matching ok | SEQ : 20174804620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:25:59:14 | I | Matching ok | SEQ : 20174804730, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:26:02:32 | I | Matching ok | SEQ : 20174804720, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:26:05:74 | I | Matching ok | SEQ : 20174804710, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:26:11:44 | I | Matching ok | SEQ : 20174804700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:26:15:47 | I | Matching ok | SEQ : 20174804690, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:26:17:80 | I | Matching ok | SEQ : 20174804680, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:26:21:24 | I | Matching ok | SEQ : 20174804790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:26:24:29 | I | Matching ok | SEQ : 20174804780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:26:28:22 | I | Matching ok | SEQ : 20174804770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:26:32:02 | I | Matching ok | SEQ : 20174804760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:26:37:07 | I | Matching ok | SEQ : 20174804750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:27:27:30 | I | Matching ok | SEQ : 20174804740, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:35:41:33 | I | Matching ok | SEQ : 20174804850, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:35:43:76 | I | Matching ok | SEQ : 20174804840, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:35:46:21 | I | Matching ok | SEQ : 20174804830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:35:51:53 | I | Matching ok | SEQ : 20174804820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:35:55:41 | I | Matching ok | SEQ : 20174804810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:35:57:42 | I | Matching ok | SEQ : 20174804800, PART : N/A, SCAN N/A, CELL [1,6]
01:35:59:83 | I | Matching ok | SEQ : 20174804910, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:36:05:18 | I | Matching ok | SEQ : 20174804900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:36:08:23 | I | Matching ok | SEQ : 20174804890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:36:10:51 | I | Matching ok | SEQ : 20174804880, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:36:12:48 | W | Mismatching | SEQ : 20174804870, PART : N/A, SCAN P52124713AD, CELL [2,5]
01:36:12:55 | I | Matching ok | SEQ : 20174804870, PART : N/A, SCAN N/A, CELL [2,5]
01:36:17:26 | I | Matching ok | SEQ : 20174804860, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:58:19:04 | I | Matching ok | SEQ : 20174804970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:58:21:52 | I | Matching ok | SEQ : 20174804960, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:58:24:72 | I | Matching ok | SEQ : 20174804950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:58:26:73 | I | Matching ok | SEQ : 20174804940, PART : N/A, SCAN N/A, CELL [1,4]
01:58:28:91 | I | Matching ok | SEQ : 20174804930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:58:34:74 | I | Matching ok | SEQ : 20174804920, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:58:37:51 | I | Matching ok | SEQ : 20174805030, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:58:40:52 | I | Matching ok | SEQ : 20174805020, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:58:44:16 | I | Matching ok | SEQ : 20174805010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:58:49:11 | I | Matching ok | SEQ : 20174805000, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:58:52:09 | I | Matching ok | SEQ : 20174804990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:58:54:10 | I | Matching ok | SEQ : 20174804980, PART : N/A, SCAN N/A, CELL [2,6]
02:11:35:68 | I | Matching ok | SEQ : 20174805090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:11:40:61 | I | Matching ok | SEQ : 20174805080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:11:45:51 | I | Matching ok | SEQ : 20174805070, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:11:49:71 | W | Mismatching | SEQ : 20174805060, PART : 04578885AC, SCAN P52124713AD, CELL [1,4]
02:12:11:41 | I | Matching ok | SEQ : 20174805060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:12:14:86 | I | Matching ok | SEQ : 20174805050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:12:18:86 | I | Matching ok | SEQ : 20174805040, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:12:21:78 | I | Matching ok | SEQ : 20174805150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:12:24:46 | I | Matching ok | SEQ : 20174805140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:12:26:47 | I | Matching ok | SEQ : 20174805130, PART : N/A, SCAN N/A, CELL [2,3]
02:12:27:93 | I | Matching ok | SEQ : 20174805120, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:12:30:84 | I | Matching ok | SEQ : 20174805110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:12:33:21 | I | Matching ok | SEQ : 20174805100, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:23:33:62 | I | Matching ok | SEQ : 20174805210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:23:38:02 | I | Matching ok | SEQ : 20174805200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:23:43:57 | I | Matching ok | SEQ : 20174805190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:23:47:90 | I | Matching ok | SEQ : 20174805180, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:23:53:94 | I | Matching ok | SEQ : 20174805170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:23:55:95 | I | Matching ok | SEQ : 20174805160, PART : N/A, SCAN N/A, CELL [1,6]
02:24:00:00 | I | Matching ok | SEQ : 20174805270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:24:05:92 | I | Matching ok | SEQ : 20174805260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:24:10:87 | I | Matching ok | SEQ : 20174805250, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:24:13:55 | I | Matching ok | SEQ : 20174805240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:24:16:15 | I | Matching ok | SEQ : 20174805230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:24:20:35 | I | Matching ok | SEQ : 20174805220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:24:22:42 | I | Matching ok | SEQ : 20174805330, PART : N/A, SCAN N/A, CELL [1,1]
02:41:48:73 | I | Matching ok | SEQ : 20174805320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:41:50:75 | I | Matching ok | SEQ : 20174805310, PART : N/A, SCAN N/A, CELL [1,3]
02:41:55:61 | I | Matching ok | SEQ : 20174805300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:42:02:25 | I | Matching ok | SEQ : 20174805290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:42:05:70 | I | Matching ok | SEQ : 20174805280, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:42:34:43 | W | Mismatching | SEQ : 20174805390, PART : 52124713AD, SCAN P04578885AC, CELL [2,1]
02:42:52:50 | W | Mismatching | SEQ : 20174805390, PART : 52124713AD, SCAN P04578885AC, CELL [2,1]
02:44:08:75 | I | Matching ok | SEQ : 20174805390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:44:11:95 | I | Matching ok | SEQ : 20174805380, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:44:14:85 | I | Matching ok | SEQ : 20174805370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:44:17:11 | I | Matching ok | SEQ : 20174805360, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:44:20:90 | I | Matching ok | SEQ : 20174805350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:44:23:80 | I | Matching ok | SEQ : 20174805340, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:44:25:88 | I | Matching ok | SEQ : 20174805450, PART : N/A, SCAN N/A, CELL [1,1]
05:20:39:15 | I | Matching ok | SEQ : 20174805440, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:25:25:28 | I | Matching ok | SEQ : 20174805430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:25:28:49 | I | Matching ok | SEQ : 20174805420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:25:30:50 | I | Matching ok | SEQ : 20174805410, PART : N/A, SCAN N/A, CELL [1,5]
05:25:33:59 | I | Matching ok | SEQ : 20174805400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:25:36:46 | I | Matching ok | SEQ : 20174805510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:25:39:71 | I | Matching ok | SEQ : 20174805500, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:25:41:73 | I | Matching ok | SEQ : 20174805490, PART : N/A, SCAN N/A, CELL [2,3]
05:25:43:76 | I | Matching ok | SEQ : 20174805480, PART : N/A, SCAN N/A, CELL [2,4]
05:25:46:86 | I | Matching ok | SEQ : 20174805470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:25:49:44 | I | Matching ok | SEQ : 20174805460, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:33:38:07 | I | Matching ok | SEQ : 20174805570, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:33:43:27 | I | Matching ok | SEQ : 20174805560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:33:52:02 | I | Matching ok | SEQ : 20174805550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:33:55:27 | I | Matching ok | SEQ : 20174805540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:33:59:63 | I | Matching ok | SEQ : 20174805530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:34:02:82 | I | Matching ok | SEQ : 20174805520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:34:08:62 | I | Matching ok | SEQ : 20174805630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:34:10:63 | I | Matching ok | SEQ : 20174805620, PART : N/A, SCAN N/A, CELL [2,2]
05:34:13:72 | I | Matching ok | SEQ : 20174805610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:34:17:00 | I | Matching ok | SEQ : 20174805600, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:34:20:10 | I | Matching ok | SEQ : 20174805590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
05:34:22:10 | I | Matching ok | SEQ : 20174805580, PART : N/A, SCAN N/A, CELL [2,6]
05:44:12:26 | I | Matching ok | SEQ : 20174805690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:44:14:28 | I | Matching ok | SEQ : 20174805680, PART : N/A, SCAN N/A, CELL [1,2]
05:44:17:42 | I | Matching ok | SEQ : 20174805670, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
05:44:20:66 | I | Matching ok | SEQ : 20174805660, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
05:44:40:26 | I | Matching ok | SEQ : 20174805650, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
05:44:44:37 | I | Matching ok | SEQ : 20174805640, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:45:15:17 | I | Matching ok | SEQ : 20174805750, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
05:45:18:89 | I | Matching ok | SEQ : 20174805740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:45:20:91 | I | Matching ok | SEQ : 20174805730, PART : N/A, SCAN N/A, CELL [2,3]
05:45:23:29 | I | Matching ok | SEQ : 20174805720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:45:25:33 | I | Matching ok | SEQ : 20174805710, PART : N/A, SCAN N/A, CELL [2,5]
05:45:29:21 | I | Matching ok | SEQ : 20174805700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:57:34:36 | I | Matching ok | SEQ : 20174805810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:57:38:18 | I | Matching ok | SEQ : 20174805800, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:57:40:20 | I | Matching ok | SEQ : 20174805790, PART : N/A, SCAN N/A, CELL [1,3]
05:57:44:01 | I | Matching ok | SEQ : 20174805780, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
05:57:46:03 | I | Matching ok | SEQ : 20174805770, PART : N/A, SCAN N/A, CELL [1,5]
05:57:49:61 | I | Matching ok | SEQ : 20174805760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:57:52:61 | I | Matching ok | SEQ : 20174805870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:57:55:78 | I | Matching ok | SEQ : 20174805860, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:57:59:38 | I | Matching ok | SEQ : 20174805850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:58:05:41 | I | Matching ok | SEQ : 20174805840, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:58:07:42 | I | Matching ok | SEQ : 20174805830, PART : N/A, SCAN N/A, CELL [2,5]
05:58:15:53 | I | Matching ok | SEQ : 20174805820, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
06:07:33:75 | I | Matching ok | SEQ : 20174805930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:07:35:76 | I | Matching ok | SEQ : 20174805920, PART : N/A, SCAN N/A, CELL [1,2]
06:07:38:12 | I | Matching ok | SEQ : 20174805910, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:07:40:15 | I | Matching ok | SEQ : 20174805900, PART : N/A, SCAN N/A, CELL [1,4]
06:07:45:60 | I | Matching ok | SEQ : 20174805890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:07:47:64 | I | Matching ok | SEQ : 20174805880, PART : N/A, SCAN N/A, CELL [1,6]
06:07:50:25 | I | Matching ok | SEQ : 20174805990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:07:53:52 | I | Matching ok | SEQ : 20174805980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:07:55:54 | I | Matching ok | SEQ : 20174805970, PART : N/A, SCAN N/A, CELL [2,3]
06:07:56:75 | W | Mismatching | SEQ : 20174805960, PART : N/A, SCAN P52124713AD, CELL [2,4]
06:07:57:57 | I | Matching ok | SEQ : 20174805960, PART : N/A, SCAN N/A, CELL [2,4]
06:08:03:90 | I | Matching ok | SEQ : 20174805950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:08:09:82 | I | Matching ok | SEQ : 20174805940, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:15:50:01 | I | Matching ok | SEQ : 20174806050, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:15:53:41 | I | Matching ok | SEQ : 20174806040, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:15:59:61 | I | Matching ok | SEQ : 20174806030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:16:05:81 | I | Matching ok | SEQ : 20174806020, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:16:09:73 | I | Matching ok | SEQ : 20174806010, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:16:12:93 | I | Matching ok | SEQ : 20174806000, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:16:16:18 | I | Matching ok | SEQ : 20174806110, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:16:19:41 | I | Matching ok | SEQ : 20174806100, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:17:30:76 | I | Matching ok | SEQ : 20174806090, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:17:34:76 | I | Matching ok | SEQ : 20174806080, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:17:43:81 | I | Matching ok | SEQ : 20174806070, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:17:48:04 | I | Matching ok | SEQ : 20174806060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:25:39:52 | I | Matching ok | SEQ : 20174806170, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
06:25:42:70 | I | Matching ok | SEQ : 20174806160, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:25:44:71 | I | Matching ok | SEQ : 20174806150, PART : N/A, SCAN N/A, CELL [1,3]
06:25:47:00 | I | Matching ok | SEQ : 20174806140, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:25:51:95 | I | Matching ok | SEQ : 20174806130, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:25:55:60 | I | Matching ok | SEQ : 20174806120, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
06:25:59:40 | I | Matching ok | SEQ : 20174806230, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:26:02:77 | I | Matching ok | SEQ : 20174806220, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:26:06:15 | I | Matching ok | SEQ : 20174806210, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:26:08:16 | I | Matching ok | SEQ : 20174806200, PART : N/A, SCAN N/A, CELL [2,4]
06:26:13:02 | I | Matching ok | SEQ : 20174806190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:26:22:77 | I | Matching ok | SEQ : 20174806180, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:38:26:39 | I | Matching ok | SEQ : 20174806290, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:38:30:17 | I | Matching ok | SEQ : 20174806280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:38:35:09 | I | Matching ok | SEQ : 20174806270, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:38:41:64 | I | Matching ok | SEQ : 20174806260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:38:45:12 | I | Matching ok | SEQ : 20174806250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:38:47:12 | I | Matching ok | SEQ : 20174806240, PART : N/A, SCAN N/A, CELL [1,6]
06:38:54:27 | I | Matching ok | SEQ : 20174806350, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:39:07:47 | I | Matching ok | SEQ : 20174806340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
