00:04:49:93 | I | Matching ok | SEQ : 20174646930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
00:31:39:40 | I | Matching ok | SEQ : 20174647270, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
00:31:42:57 | I | Matching ok | SEQ : 20174647260, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
00:31:53:32 | I | Matching ok | SEQ : 20174647250, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
00:32:07:20 | I | Matching ok | SEQ : 20174647240, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
00:32:24:05 | I | Matching ok | SEQ : 20174647350, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
00:32:26:06 | I | Matching ok | SEQ : 20174647340, PART : N/A, SCAN N/A, CELL [2,2]
00:32:51:92 | I | Matching ok | SEQ : 20174647330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:32:56:15 | I | Matching ok | SEQ : 20174647320, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
00:33:00:57 | I | Matching ok | SEQ : 20174647310, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
00:33:02:58 | I | Matching ok | SEQ : 20174647300, PART : N/A, SCAN N/A, CELL [2,6]
00:41:41:81 | I | Matching ok | SEQ : 20174647410, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
00:41:59:61 | I | Matching ok | SEQ : 20174647400, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
00:42:02:56 | I | Matching ok | SEQ : 20174647390, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
00:42:12:89 | I | Matching ok | SEQ : 20174647380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
00:42:14:93 | I | Matching ok | SEQ : 20174647370, PART : N/A, SCAN N/A, CELL [1,5]
00:42:37:41 | I | Matching ok | SEQ : 20174647360, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
00:43:00:34 | I | Matching ok | SEQ : 20174647470, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
00:43:05:61 | I | Matching ok | SEQ : 20174647460, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
00:43:22:39 | I | Matching ok | SEQ : 20174647450, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
00:43:25:54 | I | Matching ok | SEQ : 20174647440, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
00:43:29:06 | I | Matching ok | SEQ : 20174647430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:43:31:08 | I | Matching ok | SEQ : 20174647420, PART : N/A, SCAN N/A, CELL [2,6]
00:51:46:17 | I | Matching ok | SEQ : 20174647530, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
00:52:05:03 | I | Matching ok | SEQ : 20174647520, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
00:52:07:07 | I | Matching ok | SEQ : 20174647510, PART : N/A, SCAN N/A, CELL [1,3]
00:52:14:82 | I | Matching ok | SEQ : 20174647500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
00:52:24:13 | I | Matching ok | SEQ : 20174647490, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
00:52:38:60 | I | Matching ok | SEQ : 20174647480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
00:52:43:45 | I | Matching ok | SEQ : 20174647590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
00:52:47:55 | I | Matching ok | SEQ : 20174647580, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
00:52:57:73 | I | Matching ok | SEQ : 20174647570, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:53:01:82 | I | Matching ok | SEQ : 20174647560, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
00:53:03:83 | I | Matching ok | SEQ : 20174647550, PART : N/A, SCAN N/A, CELL [2,5]
00:53:07:25 | I | Matching ok | SEQ : 20174647540, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:15:41:33 | I | Matching ok | SEQ : 20174647650, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
01:15:43:35 | I | Matching ok | SEQ : 20174647640, PART : N/A, SCAN N/A, CELL [1,2]
01:15:45:93 | I | Matching ok | SEQ : 20174647630, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:15:53:36 | I | Matching ok | SEQ : 20174647620, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:16:23:54 | I | Matching ok | SEQ : 20174647610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:16:36:58 | I | Matching ok | SEQ : 20174647600, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
01:16:40:86 | I | Matching ok | SEQ : 20174647710, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
01:16:42:87 | I | Matching ok | SEQ : 20174647700, PART : N/A, SCAN N/A, CELL [2,2]
01:16:50:81 | I | Matching ok | SEQ : 20174647690, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:16:54:16 | I | Matching ok | SEQ : 20174647680, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:16:58:48 | I | Matching ok | SEQ : 20174647670, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:17:00:50 | I | Matching ok | SEQ : 20174647660, PART : N/A, SCAN N/A, CELL [2,6]
01:25:11:37 | I | Matching ok | SEQ : 20174647770, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
01:25:13:39 | I | Matching ok | SEQ : 20174647760, PART : N/A, SCAN N/A, CELL [1,2]
01:25:17:65 | I | Matching ok | SEQ : 20174647750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:25:24:75 | I | Matching ok | SEQ : 20174647740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:25:49:73 | I | Matching ok | SEQ : 20174647730, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:25:55:97 | I | Matching ok | SEQ : 20174647720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:26:12:98 | I | Matching ok | SEQ : 20174647830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:26:17:17 | I | Matching ok | SEQ : 20174647820, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:26:28:30 | I | Matching ok | SEQ : 20174647810, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
01:27:05:05 | I | Matching ok | SEQ : 20174647800, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:27:12:27 | I | Matching ok | SEQ : 20174647790, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:27:17:67 | I | Matching ok | SEQ : 20174647780, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:37:08:84 | I | Matching ok | SEQ : 20174647890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:37:10:88 | I | Matching ok | SEQ : 20174647880, PART : N/A, SCAN N/A, CELL [1,2]
01:37:12:90 | I | Matching ok | SEQ : 20174647870, PART : N/A, SCAN N/A, CELL [1,3]
01:37:14:92 | I | Matching ok | SEQ : 20174647860, PART : N/A, SCAN N/A, CELL [1,4]
01:37:21:86 | I | Matching ok | SEQ : 20174647850, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:37:33:36 | I | Matching ok | SEQ : 20174647840, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:37:45:02 | I | Matching ok | SEQ : 20174647950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:37:47:02 | I | Matching ok | SEQ : 20174647940, PART : N/A, SCAN N/A, CELL [2,2]
01:37:58:04 | I | Matching ok | SEQ : 20174647930, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
01:38:08:51 | I | Matching ok | SEQ : 20174647920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:38:21:64 | I | Matching ok | SEQ : 20174647910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:38:23:70 | I | Matching ok | SEQ : 20174647900, PART : N/A, SCAN N/A, CELL [2,6]
01:47:54:71 | I | Matching ok | SEQ : 20174648010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:48:13:53 | I | Matching ok | SEQ : 20174648000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:48:35:63 | I | Matching ok | SEQ : 20174647990, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
01:48:55:98 | I | Matching ok | SEQ : 20174647980, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:49:22:85 | I | Matching ok | SEQ : 20174647970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:49:29:61 | I | Matching ok | SEQ : 20174647960, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:50:03:38 | I | Matching ok | SEQ : 20174648070, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
01:50:13:01 | I | Matching ok | SEQ : 20174648060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:50:26:43 | I | Matching ok | SEQ : 20174648050, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:50:35:36 | I | Matching ok | SEQ : 20174648040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:50:46:28 | I | Matching ok | SEQ : 20174648030, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
01:50:56:61 | I | Matching ok | SEQ : 20174648020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:02:13:73 | I | Matching ok | SEQ : 20174648130, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
02:02:15:76 | I | Matching ok | SEQ : 20174648120, PART : N/A, SCAN N/A, CELL [1,2]
02:02:25:55 | I | Matching ok | SEQ : 20174648110, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:02:29:23 | I | Matching ok | SEQ : 20174648100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:02:34:35 | I | Matching ok | SEQ : 20174648090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:02:36:38 | I | Matching ok | SEQ : 20174648080, PART : N/A, SCAN N/A, CELL [1,6]
02:02:53:82 | I | Matching ok | SEQ : 20174648190, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:02:55:85 | I | Matching ok | SEQ : 20174648180, PART : N/A, SCAN N/A, CELL [2,2]
02:02:57:89 | I | Matching ok | SEQ : 20174648170, PART : N/A, SCAN N/A, CELL [2,3]
02:03:12:90 | I | Matching ok | SEQ : 20174648160, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
02:03:16:93 | I | Matching ok | SEQ : 20174648150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:03:18:93 | I | Matching ok | SEQ : 20174648140, PART : N/A, SCAN N/A, CELL [2,6]
02:13:00:69 | I | Matching ok | SEQ : 20174648250, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
02:13:05:99 | I | Matching ok | SEQ : 20174648240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:13:11:01 | I | Matching ok | SEQ : 20174648230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:13:21:22 | W | Mismatching | SEQ : 20174648220, PART : 52124713AD, SCAN TQ41787C0893, CELL [1,4]
02:13:31:59 | I | Matching ok | SEQ : 20174648220, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:13:33:59 | I | Matching ok | SEQ : 20174648210, PART : N/A, SCAN N/A, CELL [1,5]
02:13:49:34 | I | Matching ok | SEQ : 20174648200, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
02:14:11:19 | I | Matching ok | SEQ : 20174648310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:14:31:42 | I | Matching ok | SEQ : 20174648300, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
02:14:52:77 | I | Matching ok | SEQ : 20174648290, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:15:13:97 | I | Matching ok | SEQ : 20174648280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:15:15:98 | I | Matching ok | SEQ : 20174648270, PART : N/A, SCAN N/A, CELL [2,5]
02:15:21:72 | I | Matching ok | SEQ : 20174648260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:27:38:46 | I | Matching ok | SEQ : 20174648370, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:27:42:79 | I | Matching ok | SEQ : 20174648360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:27:46:46 | I | Matching ok | SEQ : 20174648350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:28:10:19 | I | Matching ok | SEQ : 20174648340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:28:24:06 | I | Matching ok | SEQ : 20174648330, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
02:29:03:91 | I | Matching ok | SEQ : 20174648320, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:29:12:36 | I | Matching ok | SEQ : 20174648430, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:29:26:56 | I | Matching ok | SEQ : 20174648420, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
02:29:41:41 | I | Matching ok | SEQ : 20174648410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:29:48:06 | I | Matching ok | SEQ : 20174648400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:30:08:69 | I | Matching ok | SEQ : 20174648390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:30:19:34 | I | Matching ok | SEQ : 20174648380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:53:43:70 | I | Matching ok | SEQ : 20174648490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:53:48:12 | I | Matching ok | SEQ : 20174648480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:53:54:47 | I | Matching ok | SEQ : 20174648470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:54:08:02 | I | Matching ok | SEQ : 20174648460, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
02:54:18:80 | I | Matching ok | SEQ : 20174648450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:54:25:70 | I | Matching ok | SEQ : 20174648440, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:54:34:90 | W | Mismatching | SEQ : 20174648550, PART : 68193661AB, SCAN TQ41797C1333, CELL [2,1]
02:54:48:07 | W | Mismatching | SEQ : 20174648550, PART : 68193661AB, SCAN P04578885AC, CELL [2,1]
02:54:56:97 | I | Matching ok | SEQ : 20174648550, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
02:55:25:08 | W | Mismatching | SEQ : 20174648540, PART : 04578885AC, SCAN TQ41817C1689, CELL [2,2]
02:55:33:57 | I | Matching ok | SEQ : 20174648540, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:55:48:60 | I | Matching ok | SEQ : 20174648530, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
02:55:55:95 | I | Matching ok | SEQ : 20174648520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:56:02:90 | I | Matching ok | SEQ : 20174648510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:56:04:93 | I | Matching ok | SEQ : 20174648500, PART : N/A, SCAN N/A, CELL [2,6]
02:56:07:04 | I | Matching ok | SEQ : 20174648610, PART : N/A, SCAN N/A, CELL [1,1]
03:06:30:29 | I | Matching ok | SEQ : 20174648600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:06:49:74 | I | Matching ok | SEQ : 20174648590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:07:01:72 | I | Matching ok | SEQ : 20174648580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:07:16:84 | I | Matching ok | SEQ : 20174648570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:07:36:84 | I | Matching ok | SEQ : 20174648560, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:07:52:04 | I | Matching ok | SEQ : 20174648670, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:08:00:99 | I | Matching ok | SEQ : 20174648660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:08:15:72 | I | Matching ok | SEQ : 20174648650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:08:17:73 | I | Matching ok | SEQ : 20174648640, PART : N/A, SCAN N/A, CELL [2,4]
03:08:26:24 | I | Matching ok | SEQ : 20174648630, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
03:08:41:74 | I | Matching ok | SEQ : 20174648620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:17:14:73 | I | Matching ok | SEQ : 20174648730, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:17:30:61 | I | Matching ok | SEQ : 20174648720, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
03:17:43:11 | I | Matching ok | SEQ : 20174648710, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:17:55:03 | I | Matching ok | SEQ : 20174648700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:18:08:36 | I | Matching ok | SEQ : 20174648690, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
03:18:19:96 | I | Matching ok | SEQ : 20174648680, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:18:30:83 | I | Matching ok | SEQ : 20174648790, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:19:15:38 | I | Matching ok | SEQ : 20174648780, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:19:30:69 | I | Matching ok | SEQ : 20174648770, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:19:44:04 | I | Matching ok | SEQ : 20174648760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:19:57:48 | I | Matching ok | SEQ : 20174648750, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:20:11:79 | I | Matching ok | SEQ : 20174648740, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
03:30:22:75 | I | Matching ok | SEQ : 20174648850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:30:27:37 | I | Matching ok | SEQ : 20174648840, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
03:30:36:73 | I | Matching ok | SEQ : 20174648830, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:30:45:55 | I | Matching ok | SEQ : 20174648820, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:30:56:55 | W | Mismatching | SEQ : 20174648810, PART : 04578885AC, SCAN P68193661AB, CELL [1,5]
03:31:15:85 | I | Matching ok | SEQ : 20174648810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:31:21:03 | I | Matching ok | SEQ : 20174648800, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
03:31:23:08 | I | Matching ok | SEQ : 20174648910, PART : N/A, SCAN N/A, CELL [2,1]
03:31:30:90 | I | Matching ok | SEQ : 20174648900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:31:38:88 | I | Matching ok | SEQ : 20174648890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:31:50:10 | I | Matching ok | SEQ : 20174648880, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
03:31:52:11 | I | Matching ok | SEQ : 20174648870, PART : N/A, SCAN N/A, CELL [2,5]
03:31:58:35 | I | Matching ok | SEQ : 20174648860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:43:37:60 | I | Matching ok | SEQ : 20174648970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:43:40:92 | I | Matching ok | SEQ : 20174648960, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
03:43:51:82 | I | Matching ok | SEQ : 20174648950, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:44:02:20 | I | Matching ok | SEQ : 20174648940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:44:35:02 | I | Matching ok | SEQ : 20174648930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:44:44:77 | I | Matching ok | SEQ : 20174648920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:45:02:22 | I | Matching ok | SEQ : 20174649030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:45:50:32 | I | Matching ok | SEQ : 20174649020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:46:17:47 | I | Matching ok | SEQ : 20174649010, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:46:26:50 | I | Matching ok | SEQ : 20174649000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:46:45:32 | I | Matching ok | SEQ : 20174648990, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
03:46:47:34 | I | Matching ok | SEQ : 20174648980, PART : N/A, SCAN N/A, CELL [2,6]
03:56:03:99 | I | Matching ok | SEQ : 20174649090, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:56:07:34 | I | Matching ok | SEQ : 20174649080, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
03:56:09:35 | I | Matching ok | SEQ : 20174649070, PART : N/A, SCAN N/A, CELL [1,3]
03:56:12:61 | I | Matching ok | SEQ : 20174649060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:56:17:11 | I | Matching ok | SEQ : 20174649050, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:56:42:16 | I | Matching ok | SEQ : 20174649040, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
03:56:53:11 | I | Matching ok | SEQ : 20174649150, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
03:57:09:99 | I | Matching ok | SEQ : 20174649140, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:57:18:37 | I | Matching ok | SEQ : 20174649130, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
03:57:20:40 | I | Matching ok | SEQ : 20174649120, PART : N/A, SCAN N/A, CELL [2,4]
03:57:27:81 | I | Matching ok | SEQ : 20174649110, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
03:57:43:79 | I | Matching ok | SEQ : 20174649100, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
04:06:49:58 | I | Matching ok | SEQ : 20174649210, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
04:06:52:30 | I | Matching ok | SEQ : 20174649200, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
04:06:55:38 | I | Matching ok | SEQ : 20174649190, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
04:06:59:15 | I | Matching ok | SEQ : 20174649180, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
04:07:01:17 | I | Matching ok | SEQ : 20174649170, PART : N/A, SCAN N/A, CELL [1,5]
04:07:03:18 | I | Matching ok | SEQ : 20174649160, PART : N/A, SCAN N/A, CELL [1,6]
04:07:22:48 | I | Matching ok | SEQ : 20174649270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
04:07:26:36 | I | Matching ok | SEQ : 20174649260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
04:07:33:05 | I | Matching ok | SEQ : 20174649250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
04:07:42:91 | I | Matching ok | SEQ : 20174649240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
