00:03:32:00 | I | Matching ok | SEQ : 20174687970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
00:29:17:58 | I | Matching ok | SEQ : 20174688230, PART : N/A, SCAN N/A, CELL [2,5]
00:29:20:74 | I | Matching ok | SEQ : 20174688220, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
00:52:10:49 | I | Matching ok | SEQ : 20174688330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:52:12:53 | I | Matching ok | SEQ : 20174688320, PART : N/A, SCAN N/A, CELL [1,2]
00:52:20:12 | I | Matching ok | SEQ : 20174688310, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
00:52:23:15 | I | Matching ok | SEQ : 20174688300, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
00:52:26:32 | I | Matching ok | SEQ : 20174688290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
00:52:28:33 | I | Matching ok | SEQ : 20174688280, PART : N/A, SCAN N/A, CELL [1,6]
00:52:31:94 | I | Matching ok | SEQ : 20174688390, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
00:52:35:67 | I | Matching ok | SEQ : 20174688380, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
00:52:37:69 | I | Matching ok | SEQ : 20174688370, PART : N/A, SCAN N/A, CELL [2,3]
00:52:41:47 | I | Matching ok | SEQ : 20174688360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
00:52:46:90 | I | Matching ok | SEQ : 20174688350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
00:52:55:95 | I | Matching ok | SEQ : 20174688340, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
00:52:58:16 | I | Matching ok | SEQ : 20174688450, PART : N/A, SCAN N/A, CELL [1,1]
00:53:00:19 | I | Matching ok | SEQ : 20174688440, PART : N/A, SCAN N/A, CELL [1,2]
00:53:02:22 | I | Matching ok | SEQ : 20174688430, PART : N/A, SCAN N/A, CELL [1,3]
01:12:12:50 | I | Matching ok | SEQ : 20174688420, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:12:14:52 | I | Matching ok | SEQ : 20174688410, PART : N/A, SCAN N/A, CELL [1,5]
01:12:16:53 | I | Matching ok | SEQ : 20174688400, PART : N/A, SCAN N/A, CELL [1,6]
01:12:50:02 | I | Matching ok | SEQ : 20174688510, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:12:53:25 | I | Matching ok | SEQ : 20174688500, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:12:57:30 | I | Matching ok | SEQ : 20174688490, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:13:01:15 | I | Matching ok | SEQ : 20174688480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:13:04:50 | I | Matching ok | SEQ : 20174688470, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
01:13:08:72 | I | Matching ok | SEQ : 20174688460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:27:32:47 | I | Matching ok | SEQ : 20174688570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:27:40:10 | I | Matching ok | SEQ : 20174688560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:27:43:47 | I | Matching ok | SEQ : 20174688550, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
01:27:47:18 | I | Matching ok | SEQ : 20174688540, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:27:49:20 | I | Matching ok | SEQ : 20174688530, PART : N/A, SCAN N/A, CELL [1,5]
01:27:52:45 | I | Matching ok | SEQ : 20174688520, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
01:27:55:55 | I | Matching ok | SEQ : 20174688630, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
01:27:55:82 | W | Mismatching | SEQ : 20174688620, PART : N/A, SCAN P68193661AB, CELL [2,2]
01:27:57:57 | I | Matching ok | SEQ : 20174688620, PART : N/A, SCAN N/A, CELL [2,2]
01:27:59:59 | I | Matching ok | SEQ : 20174688610, PART : N/A, SCAN N/A, CELL [2,3]
01:28:10:92 | I | Matching ok | SEQ : 20174688600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:28:19:13 | I | Matching ok | SEQ : 20174688590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:28:22:77 | I | Matching ok | SEQ : 20174688580, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
01:28:24:98 | I | Matching ok | SEQ : 20174688690, PART : N/A, SCAN N/A, CELL [1,1]
01:40:19:99 | I | Matching ok | SEQ : 20174688680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:40:22:01 | I | Matching ok | SEQ : 20174688670, PART : N/A, SCAN N/A, CELL [1,3]
01:40:24:02 | I | Matching ok | SEQ : 20174688660, PART : N/A, SCAN N/A, CELL [1,4]
01:40:26:64 | I | Matching ok | SEQ : 20174688650, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
01:40:28:66 | I | Matching ok | SEQ : 20174688640, PART : N/A, SCAN N/A, CELL [1,6]
01:40:30:68 | I | Matching ok | SEQ : 20174688750, PART : N/A, SCAN N/A, CELL [2,1]
01:40:32:70 | I | Matching ok | SEQ : 20174688740, PART : N/A, SCAN N/A, CELL [2,2]
01:40:34:71 | I | Matching ok | SEQ : 20174688730, PART : N/A, SCAN N/A, CELL [2,3]
01:40:36:72 | I | Matching ok | SEQ : 20174688720, PART : N/A, SCAN N/A, CELL [2,4]
01:40:40:32 | I | Matching ok | SEQ : 20174688710, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
01:40:42:34 | I | Matching ok | SEQ : 20174688700, PART : N/A, SCAN N/A, CELL [2,6]
01:40:44:51 | I | Matching ok | SEQ : 20174688810, PART : N/A, SCAN N/A, CELL [1,1]
01:40:46:53 | I | Matching ok | SEQ : 20174688800, PART : N/A, SCAN N/A, CELL [1,2]
01:52:37:81 | I | Matching ok | SEQ : 20174688790, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
01:52:39:83 | I | Matching ok | SEQ : 20174688780, PART : N/A, SCAN N/A, CELL [1,4]
01:52:47:01 | I | Matching ok | SEQ : 20174688770, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:52:49:02 | I | Matching ok | SEQ : 20174688760, PART : N/A, SCAN N/A, CELL [1,6]
01:53:01:63 | I | Matching ok | SEQ : 20174688870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:53:11:06 | I | Matching ok | SEQ : 20174688860, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:53:13:09 | I | Matching ok | SEQ : 20174688850, PART : N/A, SCAN N/A, CELL [2,3]
01:53:25:21 | I | Matching ok | SEQ : 20174688840, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
01:53:41:86 | I | Matching ok | SEQ : 20174688830, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:53:43:87 | I | Matching ok | SEQ : 20174688820, PART : N/A, SCAN N/A, CELL [2,6]
02:04:45:85 | I | Matching ok | SEQ : 20174688930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:04:49:05 | I | Matching ok | SEQ : 20174688920, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
02:04:51:06 | I | Matching ok | SEQ : 20174688910, PART : N/A, SCAN N/A, CELL [1,3]
02:04:53:07 | I | Matching ok | SEQ : 20174688900, PART : N/A, SCAN N/A, CELL [1,4]
02:04:57:73 | I | Matching ok | SEQ : 20174688890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:05:02:40 | I | Matching ok | SEQ : 20174688880, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
02:05:07:07 | I | Matching ok | SEQ : 20174688990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:05:09:11 | I | Matching ok | SEQ : 20174688980, PART : N/A, SCAN N/A, CELL [2,2]
02:05:16:35 | I | Matching ok | SEQ : 20174688970, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:05:20:70 | I | Matching ok | SEQ : 20174688960, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
02:05:22:72 | I | Matching ok | SEQ : 20174688950, PART : N/A, SCAN N/A, CELL [2,5]
02:05:24:75 | I | Matching ok | SEQ : 20174688940, PART : N/A, SCAN N/A, CELL [2,6]
02:11:49:39 | I | Matching ok | SEQ : 20174689050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:11:53:64 | I | Matching ok | SEQ : 20174689040, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
02:11:57:66 | I | Matching ok | SEQ : 20174689030, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
02:11:59:67 | I | Matching ok | SEQ : 20174689020, PART : N/A, SCAN N/A, CELL [1,4]
02:12:01:68 | I | Matching ok | SEQ : 20174689010, PART : N/A, SCAN N/A, CELL [1,5]
02:12:05:28 | I | Matching ok | SEQ : 20174689000, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:12:07:30 | I | Matching ok | SEQ : 20174689110, PART : N/A, SCAN N/A, CELL [2,1]
02:12:11:21 | I | Matching ok | SEQ : 20174689100, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
02:12:13:23 | I | Matching ok | SEQ : 20174689090, PART : N/A, SCAN N/A, CELL [2,3]
02:12:15:25 | I | Matching ok | SEQ : 20174689080, PART : N/A, SCAN N/A, CELL [2,4]
02:12:18:04 | I | Matching ok | SEQ : 20174689070, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:12:20:04 | I | Matching ok | SEQ : 20174689060, PART : N/A, SCAN N/A, CELL [2,6]
02:12:22:12 | I | Matching ok | SEQ : 20174689170, PART : N/A, SCAN N/A, CELL [1,1]
02:29:17:29 | I | Matching ok | SEQ : 20174689160, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:29:21:79 | I | Matching ok | SEQ : 20174689150, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
02:29:23:80 | I | Matching ok | SEQ : 20174689140, PART : N/A, SCAN N/A, CELL [1,4]
02:29:27:16 | I | Matching ok | SEQ : 20174689130, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:29:33:11 | I | Matching ok | SEQ : 20174689120, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
02:29:34:94 | I | Matching ok | SEQ : 20174689230, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:29:37:56 | I | Matching ok | SEQ : 20174689220, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
02:29:39:41 | W | Mismatching | SEQ : 20174689210, PART : N/A, SCAN P68193661AB, CELL [2,3]
02:29:39:60 | I | Matching ok | SEQ : 20174689210, PART : N/A, SCAN N/A, CELL [2,3]
02:29:41:28 | W | Mismatching | SEQ : 20174689200, PART : 68193661AB, SCAN P52124713AD, CELL [2,4]
02:29:46:61 | I | Matching ok | SEQ : 20174689200, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
02:29:49:68 | I | Matching ok | SEQ : 20174689190, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:29:51:86 | I | Matching ok | SEQ : 20174689180, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:49:22:54 | I | Matching ok | SEQ : 20174689290, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
02:49:26:36 | I | Matching ok | SEQ : 20174689280, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:49:29:56 | I | Matching ok | SEQ : 20174689270, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
02:49:32:61 | I | Matching ok | SEQ : 20174689260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:49:34:63 | I | Matching ok | SEQ : 20174689250, PART : N/A, SCAN N/A, CELL [1,5]
02:49:46:19 | I | Matching ok | SEQ : 20174689240, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:50:20:24 | I | Matching ok | SEQ : 20174689350, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:50:23:89 | I | Matching ok | SEQ : 20174689340, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:50:25:89 | I | Matching ok | SEQ : 20174689330, PART : N/A, SCAN N/A, CELL [2,3]
02:50:29:74 | I | Matching ok | SEQ : 20174689320, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
02:50:31:75 | I | Matching ok | SEQ : 20174689310, PART : N/A, SCAN N/A, CELL [2,5]
02:50:33:77 | I | Matching ok | SEQ : 20174689300, PART : N/A, SCAN N/A, CELL [2,6]
02:50:35:88 | I | Matching ok | SEQ : 20174689410, PART : N/A, SCAN N/A, CELL [1,1]
03:02:23:06 | I | Matching ok | SEQ : 20174689400, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:02:48:76 | W | Mismatching | SEQ : 20174689390, PART : 04578885AC, SCAN TQ41877C1633, CELL [1,3]
03:02:56:63 | I | Matching ok | SEQ : 20174689390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:03:05:76 | W | Mismatching | SEQ : 20174689380, PART : 68193661AB, SCAN TQ41887C1229, CELL [1,4]
03:03:17:01 | I | Matching ok | SEQ : 20174689380, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
03:03:22:46 | I | Matching ok | SEQ : 20174689370, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
03:03:24:51 | I | Matching ok | SEQ : 20174689360, PART : N/A, SCAN N/A, CELL [1,6]
03:03:26:53 | I | Matching ok | SEQ : 20174689470, PART : N/A, SCAN N/A, CELL [2,1]
03:03:31:71 | I | Matching ok | SEQ : 20174689460, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
03:03:35:43 | I | Matching ok | SEQ : 20174689450, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
03:03:39:73 | I | Matching ok | SEQ : 20174689440, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:03:43:91 | I | Matching ok | SEQ : 20174689430, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:03:48:37 | I | Matching ok | SEQ : 20174689420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:03:50:50 | I | Matching ok | SEQ : 20174689530, PART : N/A, SCAN N/A, CELL [1,1]
03:14:20:10 | I | Matching ok | SEQ : 20174689520, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
03:14:22:12 | I | Matching ok | SEQ : 20174689510, PART : N/A, SCAN N/A, CELL [1,3]
03:14:24:13 | I | Matching ok | SEQ : 20174689500, PART : N/A, SCAN N/A, CELL [1,4]
03:14:31:68 | I | Matching ok | SEQ : 20174689490, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:14:33:70 | I | Matching ok | SEQ : 20174689480, PART : N/A, SCAN N/A, CELL [1,6]
03:14:37:05 | I | Matching ok | SEQ : 20174689590, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:14:40:85 | I | Matching ok | SEQ : 20174689580, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
03:14:45:65 | I | Matching ok | SEQ : 20174689570, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:14:47:67 | I | Matching ok | SEQ : 20174689560, PART : N/A, SCAN N/A, CELL [2,4]
03:15:07:40 | I | Matching ok | SEQ : 20174689550, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:15:11:02 | I | Matching ok | SEQ : 20174689540, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
03:27:26:52 | I | Matching ok | SEQ : 20174689650, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
03:27:32:19 | I | Matching ok | SEQ : 20174689640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:27:35:47 | I | Matching ok | SEQ : 20174689630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:27:38:87 | I | Matching ok | SEQ : 20174689620, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
03:27:43:02 | I | Matching ok | SEQ : 20174689610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:27:47:24 | I | Matching ok | SEQ : 20174689600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:27:52:47 | I | Matching ok | SEQ : 20174689710, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:27:55:42 | I | Matching ok | SEQ : 20174689700, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
03:27:57:43 | I | Matching ok | SEQ : 20174689690, PART : N/A, SCAN N/A, CELL [2,3]
03:28:00:39 | I | Matching ok | SEQ : 20174689680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:28:03:87 | I | Matching ok | SEQ : 20174689670, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
03:28:10:42 | I | Matching ok | SEQ : 20174689660, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:28:12:67 | I | Matching ok | SEQ : 20174689770, PART : N/A, SCAN N/A, CELL [1,1]
03:28:14:68 | I | Matching ok | SEQ : 20174689760, PART : N/A, SCAN N/A, CELL [1,2]
03:28:16:69 | I | Matching ok | SEQ : 20174689750, PART : N/A, SCAN N/A, CELL [1,3]
03:28:18:70 | I | Matching ok | SEQ : 20174689740, PART : N/A, SCAN N/A, CELL [1,4]
03:39:32:13 | I | Matching ok | SEQ : 20174689730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:39:34:27 | I | Matching ok | SEQ : 20174689720, PART : N/A, SCAN N/A, CELL [1,6]
03:39:36:28 | I | Matching ok | SEQ : 20174689830, PART : N/A, SCAN N/A, CELL [2,1]
03:39:39:04 | I | Matching ok | SEQ : 20174689820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:39:41:05 | I | Matching ok | SEQ : 20174689810, PART : N/A, SCAN N/A, CELL [2,3]
03:39:44:89 | I | Matching ok | SEQ : 20174689800, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
03:39:50:36 | I | Matching ok | SEQ : 20174689790, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
03:40:00:33 | I | Matching ok | SEQ : 20174689780, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:40:02:44 | I | Matching ok | SEQ : 20174689890, PART : N/A, SCAN N/A, CELL [1,1]
03:49:30:98 | I | Matching ok | SEQ : 20174689880, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
03:49:33:01 | I | Matching ok | SEQ : 20174689870, PART : N/A, SCAN N/A, CELL [1,3]
03:49:35:04 | I | Matching ok | SEQ : 20174689860, PART : N/A, SCAN N/A, CELL [1,4]
03:49:38:80 | I | Matching ok | SEQ : 20174689850, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
03:49:49:60 | I | Matching ok | SEQ : 20174689840, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:49:51:64 | I | Matching ok | SEQ : 20174689950, PART : N/A, SCAN N/A, CELL [2,1]
03:51:00:00 | I | Matching ok | SEQ : 20174689940, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
03:51:02:03 | I | Matching ok | SEQ : 20174689930, PART : N/A, SCAN N/A, CELL [2,3]
03:51:04:07 | I | Matching ok | SEQ : 20174689920, PART : N/A, SCAN N/A, CELL [2,4]
03:51:08:40 | I | Matching ok | SEQ : 20174689910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:51:10:42 | I | Matching ok | SEQ : 20174689900, PART : N/A, SCAN N/A, CELL [2,6]
04:05:11:97 | I | Matching ok | SEQ : 20174690010, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
04:05:17:95 | I | Matching ok | SEQ : 20174690000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
04:05:21:12 | I | Matching ok | SEQ : 20174689990, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
04:05:24:02 | I | Matching ok | SEQ : 20174689980, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
04:05:28:72 | I | Matching ok | SEQ : 20174689970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
04:05:33:17 | I | Matching ok | SEQ : 20174689960, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
04:06:43:30 | I | Matching ok | SEQ : 20174690070, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
04:06:48:33 | I | Matching ok | SEQ : 20174690060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
04:06:50:34 | I | Matching ok | SEQ : 20174690050, PART : N/A, SCAN N/A, CELL [2,3]
04:06:56:00 | I | Matching ok | SEQ : 20174690040, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
04:07:04:88 | I | Matching ok | SEQ : 20174690030, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
04:07:06:93 | I | Matching ok | SEQ : 20174690020, PART : N/A, SCAN N/A, CELL [2,6]
04:20:13:49 | I | Matching ok | SEQ : 20174690130, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
04:20:17:80 | I | Matching ok | SEQ : 20174690120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
04:20:19:83 | I | Matching ok | SEQ : 20174690110, PART : N/A, SCAN N/A, CELL [1,3]
04:20:21:99 | I | Matching ok | SEQ : 20174690100, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
04:20:28:67 | I | Matching ok | SEQ : 20174690090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
04:20:30:69 | I | Matching ok | SEQ : 20174690080, PART : N/A, SCAN N/A, CELL [1,6]
04:20:40:04 | I | Matching ok | SEQ : 20174690190, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
04:20:42:06 | I | Matching ok | SEQ : 20174690180, PART : N/A, SCAN N/A, CELL [2,2]
04:20:45:60 | I | Matching ok | SEQ : 20174690170, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
04:20:50:95 | I | Matching ok | SEQ : 20174690160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
04:20:55:30 | I | Matching ok | SEQ : 20174690150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
04:20:57:32 | I | Matching ok | SEQ : 20174690140, PART : N/A, SCAN N/A, CELL [2,6]
04:30:06:61 | I | Matching ok | SEQ : 20174690250, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
04:30:13:06 | I | Matching ok | SEQ : 20174690240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
04:30:17:59 | I | Matching ok | SEQ : 20174690230, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
04:30:21:13 | I | Matching ok | SEQ : 20174690220, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
04:30:25:01 | I | Matching ok | SEQ : 20174690210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
04:30:27:02 | I | Matching ok | SEQ : 20174690200, PART : N/A, SCAN N/A, CELL [1,6]
04:30:36:81 | I | Matching ok | SEQ : 20174690310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
04:30:42:96 | I | Matching ok | SEQ : 20174690300, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
04:30:44:97 | I | Matching ok | SEQ : 20174690290, PART : N/A, SCAN N/A, CELL [2,3]
04:30:53:01 | I | Matching ok | SEQ : 20174690280, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
04:30:56:26 | I | Matching ok | SEQ : 20174690270, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
04:30:58:28 | I | Matching ok | SEQ : 20174690260, PART : N/A, SCAN N/A, CELL [2,6]
06:16:18:14 | I | Matching ok | SEQ : 20174690370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:16:20:17 | I | Matching ok | SEQ : 20174690360, PART : N/A, SCAN N/A, CELL [1,2]
06:16:22:29 | I | Matching ok | SEQ : 20174690350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
06:16:24:31 | I | Matching ok | SEQ : 20174690340, PART : N/A, SCAN N/A, CELL [1,4]
