00:06:57:54 | I | Matching ok | SEQ : 20174722760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:15:54:94 | I | Matching ok | SEQ : 20174723410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:16:03:34 | I | Matching ok | SEQ : 20174723400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:16:10:59 | I | Matching ok | SEQ : 20174723390, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:16:24:64 | I | Matching ok | SEQ : 20174723380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:23:35:54 | I | Matching ok | SEQ : 20174723490, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:23:52:91 | I | Matching ok | SEQ : 20174723480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:24:08:58 | I | Matching ok | SEQ : 20174723470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:24:18:63 | I | Matching ok | SEQ : 20174723460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:24:39:11 | I | Matching ok | SEQ : 20174723450, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:24:43:78 | I | Matching ok | SEQ : 20174723440, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:24:53:63 | I | Matching ok | SEQ : 20174723550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:25:00:66 | I | Matching ok | SEQ : 20174723540, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:25:09:36 | I | Matching ok | SEQ : 20174723530, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:25:18:08 | I | Matching ok | SEQ : 20174723520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:25:27:06 | I | Matching ok | SEQ : 20174723510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:25:43:71 | I | Matching ok | SEQ : 20174723500, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:32:31:48 | I | Matching ok | SEQ : 20174723610, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:32:44:37 | I | Matching ok | SEQ : 20174723600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:32:55:28 | I | Matching ok | SEQ : 20174723590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:33:03:27 | I | Matching ok | SEQ : 20174723580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:33:08:70 | I | Matching ok | SEQ : 20174723570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:33:14:22 | I | Matching ok | SEQ : 20174723560, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:33:20:05 | I | Matching ok | SEQ : 20174723670, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:33:25:57 | I | Matching ok | SEQ : 20174723660, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:33:31:67 | I | Matching ok | SEQ : 20174723650, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:33:42:07 | I | Matching ok | SEQ : 20174723640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:33:52:72 | I | Matching ok | SEQ : 20174723630, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:33:57:02 | I | Matching ok | SEQ : 20174723620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:41:37:01 | W | Mismatching | SEQ : 20174723730, PART : 52124713AD, SCAN TQ41907C0332, CELL [1,1]
01:41:47:73 | I | Matching ok | SEQ : 20174723730, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:42:01:81 | I | Matching ok | SEQ : 20174723720, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:42:12:01 | I | Matching ok | SEQ : 20174723710, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:42:23:58 | I | Matching ok | SEQ : 20174723700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:42:29:86 | I | Matching ok | SEQ : 20174723690, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:42:44:69 | I | Matching ok | SEQ : 20174723680, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:42:50:56 | I | Matching ok | SEQ : 20174723790, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:43:05:46 | I | Matching ok | SEQ : 20174723780, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:43:16:51 | I | Matching ok | SEQ : 20174723770, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:43:27:11 | I | Matching ok | SEQ : 20174723760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:43:40:34 | I | Matching ok | SEQ : 20174723750, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:44:22:42 | I | Matching ok | SEQ : 20174723740, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:51:11:27 | I | Matching ok | SEQ : 20174723850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:51:28:52 | I | Matching ok | SEQ : 20174723840, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:51:40:68 | I | Matching ok | SEQ : 20174723830, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:51:55:95 | I | Matching ok | SEQ : 20174723820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:52:17:77 | I | Matching ok | SEQ : 20174723810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:52:21:50 | I | Matching ok | SEQ : 20174723800, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:52:25:92 | I | Matching ok | SEQ : 20174723910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:52:35:00 | I | Matching ok | SEQ : 20174723900, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:52:37:01 | I | Matching ok | SEQ : 20174723890, PART : N/A, SCAN N/A, CELL [2,3]
01:53:10:55 | I | Matching ok | SEQ : 20174723880, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:53:16:97 | I | Matching ok | SEQ : 20174723870, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:53:21:58 | I | Matching ok | SEQ : 20174723860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:05:24:27 | W | Mismatching | SEQ : 20174723970, PART : 04578885AC, SCAN TQ41907C0463, CELL [1,1]
02:05:31:65 | I | Matching ok | SEQ : 20174723970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:05:46:72 | I | Matching ok | SEQ : 20174723960, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:06:01:35 | I | Matching ok | SEQ : 20174723950, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:06:21:32 | I | Matching ok | SEQ : 20174723940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:06:32:54 | I | Matching ok | SEQ : 20174723930, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:06:44:39 | I | Matching ok | SEQ : 20174723920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:06:48:72 | I | Matching ok | SEQ : 20174724030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:06:53:07 | I | Matching ok | SEQ : 20174724020, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:06:59:97 | I | Matching ok | SEQ : 20174724010, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:07:12:75 | I | Matching ok | SEQ : 20174724000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:07:30:97 | I | Matching ok | SEQ : 20174723990, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:07:38:72 | I | Matching ok | SEQ : 20174723980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:07:40:85 | I | Matching ok | SEQ : 20174724090, PART : N/A, SCAN N/A, CELL [1,1]
02:16:17:43 | I | Matching ok | SEQ : 20174724080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:16:28:48 | I | Matching ok | SEQ : 20174724070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:16:41:46 | I | Matching ok | SEQ : 20174724060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:16:52:58 | I | Matching ok | SEQ : 20174724050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:17:02:78 | I | Matching ok | SEQ : 20174724040, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
02:17:04:81 | I | Matching ok | SEQ : 20174724150, PART : N/A, SCAN N/A, CELL [2,1]
02:17:16:34 | I | Matching ok | SEQ : 20174724140, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:17:29:22 | I | Matching ok | SEQ : 20174724130, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:17:36:01 | I | Matching ok | SEQ : 20174724120, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:17:52:49 | I | Matching ok | SEQ : 20174724110, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:17:54:51 | I | Matching ok | SEQ : 20174724100, PART : N/A, SCAN N/A, CELL [2,6]
02:26:20:65 | I | Matching ok | SEQ : 20174724210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:26:31:27 | I | Matching ok | SEQ : 20174724200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:26:40:57 | I | Matching ok | SEQ : 20174724190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:26:48:02 | I | Matching ok | SEQ : 20174724180, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:26:50:04 | I | Matching ok | SEQ : 20174724170, PART : N/A, SCAN N/A, CELL [1,5]
02:27:02:53 | I | Matching ok | SEQ : 20174724160, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:27:13:02 | I | Matching ok | SEQ : 20174724270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:27:16:66 | I | Matching ok | SEQ : 20174724260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:27:21:45 | I | Matching ok | SEQ : 20174724250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:27:23:47 | I | Matching ok | SEQ : 20174724240, PART : N/A, SCAN N/A, CELL [2,4]
02:27:25:49 | I | Matching ok | SEQ : 20174724230, PART : N/A, SCAN N/A, CELL [2,5]
02:27:27:50 | I | Matching ok | SEQ : 20174724220, PART : N/A, SCAN N/A, CELL [2,6]
02:47:20:08 | I | Matching ok | SEQ : 20174724330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:47:23:73 | I | Matching ok | SEQ : 20174724320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:47:32:63 | I | Matching ok | SEQ : 20174724310, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:47:45:28 | I | Matching ok | SEQ : 20174724300, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:48:22:10 | I | Matching ok | SEQ : 20174724290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:48:36:21 | I | Matching ok | SEQ : 20174724280, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:48:44:46 | I | Matching ok | SEQ : 20174724390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:48:57:71 | I | Matching ok | SEQ : 20174724380, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:49:08:81 | I | Matching ok | SEQ : 20174724370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:49:10:82 | I | Matching ok | SEQ : 20174724360, PART : N/A, SCAN N/A, CELL [2,4]
02:49:18:18 | I | Matching ok | SEQ : 20174724350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:49:56:34 | I | Matching ok | SEQ : 20174724340, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:58:13:99 | I | Matching ok | SEQ : 20174724450, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:58:22:10 | I | Matching ok | SEQ : 20174724440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:58:28:77 | I | Matching ok | SEQ : 20174724430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:58:34:55 | I | Matching ok | SEQ : 20174724420, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:58:36:61 | I | Matching ok | SEQ : 20174724410, PART : N/A, SCAN N/A, CELL [1,5]
02:58:38:67 | I | Matching ok | SEQ : 20174724400, PART : N/A, SCAN N/A, CELL [1,6]
02:58:42:72 | W | Mismatching | SEQ : 20174724510, PART : 04578885AC, SCAN TQ41907C0488, CELL [2,1]
02:58:48:82 | I | Matching ok | SEQ : 20174724510, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:58:50:85 | I | Matching ok | SEQ : 20174724500, PART : N/A, SCAN N/A, CELL [2,2]
02:58:55:34 | I | Matching ok | SEQ : 20174724490, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:59:01:25 | I | Matching ok | SEQ : 20174724480, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:59:07:89 | I | Matching ok | SEQ : 20174724470, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:59:15:92 | I | Matching ok | SEQ : 20174724460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:05:18:60 | I | Matching ok | SEQ : 20174724570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:05:33:46 | I | Matching ok | SEQ : 20174724560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:05:37:55 | I | Matching ok | SEQ : 20174724550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:05:51:26 | I | Matching ok | SEQ : 20174724540, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:05:56:00 | I | Matching ok | SEQ : 20174724530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:06:01:69 | I | Matching ok | SEQ : 20174724520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:06:07:58 | I | Matching ok | SEQ : 20174724630, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:06:15:03 | I | Matching ok | SEQ : 20174724620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:06:22:00 | I | Matching ok | SEQ : 20174724610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:06:36:91 | I | Matching ok | SEQ : 20174724600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:06:43:08 | I | Matching ok | SEQ : 20174724590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:06:45:10 | I | Matching ok | SEQ : 20174724580, PART : N/A, SCAN N/A, CELL [2,6]
03:06:47:17 | I | Matching ok | SEQ : 20174724690, PART : N/A, SCAN N/A, CELL [1,1]
03:06:49:18 | I | Matching ok | SEQ : 20174724680, PART : N/A, SCAN N/A, CELL [1,2]
03:19:13:40 | I | Matching ok | SEQ : 20174724670, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:19:34:67 | I | Matching ok | SEQ : 20174724660, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:19:44:73 | I | Matching ok | SEQ : 20174724650, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:20:03:98 | I | Matching ok | SEQ : 20174724640, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:20:09:78 | I | Matching ok | SEQ : 20174724750, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:20:40:05 | I | Matching ok | SEQ : 20174724740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:20:43:43 | I | Matching ok | SEQ : 20174724730, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:20:48:73 | I | Matching ok | SEQ : 20174724720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:20:58:28 | I | Matching ok | SEQ : 20174724710, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:21:00:34 | I | Matching ok | SEQ : 20174724700, PART : N/A, SCAN N/A, CELL [2,6]
03:21:02:41 | I | Matching ok | SEQ : 20174724810, PART : N/A, SCAN N/A, CELL [1,1]
03:21:04:46 | I | Matching ok | SEQ : 20174724800, PART : N/A, SCAN N/A, CELL [1,2]
03:29:45:77 | I | Matching ok | SEQ : 20174724790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:30:05:47 | I | Matching ok | SEQ : 20174724780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:30:28:69 | I | Matching ok | SEQ : 20174724770, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:30:39:74 | I | Matching ok | SEQ : 20174724760, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:30:48:30 | I | Matching ok | SEQ : 20174724870, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:30:50:30 | I | Matching ok | SEQ : 20174724860, PART : N/A, SCAN N/A, CELL [2,2]
03:30:58:27 | I | Matching ok | SEQ : 20174724850, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:31:04:62 | I | Matching ok | SEQ : 20174724840, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:31:12:12 | I | Matching ok | SEQ : 20174724830, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:31:20:92 | I | Matching ok | SEQ : 20174724820, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:39:43:73 | I | Matching ok | SEQ : 20174724930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:39:54:96 | I | Matching ok | SEQ : 20174724920, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:40:07:66 | I | Matching ok | SEQ : 20174724910, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:40:26:81 | I | Matching ok | SEQ : 20174724900, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:40:39:03 | I | Matching ok | SEQ : 20174724890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:40:54:51 | I | Matching ok | SEQ : 20174724880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:41:06:21 | I | Matching ok | SEQ : 20174724990, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:41:17:13 | I | Matching ok | SEQ : 20174724980, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:41:28:94 | I | Matching ok | SEQ : 20174724970, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:41:39:99 | I | Matching ok | SEQ : 20174724960, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:41:50:14 | I | Matching ok | SEQ : 20174724950, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:42:02:34 | I | Matching ok | SEQ : 20174724940, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:42:04:54 | I | Matching ok | SEQ : 20174725050, PART : N/A, SCAN N/A, CELL [1,1]
03:51:54:05 | I | Matching ok | SEQ : 20174725040, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:52:26:85 | I | Matching ok | SEQ : 20174725030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:52:28:89 | I | Matching ok | SEQ : 20174725020, PART : N/A, SCAN N/A, CELL [1,4]
03:52:54:95 | I | Matching ok | SEQ : 20174725010, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:53:29:18 | I | Matching ok | SEQ : 20174725000, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:53:43:03 | I | Matching ok | SEQ : 20174725110, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:53:47:56 | I | Matching ok | SEQ : 20174725100, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:54:00:01 | I | Matching ok | SEQ : 20174725090, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:54:04:45 | I | Matching ok | SEQ : 20174725080, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:54:10:55 | I | Matching ok | SEQ : 20174725070, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:54:17:25 | I | Matching ok | SEQ : 20174725060, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
04:03:50:87 | I | Matching ok | SEQ : 20174725170, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
