07:00:21:70 | I | Matching ok | SEQ : 20174626290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
07:38:41:25 | I | Matching ok | SEQ : 20174626700, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:38:45:25 | I | Matching ok | SEQ : 20174626690, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
07:38:48:36 | I | Matching ok | SEQ : 20174626680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:38:52:33 | I | Matching ok | SEQ : 20174626670, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
07:38:54:34 | I | Matching ok | SEQ : 20174626660, PART : N/A, SCAN N/A, CELL [2,6]
07:38:56:42 | I | Matching ok | SEQ : 20174626770, PART : N/A, SCAN N/A, CELL [1,1]
07:54:16:53 | I | Matching ok | SEQ : 20174626760, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:54:18:56 | I | Matching ok | SEQ : 20174626750, PART : N/A, SCAN N/A, CELL [1,3]
07:54:21:43 | I | Matching ok | SEQ : 20174626740, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
07:54:24:18 | I | Matching ok | SEQ : 20174626730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:54:26:18 | I | Matching ok | SEQ : 20174626720, PART : N/A, SCAN N/A, CELL [1,6]
07:54:30:35 | I | Matching ok | SEQ : 20174626830, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
07:54:33:45 | I | Matching ok | SEQ : 20174626820, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
07:54:36:03 | I | Matching ok | SEQ : 20174626810, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
07:54:39:65 | I | Matching ok | SEQ : 20174626800, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
07:54:42:68 | I | Matching ok | SEQ : 20174626790, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
07:54:46:28 | I | Matching ok | SEQ : 20174626780, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
08:36:16:46 | I | Matching ok | SEQ : 20174626890, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
08:36:20:12 | I | Matching ok | SEQ : 20174626880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
08:36:23:16 | I | Matching ok | SEQ : 20174626870, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
08:36:26:49 | I | Matching ok | SEQ : 20174626860, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
08:36:28:50 | I | Matching ok | SEQ : 20174626850, PART : N/A, SCAN N/A, CELL [1,5]
08:36:31:64 | I | Matching ok | SEQ : 20174626840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
08:36:36:39 | I | Matching ok | SEQ : 20174626950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
08:36:40:66 | I | Matching ok | SEQ : 20174626940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
08:36:44:39 | I | Matching ok | SEQ : 20174626930, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
08:36:48:12 | I | Matching ok | SEQ : 20174626920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
08:36:52:11 | I | Matching ok | SEQ : 20174626910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:36:55:76 | I | Matching ok | SEQ : 20174626900, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
08:41:08:54 | I | Matching ok | SEQ : 20174627010, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
08:41:11:57 | I | Matching ok | SEQ : 20174627000, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
08:41:20:44 | I | Matching ok | SEQ : 20174626990, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
08:41:29:04 | I | Matching ok | SEQ : 20174626980, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
08:41:44:27 | I | Matching ok | SEQ : 20174626970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
08:41:48:52 | I | Matching ok | SEQ : 20174626960, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
08:42:06:75 | I | Matching ok | SEQ : 20174627070, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
08:42:08:76 | I | Matching ok | SEQ : 20174627060, PART : N/A, SCAN N/A, CELL [2,2]
08:42:10:77 | I | Matching ok | SEQ : 20174627050, PART : N/A, SCAN N/A, CELL [2,3]
08:42:12:78 | I | Matching ok | SEQ : 20174627040, PART : N/A, SCAN N/A, CELL [2,4]
08:42:17:00 | I | Matching ok | SEQ : 20174627030, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
08:42:20:25 | I | Matching ok | SEQ : 20174627020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:00:13:92 | I | Matching ok | SEQ : 20174627130, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:00:16:87 | I | Matching ok | SEQ : 20174627120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:00:18:91 | I | Matching ok | SEQ : 20174627110, PART : N/A, SCAN N/A, CELL [1,3]
09:00:20:92 | I | Matching ok | SEQ : 20174627100, PART : N/A, SCAN N/A, CELL [1,4]
09:00:23:72 | I | Matching ok | SEQ : 20174627090, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
09:00:26:52 | I | Matching ok | SEQ : 20174627080, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:00:28:53 | I | Matching ok | SEQ : 20174627190, PART : N/A, SCAN N/A, CELL [2,1]
09:00:31:62 | I | Matching ok | SEQ : 20174627180, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
09:00:34:55 | I | Matching ok | SEQ : 20174627170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:00:37:72 | I | Matching ok | SEQ : 20174627160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:00:40:83 | I | Matching ok | SEQ : 20174627150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:00:44:10 | I | Matching ok | SEQ : 20174627140, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:00:46:13 | I | Matching ok | SEQ : 20174627250, PART : N/A, SCAN N/A, CELL [1,1]
09:09:41:11 | I | Matching ok | SEQ : 20174627240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
09:09:44:28 | I | Matching ok | SEQ : 20174627230, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:09:47:07 | I | Matching ok | SEQ : 20174627220, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
09:09:49:09 | I | Matching ok | SEQ : 20174627210, PART : N/A, SCAN N/A, CELL [1,5]
09:09:51:83 | I | Matching ok | SEQ : 20174627200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:09:57:18 | I | Matching ok | SEQ : 20174627310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:09:59:20 | I | Matching ok | SEQ : 20174627300, PART : N/A, SCAN N/A, CELL [2,2]
09:10:02:63 | I | Matching ok | SEQ : 20174627290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
09:10:06:46 | I | Matching ok | SEQ : 20174627280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:10:09:81 | I | Matching ok | SEQ : 20174627270, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
09:10:13:16 | I | Matching ok | SEQ : 20174627260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:21:16:05 | I | Matching ok | SEQ : 20174627370, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
09:21:17:58 | I | Matching ok | SEQ : 20174627360, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
09:21:19:13 | I | Matching ok | SEQ : 20174627350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
09:21:20:60 | I | Matching ok | SEQ : 20174627340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:21:22:03 | I | Matching ok | SEQ : 20174627330, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
09:21:23:53 | I | Matching ok | SEQ : 20174627320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:21:24:93 | I | Matching ok | SEQ : 20174627430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:21:26:38 | I | Matching ok | SEQ : 20174627420, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
09:21:28:41 | I | Matching ok | SEQ : 20174627410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:21:29:86 | I | Matching ok | SEQ : 20174627400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:21:31:06 | I | Matching ok | SEQ : 20174627390, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
09:21:32:51 | I | Matching ok | SEQ : 20174627380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:32:53:03 | I | Matching ok | SEQ : 20174627490, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
09:32:55:02 | I | Matching ok | SEQ : 20174627480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:32:56:07 | I | Matching ok | SEQ : 20174627470, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
09:32:57:37 | I | Matching ok | SEQ : 20174627460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
09:32:59:05 | I | Matching ok | SEQ : 20174627450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:33:00:27 | I | Matching ok | SEQ : 20174627440, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
09:33:01:35 | I | Matching ok | SEQ : 20174627550, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
09:33:02:45 | I | Matching ok | SEQ : 20174627540, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:33:03:50 | I | Matching ok | SEQ : 20174627530, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:33:04:65 | I | Matching ok | SEQ : 20174627520, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
09:33:05:65 | I | Matching ok | SEQ : 20174627510, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
09:33:07:23 | I | Matching ok | SEQ : 20174627500, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
09:42:41:76 | I | Matching ok | SEQ : 20174627610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
09:42:45:76 | I | Matching ok | SEQ : 20174627600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:42:50:38 | I | Matching ok | SEQ : 20174627590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
09:42:55:21 | I | Matching ok | SEQ : 20174627580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
09:42:59:31 | I | Matching ok | SEQ : 20174627570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
09:43:02:93 | I | Matching ok | SEQ : 20174627560, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
09:43:08:28 | I | Matching ok | SEQ : 20174627670, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
09:43:13:41 | I | Matching ok | SEQ : 20174627660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
09:43:17:83 | I | Matching ok | SEQ : 20174627650, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:43:20:81 | I | Matching ok | SEQ : 20174627640, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
09:43:23:16 | I | Matching ok | SEQ : 20174627630, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
09:43:25:93 | I | Matching ok | SEQ : 20174627620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
09:43:27:98 | I | Matching ok | SEQ : 20174627730, PART : N/A, SCAN N/A, CELL [1,1]
09:53:28:58 | I | Matching ok | SEQ : 20174627720, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
09:53:36:43 | I | Matching ok | SEQ : 20174627710, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
09:53:38:46 | I | Matching ok | SEQ : 20174627700, PART : N/A, SCAN N/A, CELL [1,4]
09:53:40:47 | I | Matching ok | SEQ : 20174627690, PART : N/A, SCAN N/A, CELL [1,5]
09:53:43:75 | I | Matching ok | SEQ : 20174627680, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
09:53:45:77 | I | Matching ok | SEQ : 20174627790, PART : N/A, SCAN N/A, CELL [2,1]
09:53:49:68 | I | Matching ok | SEQ : 20174627780, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
09:53:52:55 | I | Matching ok | SEQ : 20174627770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
09:53:54:59 | I | Matching ok | SEQ : 20174627760, PART : N/A, SCAN N/A, CELL [2,4]
09:53:57:63 | I | Matching ok | SEQ : 20174627750, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
09:53:59:66 | I | Matching ok | SEQ : 20174627740, PART : N/A, SCAN N/A, CELL [2,6]
10:03:10:72 | I | Matching ok | SEQ : 20174627850, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
10:03:12:74 | I | Matching ok | SEQ : 20174627840, PART : N/A, SCAN N/A, CELL [1,2]
10:03:17:04 | I | Matching ok | SEQ : 20174627830, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
10:03:21:04 | I | Matching ok | SEQ : 20174627820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
10:03:25:07 | I | Matching ok | SEQ : 20174627810, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
10:03:29:07 | I | Matching ok | SEQ : 20174627800, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
10:03:35:42 | I | Matching ok | SEQ : 20174627910, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
10:03:37:44 | I | Matching ok | SEQ : 20174627900, PART : N/A, SCAN N/A, CELL [2,2]
10:03:39:45 | I | Matching ok | SEQ : 20174627890, PART : N/A, SCAN N/A, CELL [2,3]
10:03:44:14 | W | Mismatching | SEQ : 20174627880, PART : 68193661AB, SCAN P52124713AD, CELL [2,4]
10:03:59:92 | I | Matching ok | SEQ : 20174627880, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
10:04:02:79 | I | Matching ok | SEQ : 20174627870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
10:04:05:69 | I | Matching ok | SEQ : 20174627860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
10:14:23:71 | I | Matching ok | SEQ : 20174627970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
10:14:26:81 | I | Matching ok | SEQ : 20174627960, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
10:14:28:82 | I | Matching ok | SEQ : 20174627950, PART : N/A, SCAN N/A, CELL [1,3]
10:14:30:85 | I | Matching ok | SEQ : 20174627940, PART : N/A, SCAN N/A, CELL [1,4]
10:14:34:46 | I | Matching ok | SEQ : 20174627930, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
10:14:38:46 | W | Mismatching | SEQ : 20174627920, PART : 68193661AB, SCAN P04578885AC, CELL [1,6]
10:14:47:81 | I | Matching ok | SEQ : 20174627920, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
10:14:49:48 | I | Matching ok | SEQ : 20174628030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
10:14:50:71 | I | Matching ok | SEQ : 20174628020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
10:14:52:43 | I | Matching ok | SEQ : 20174628010, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
10:14:54:09 | W | Mismatching | SEQ : 20174628000, PART : 68193661AB, SCAN P04578885AC, CELL [2,4]
10:14:54:84 | W | Mismatching | SEQ : 20174628000, PART : 68193661AB, SCAN P52124713AD, CELL [2,4]
10:15:00:31 | I | Matching ok | SEQ : 20174628000, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
10:15:02:46 | I | Matching ok | SEQ : 20174627990, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
10:15:04:06 | I | Matching ok | SEQ : 20174627980, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:23:48:30 | I | Matching ok | SEQ : 20174628090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
10:23:51:53 | I | Matching ok | SEQ : 20174628080, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
10:23:53:54 | I | Matching ok | SEQ : 20174628070, PART : N/A, SCAN N/A, CELL [1,3]
10:23:56:25 | I | Matching ok | SEQ : 20174628060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
10:23:59:07 | I | Matching ok | SEQ : 20174628050, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
10:24:02:30 | I | Matching ok | SEQ : 20174628040, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
10:24:05:57 | I | Matching ok | SEQ : 20174628150, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
10:24:08:95 | I | Matching ok | SEQ : 20174628140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
10:24:11:62 | I | Matching ok | SEQ : 20174628130, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
10:24:14:85 | I | Matching ok | SEQ : 20174628120, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
10:24:16:87 | I | Matching ok | SEQ : 20174628110, PART : N/A, SCAN N/A, CELL [2,5]
10:24:18:88 | I | Matching ok | SEQ : 20174628100, PART : N/A, SCAN N/A, CELL [2,6]
10:35:54:69 | I | Matching ok | SEQ : 20174628210, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
10:35:59:04 | I | Matching ok | SEQ : 20174628200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
10:36:01:05 | I | Matching ok | SEQ : 20174628190, PART : N/A, SCAN N/A, CELL [1,3]
10:36:03:07 | I | Matching ok | SEQ : 20174628180, PART : N/A, SCAN N/A, CELL [1,4]
10:36:05:09 | I | Matching ok | SEQ : 20174628170, PART : N/A, SCAN N/A, CELL [1,5]
10:36:10:06 | I | Matching ok | SEQ : 20174628160, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
10:36:15:74 | I | Matching ok | SEQ : 20174628270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
10:36:19:64 | I | Matching ok | SEQ : 20174628260, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
10:36:22:34 | I | Matching ok | SEQ : 20174628250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
10:36:24:47 | I | Matching ok | SEQ : 20174628240, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
10:36:26:51 | I | Matching ok | SEQ : 20174628230, PART : N/A, SCAN N/A, CELL [2,5]
10:36:30:89 | I | Matching ok | SEQ : 20174628220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
10:47:32:53 | I | Matching ok | SEQ : 20174628330, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
10:47:35:16 | I | Matching ok | SEQ : 20174628320, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
10:47:37:88 | I | Matching ok | SEQ : 20174628310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
10:47:39:91 | I | Matching ok | SEQ : 20174628300, PART : N/A, SCAN N/A, CELL [1,4]
10:47:42:61 | I | Matching ok | SEQ : 20174628290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
10:47:45:30 | I | Matching ok | SEQ : 20174628280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
10:47:48:63 | I | Matching ok | SEQ : 20174628390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
10:47:52:03 | I | Matching ok | SEQ : 20174628380, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
10:47:54:06 | I | Matching ok | SEQ : 20174628370, PART : N/A, SCAN N/A, CELL [2,3]
10:47:57:06 | I | Matching ok | SEQ : 20174628360, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
10:48:00:33 | I | Matching ok | SEQ : 20174628350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
10:48:02:34 | I | Matching ok | SEQ : 20174628340, PART : N/A, SCAN N/A, CELL [2,6]
11:00:12:27 | I | Matching ok | SEQ : 20174628450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
11:00:15:03 | I | Matching ok | SEQ : 20174628440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
11:00:18:15 | I | Matching ok | SEQ : 20174628430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
11:00:20:97 | I | Matching ok | SEQ : 20174628420, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
11:00:25:10 | I | Matching ok | SEQ : 20174628410, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
11:00:29:15 | I | Matching ok | SEQ : 20174628400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
11:00:32:03 | I | Matching ok | SEQ : 20174628510, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
11:00:34:03 | I | Matching ok | SEQ : 20174628500, PART : N/A, SCAN N/A, CELL [2,2]
11:00:36:87 | I | Matching ok | SEQ : 20174628490, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
11:00:39:87 | I | Matching ok | SEQ : 20174628480, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
11:00:42:32 | I | Matching ok | SEQ : 20174628470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:00:45:05 | I | Matching ok | SEQ : 20174628460, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
11:45:11:11 | I | Matching ok | SEQ : 20174628570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
11:45:14:35 | I | Matching ok | SEQ : 20174628560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
11:45:16:69 | I | Matching ok | SEQ : 20174628550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
11:45:18:81 | I | Matching ok | SEQ : 20174628540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
11:45:20:82 | I | Matching ok | SEQ : 20174628530, PART : N/A, SCAN N/A, CELL [1,5]
11:45:23:54 | I | Matching ok | SEQ : 20174628520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
11:45:25:92 | I | Matching ok | SEQ : 20174628630, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
11:45:28:71 | I | Matching ok | SEQ : 20174628620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
11:45:31:64 | I | Matching ok | SEQ : 20174628610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
11:45:34:34 | I | Matching ok | SEQ : 20174628600, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
11:45:37:41 | I | Matching ok | SEQ : 20174628590, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
11:45:40:19 | I | Matching ok | SEQ : 20174628580, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
