00:00:02:84 | I | Matching ok | SEQ : 20174768350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:28:06:85 | I | Matching ok | SEQ : 20174769260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:28:10:62 | W | Mismatching | SEQ : 20174769250, PART : 04578885AC, SCAN P52124713AD, CELL [2,3]
01:28:18:62 | I | Matching ok | SEQ : 20174769250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:28:24:00 | I | Matching ok | SEQ : 20174769240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:28:30:82 | I | Matching ok | SEQ : 20174769230, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:28:34:02 | I | Matching ok | SEQ : 20174769220, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:39:54:18 | I | Matching ok | SEQ : 20174769330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:39:56:21 | I | Matching ok | SEQ : 20174769320, PART : N/A, SCAN N/A, CELL [1,2]
01:39:58:22 | I | Matching ok | SEQ : 20174769310, PART : N/A, SCAN N/A, CELL [1,3]
01:40:02:81 | W | Mismatching | SEQ : 20174769300, PART : 52124713AD, SCAN P04578885AC, CELL [1,4]
01:40:14:66 | I | Matching ok | SEQ : 20174769300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:40:16:68 | I | Matching ok | SEQ : 20174769290, PART : N/A, SCAN N/A, CELL [1,5]
01:40:21:41 | W | Mismatching | SEQ : 20174769280, PART : 04578885AC, SCAN P52124713AD, CELL [1,6]
01:40:31:79 | W | Mismatching | SEQ : 20174769280, PART : 04578885AC, SCAN P52124713AD, CELL [1,6]
01:40:37:34 | W | Mismatching | SEQ : 20174769280, PART : 04578885AC, SCAN P52124713AD, CELL [1,6]
01:40:41:23 | I | Matching ok | SEQ : 20174769280, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:40:43:98 | I | Matching ok | SEQ : 20174769390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:40:46:48 | I | Matching ok | SEQ : 20174769380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:40:49:51 | I | Matching ok | SEQ : 20174769370, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:40:54:68 | I | Matching ok | SEQ : 20174769360, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:40:56:71 | I | Matching ok | SEQ : 20174769350, PART : N/A, SCAN N/A, CELL [2,5]
01:40:58:74 | I | Matching ok | SEQ : 20174769340, PART : N/A, SCAN N/A, CELL [2,6]
01:55:16:53 | I | Matching ok | SEQ : 20174769450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:55:18:55 | I | Matching ok | SEQ : 20174769440, PART : N/A, SCAN N/A, CELL [1,2]
01:55:20:56 | I | Matching ok | SEQ : 20174769430, PART : N/A, SCAN N/A, CELL [1,3]
01:55:25:51 | I | Matching ok | SEQ : 20174769420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:55:29:21 | I | Matching ok | SEQ : 20174769410, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:55:33:51 | I | Matching ok | SEQ : 20174769400, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:55:36:56 | I | Matching ok | SEQ : 20174769510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:55:40:66 | I | Matching ok | SEQ : 20174769500, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:55:45:68 | I | Matching ok | SEQ : 20174769490, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:55:52:86 | I | Matching ok | SEQ : 20174769480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:55:55:68 | I | Matching ok | SEQ : 20174769470, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:55:57:71 | I | Matching ok | SEQ : 20174769460, PART : N/A, SCAN N/A, CELL [2,6]
02:16:00:54 | I | Matching ok | SEQ : 20174769570, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:16:04:11 | I | Matching ok | SEQ : 20174769560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:16:07:81 | I | Matching ok | SEQ : 20174769550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:16:11:76 | I | Matching ok | SEQ : 20174769540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:16:13:78 | I | Matching ok | SEQ : 20174769530, PART : N/A, SCAN N/A, CELL [1,5]
02:16:17:21 | I | Matching ok | SEQ : 20174769520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:16:20:69 | I | Matching ok | SEQ : 20174769630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:16:22:74 | I | Matching ok | SEQ : 20174769620, PART : N/A, SCAN N/A, CELL [2,2]
02:16:26:36 | I | Matching ok | SEQ : 20174769610, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:16:30:01 | I | Matching ok | SEQ : 20174769600, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:16:31:67 | I | Matching ok | SEQ : 20174769590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:16:33:99 | I | Matching ok | SEQ : 20174769580, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:23:26:20 | I | Matching ok | SEQ : 20174769690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:23:28:35 | I | Matching ok | SEQ : 20174769680, PART : N/A, SCAN N/A, CELL [1,2]
02:23:31:38 | I | Matching ok | SEQ : 20174769670, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:23:34:85 | I | Matching ok | SEQ : 20174769660, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:23:36:87 | I | Matching ok | SEQ : 20174769650, PART : N/A, SCAN N/A, CELL [1,5]
02:23:38:89 | I | Matching ok | SEQ : 20174769640, PART : N/A, SCAN N/A, CELL [1,6]
02:23:43:98 | I | Matching ok | SEQ : 20174769750, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:23:47:32 | I | Matching ok | SEQ : 20174769740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:23:49:34 | I | Matching ok | SEQ : 20174769730, PART : N/A, SCAN N/A, CELL [2,3]
02:23:52:10 | I | Matching ok | SEQ : 20174769720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:23:55:07 | I | Matching ok | SEQ : 20174769710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:23:58:00 | I | Matching ok | SEQ : 20174769700, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:52:40:81 | I | Matching ok | SEQ : 20174769810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:52:44:51 | I | Matching ok | SEQ : 20174769800, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:52:49:27 | I | Matching ok | SEQ : 20174769790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:52:52:61 | I | Matching ok | SEQ : 20174769780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:52:54:64 | I | Matching ok | SEQ : 20174769770, PART : N/A, SCAN N/A, CELL [1,5]
02:52:57:14 | I | Matching ok | SEQ : 20174769760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:53:01:16 | I | Matching ok | SEQ : 20174769870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:53:06:16 | I | Matching ok | SEQ : 20174769860, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:53:17:24 | I | Matching ok | SEQ : 20174769850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:53:29:72 | I | Matching ok | SEQ : 20174769840, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:53:31:74 | I | Matching ok | SEQ : 20174769830, PART : N/A, SCAN N/A, CELL [2,5]
02:53:34:59 | I | Matching ok | SEQ : 20174769820, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:01:32:78 | I | Matching ok | SEQ : 20174769930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:01:35:72 | I | Matching ok | SEQ : 20174769920, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:01:38:43 | I | Matching ok | SEQ : 20174769910, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:01:44:00 | I | Matching ok | SEQ : 20174769900, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:01:47:20 | I | Matching ok | SEQ : 20174769890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:01:49:60 | I | Matching ok | SEQ : 20174769880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:01:53:88 | I | Matching ok | SEQ : 20174769990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:01:55:89 | I | Matching ok | SEQ : 20174769980, PART : N/A, SCAN N/A, CELL [2,2]
03:01:59:33 | I | Matching ok | SEQ : 20174769970, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:02:02:95 | I | Matching ok | SEQ : 20174769960, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:02:06:00 | I | Matching ok | SEQ : 20174769950, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:02:08:23 | I | Matching ok | SEQ : 20174769940, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:16:54:43 | I | Matching ok | SEQ : 20174770050, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:16:59:67 | I | Matching ok | SEQ : 20174770040, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:17:01:69 | I | Matching ok | SEQ : 20174770030, PART : N/A, SCAN N/A, CELL [1,3]
03:17:08:27 | I | Matching ok | SEQ : 20174770020, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:17:13:12 | I | Matching ok | SEQ : 20174770010, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:17:15:14 | I | Matching ok | SEQ : 20174770000, PART : N/A, SCAN N/A, CELL [1,6]
03:17:18:72 | I | Matching ok | SEQ : 20174770110, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:17:25:00 | I | Matching ok | SEQ : 20174770100, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:17:27:01 | I | Matching ok | SEQ : 20174770090, PART : N/A, SCAN N/A, CELL [2,3]
03:17:29:65 | I | Matching ok | SEQ : 20174770080, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:17:34:67 | I | Matching ok | SEQ : 20174770070, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:17:36:69 | I | Matching ok | SEQ : 20174770060, PART : N/A, SCAN N/A, CELL [2,6]
03:26:25:06 | I | Matching ok | SEQ : 20174770170, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:26:28:07 | I | Matching ok | SEQ : 20174770160, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:26:31:04 | I | Matching ok | SEQ : 20174770150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:26:34:24 | I | Matching ok | SEQ : 20174770140, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:26:37:09 | I | Matching ok | SEQ : 20174770130, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:26:40:16 | I | Matching ok | SEQ : 20174770120, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:26:43:51 | I | Matching ok | SEQ : 20174770230, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:26:46:61 | I | Matching ok | SEQ : 20174770220, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
03:26:54:24 | I | Matching ok | SEQ : 20174770210, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:26:57:67 | I | Matching ok | SEQ : 20174770200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:27:01:02 | I | Matching ok | SEQ : 20174770190, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:27:03:03 | I | Matching ok | SEQ : 20174770180, PART : N/A, SCAN N/A, CELL [2,6]
03:40:10:56 | I | Matching ok | SEQ : 20174770290, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:40:12:58 | I | Matching ok | SEQ : 20174770280, PART : N/A, SCAN N/A, CELL [1,2]
03:40:16:11 | I | Matching ok | SEQ : 20174770270, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:40:19:71 | I | Matching ok | SEQ : 20174770260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:40:23:61 | I | Matching ok | SEQ : 20174770250, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:40:25:64 | I | Matching ok | SEQ : 20174770240, PART : N/A, SCAN N/A, CELL [1,6]
03:40:44:83 | I | Matching ok | SEQ : 20174770350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:40:48:06 | I | Matching ok | SEQ : 20174770340, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:40:51:38 | I | Matching ok | SEQ : 20174770330, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:40:54:43 | I | Matching ok | SEQ : 20174770320, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
03:40:56:45 | I | Matching ok | SEQ : 20174770310, PART : N/A, SCAN N/A, CELL [2,5]
03:41:01:21 | I | Matching ok | SEQ : 20174770300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:15:33:39 | I | Matching ok | SEQ : 20174770410, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:15:37:07 | I | Matching ok | SEQ : 20174770400, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
05:15:39:08 | I | Matching ok | SEQ : 20174770390, PART : N/A, SCAN N/A, CELL [1,3]
05:15:41:27 | I | Matching ok | SEQ : 20174770380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:15:43:28 | I | Matching ok | SEQ : 20174770370, PART : N/A, SCAN N/A, CELL [1,5]
05:15:45:39 | I | Matching ok | SEQ : 20174770360, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:15:49:29 | I | Matching ok | SEQ : 20174770470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:15:53:30 | I | Matching ok | SEQ : 20174770460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:15:55:32 | I | Matching ok | SEQ : 20174770450, PART : N/A, SCAN N/A, CELL [2,3]
05:16:05:24 | I | Matching ok | SEQ : 20174770440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:16:09:50 | I | Matching ok | SEQ : 20174770430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
05:16:13:12 | I | Matching ok | SEQ : 20174770420, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
05:25:27:73 | I | Matching ok | SEQ : 20174770530, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:25:30:68 | I | Matching ok | SEQ : 20174770520, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
05:25:33:63 | I | Matching ok | SEQ : 20174770510, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
05:25:36:41 | I | Matching ok | SEQ : 20174770500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:25:39:63 | I | Matching ok | SEQ : 20174770490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:25:43:16 | I | Matching ok | SEQ : 20174770480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
05:25:46:08 | I | Matching ok | SEQ : 20174770590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:25:48:91 | I | Matching ok | SEQ : 20174770580, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:25:51:66 | I | Matching ok | SEQ : 20174770570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:25:54:98 | I | Matching ok | SEQ : 20174770560, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
05:25:57:51 | W | Mismatching | SEQ : 20174770550, PART : 04578885AC, SCAN TQ41737C0255, CELL [2,5]
05:26:13:88 | I | Matching ok | SEQ : 20174770550, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
05:26:17:61 | I | Matching ok | SEQ : 20174770540, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:31:59:32 | I | Matching ok | SEQ : 20174770650, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:32:01:33 | I | Matching ok | SEQ : 20174770640, PART : N/A, SCAN N/A, CELL [1,2]
05:32:05:89 | I | Matching ok | SEQ : 20174770630, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:32:11:84 | I | Matching ok | SEQ : 20174770620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:32:13:86 | I | Matching ok | SEQ : 20174770610, PART : N/A, SCAN N/A, CELL [1,5]
05:32:19:24 | I | Matching ok | SEQ : 20174770600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
05:32:23:12 | I | Matching ok | SEQ : 20174770710, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:32:27:80 | I | Matching ok | SEQ : 20174770700, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
05:32:29:81 | I | Matching ok | SEQ : 20174770690, PART : N/A, SCAN N/A, CELL [2,3]
