00:05:59:83 | I | Matching ok | SEQ : 20174813970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
00:23:39:92 | I | Matching ok | SEQ : 20174814140, PART : N/A, SCAN N/A, CELL [2,2]
00:23:48:41 | I | Matching ok | SEQ : 20174814130, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
00:23:59:91 | I | Matching ok | SEQ : 20174814120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
00:24:09:48 | I | Matching ok | SEQ : 20174814110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
00:24:11:51 | I | Matching ok | SEQ : 20174814100, PART : N/A, SCAN N/A, CELL [2,6]
00:24:13:66 | I | Matching ok | SEQ : 20174814210, PART : N/A, SCAN N/A, CELL [1,1]
00:30:53:99 | I | Matching ok | SEQ : 20174814200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
00:30:56:00 | I | Matching ok | SEQ : 20174814190, PART : N/A, SCAN N/A, CELL [1,3]
00:30:58:03 | I | Matching ok | SEQ : 20174814180, PART : N/A, SCAN N/A, CELL [1,4]
00:31:06:82 | I | Matching ok | SEQ : 20174814170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
00:31:17:97 | I | Matching ok | SEQ : 20174814160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
00:46:18:01 | I | Matching ok | SEQ : 20174814270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
00:46:58:14 | I | Matching ok | SEQ : 20174814260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
00:47:00:17 | I | Matching ok | SEQ : 20174814250, PART : N/A, SCAN N/A, CELL [2,3]
00:47:06:54 | I | Matching ok | SEQ : 20174814240, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
00:47:11:62 | I | Matching ok | SEQ : 20174814230, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:47:19:72 | I | Matching ok | SEQ : 20174814220, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
00:47:21:78 | I | Matching ok | SEQ : 20174814330, PART : N/A, SCAN N/A, CELL [1,1]
00:55:18:93 | I | Matching ok | SEQ : 20174814320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
00:55:23:65 | I | Matching ok | SEQ : 20174814310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
00:55:25:69 | I | Matching ok | SEQ : 20174814300, PART : N/A, SCAN N/A, CELL [1,4]
00:55:27:72 | I | Matching ok | SEQ : 20174814290, PART : N/A, SCAN N/A, CELL [1,5]
00:55:36:70 | I | Matching ok | SEQ : 20174814280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
00:55:43:30 | I | Matching ok | SEQ : 20174814390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
00:55:52:45 | I | Matching ok | SEQ : 20174814380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
00:56:17:18 | I | Matching ok | SEQ : 20174814370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
00:56:26:41 | I | Matching ok | SEQ : 20174814360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
00:56:33:58 | I | Matching ok | SEQ : 20174814350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:56:42:08 | I | Matching ok | SEQ : 20174814340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:04:32:67 | I | Matching ok | SEQ : 20174814450, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:04:36:72 | I | Matching ok | SEQ : 20174814440, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:04:49:40 | I | Matching ok | SEQ : 20174814430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:04:56:39 | I | Matching ok | SEQ : 20174814420, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:05:03:54 | I | Matching ok | SEQ : 20174814410, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:05:12:62 | I | Matching ok | SEQ : 20174814400, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:05:18:24 | I | Matching ok | SEQ : 20174814510, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:05:43:09 | I | Matching ok | SEQ : 20174814500, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
01:05:45:12 | I | Matching ok | SEQ : 20174814490, PART : N/A, SCAN N/A, CELL [2,3]
01:06:02:99 | I | Matching ok | SEQ : 20174814480, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:06:07:29 | I | Matching ok | SEQ : 20174814470, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:06:13:02 | I | Matching ok | SEQ : 20174814460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:06:15:05 | I | Matching ok | SEQ : 20174814570, PART : N/A, SCAN N/A, CELL [1,1]
01:16:14:59 | I | Matching ok | SEQ : 20174814560, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:16:26:41 | I | Matching ok | SEQ : 20174814550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:16:28:44 | I | Matching ok | SEQ : 20174814540, PART : N/A, SCAN N/A, CELL [1,4]
01:16:33:43 | I | Matching ok | SEQ : 20174814530, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:16:41:03 | I | Matching ok | SEQ : 20174814520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:16:48:53 | W | Mismatching | SEQ : 20174814630, PART : 52124713AD, SCAN P521., CELL [2,1]
01:17:02:06 | I | Matching ok | SEQ : 20174814630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:17:10:26 | I | Matching ok | SEQ : 20174814620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:17:21:03 | I | Matching ok | SEQ : 20174814610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:17:23:06 | I | Matching ok | SEQ : 20174814600, PART : N/A, SCAN N/A, CELL [2,4]
01:17:41:39 | I | Matching ok | SEQ : 20174814590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:17:52:48 | I | Matching ok | SEQ : 20174814580, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:17:54:52 | I | Matching ok | SEQ : 20174814690, PART : N/A, SCAN N/A, CELL [1,1]
01:28:05:03 | I | Matching ok | SEQ : 20174814680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:28:08:85 | I | Matching ok | SEQ : 20174814670, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:28:21:15 | I | Matching ok | SEQ : 20174814660, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:28:49:95 | I | Matching ok | SEQ : 20174814650, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:29:12:50 | I | Matching ok | SEQ : 20174814640, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
01:29:14:51 | I | Matching ok | SEQ : 20174814750, PART : N/A, SCAN N/A, CELL [2,1]
01:29:16:53 | I | Matching ok | SEQ : 20174814740, PART : N/A, SCAN N/A, CELL [2,2]
01:29:24:95 | I | Matching ok | SEQ : 20174814730, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:29:35:68 | I | Matching ok | SEQ : 20174814720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:29:58:63 | I | Matching ok | SEQ : 20174814710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:30:06:30 | I | Matching ok | SEQ : 20174814700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:41:32:24 | I | Matching ok | SEQ : 20174814810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:41:34:26 | I | Matching ok | SEQ : 20174814800, PART : N/A, SCAN N/A, CELL [1,2]
01:41:36:28 | I | Matching ok | SEQ : 20174814790, PART : N/A, SCAN N/A, CELL [1,3]
01:41:38:39 | I | Matching ok | SEQ : 20174814780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
01:41:49:28 | W | Mismatching | SEQ : 20174814770, PART : 04578885AC, SCAN P52124713AD, CELL [1,5]
01:42:00:84 | W | Mismatching | SEQ : 20174814770, PART : 04578885AC, SCAN P52124713AD, CELL [1,5]
01:42:30:32 | I | Matching ok | SEQ : 20174814770, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:42:34:25 | I | Matching ok | SEQ : 20174814760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:42:39:12 | I | Matching ok | SEQ : 20174814870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:42:44:42 | I | Matching ok | SEQ : 20174814860, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:42:53:20 | I | Matching ok | SEQ : 20174814850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:42:55:22 | I | Matching ok | SEQ : 20174814840, PART : N/A, SCAN N/A, CELL [2,4]
01:43:03:15 | I | Matching ok | SEQ : 20174814830, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:43:12:32 | I | Matching ok | SEQ : 20174814820, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
01:43:14:36 | I | Matching ok | SEQ : 20174814930, PART : N/A, SCAN N/A, CELL [1,1]
01:53:52:86 | I | Matching ok | SEQ : 20174814920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
01:53:55:09 | I | Matching ok | SEQ : 20174814910, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:54:02:24 | I | Matching ok | SEQ : 20174814900, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:54:22:61 | I | Matching ok | SEQ : 20174814890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
01:54:27:11 | I | Matching ok | SEQ : 20174814880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:54:39:64 | I | Matching ok | SEQ : 20174814990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
01:54:41:66 | I | Matching ok | SEQ : 20174814980, PART : N/A, SCAN N/A, CELL [2,2]
01:54:45:21 | W | Mismatching | SEQ : 20174814970, PART : 04578885AC, SCAN TQ41947C0199, CELL [2,3]
01:54:53:57 | I | Matching ok | SEQ : 20174814970, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:54:56:29 | I | Matching ok | SEQ : 20174814960, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
01:55:06:16 | I | Matching ok | SEQ : 20174814950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:55:16:54 | I | Matching ok | SEQ : 20174814940, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
02:08:30:68 | I | Matching ok | SEQ : 20174815050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:08:37:28 | I | Matching ok | SEQ : 20174815040, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:08:48:81 | I | Matching ok | SEQ : 20174815030, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:08:56:56 | I | Matching ok | SEQ : 20174815020, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:09:05:61 | I | Matching ok | SEQ : 20174815010, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:09:14:26 | I | Matching ok | SEQ : 20174815000, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:09:25:63 | I | Matching ok | SEQ : 20174815110, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:09:55:35 | I | Matching ok | SEQ : 20174815100, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:10:31:59 | I | Matching ok | SEQ : 20174815090, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:10:35:03 | I | Matching ok | SEQ : 20174815080, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:10:41:46 | I | Matching ok | SEQ : 20174815070, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:11:34:66 | I | Matching ok | SEQ : 20174815060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:20:37:00 | I | Matching ok | SEQ : 20174815170, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
02:20:47:30 | I | Matching ok | SEQ : 20174815160, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:20:54:75 | I | Matching ok | SEQ : 20174815150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:21:02:52 | I | Matching ok | SEQ : 20174815140, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:21:11:53 | I | Matching ok | SEQ : 20174815130, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:21:23:67 | I | Matching ok | SEQ : 20174815120, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:21:29:40 | I | Matching ok | SEQ : 20174815230, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:21:42:80 | I | Matching ok | SEQ : 20174815220, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:21:55:88 | I | Matching ok | SEQ : 20174815210, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:22:06:63 | I | Matching ok | SEQ : 20174815200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:22:08:64 | I | Matching ok | SEQ : 20174815190, PART : N/A, SCAN N/A, CELL [2,5]
02:22:10:66 | I | Matching ok | SEQ : 20174815180, PART : N/A, SCAN N/A, CELL [2,6]
02:22:12:74 | I | Matching ok | SEQ : 20174815290, PART : N/A, SCAN N/A, CELL [1,1]
02:22:14:75 | I | Matching ok | SEQ : 20174815280, PART : N/A, SCAN N/A, CELL [1,2]
02:32:12:27 | I | Matching ok | SEQ : 20174815270, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:32:31:77 | I | Matching ok | SEQ : 20174815260, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:32:40:97 | I | Matching ok | SEQ : 20174815250, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:38:26:57 | I | Matching ok | SEQ : 20174815240, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:38:38:70 | I | Matching ok | SEQ : 20174815350, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:38:40:73 | I | Matching ok | SEQ : 20174815340, PART : N/A, SCAN N/A, CELL [2,2]
02:38:42:75 | I | Matching ok | SEQ : 20174815330, PART : N/A, SCAN N/A, CELL [2,3]
02:38:56:53 | I | Matching ok | SEQ : 20174815320, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:38:58:54 | I | Matching ok | SEQ : 20174815310, PART : N/A, SCAN N/A, CELL [2,5]
02:39:08:97 | I | Matching ok | SEQ : 20174815300, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
02:50:43:90 | I | Matching ok | SEQ : 20174815410, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:50:55:39 | I | Matching ok | SEQ : 20174815400, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:51:11:39 | I | Matching ok | SEQ : 20174815390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:51:33:27 | I | Matching ok | SEQ : 20174815380, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
02:51:35:30 | I | Matching ok | SEQ : 20174815370, PART : N/A, SCAN N/A, CELL [1,5]
02:52:07:79 | I | Matching ok | SEQ : 20174815360, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
02:52:17:07 | I | Matching ok | SEQ : 20174815470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
02:52:55:49 | I | Matching ok | SEQ : 20174815460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:52:59:59 | I | Matching ok | SEQ : 20174815450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:53:20:20 | I | Matching ok | SEQ : 20174815440, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:53:39:40 | I | Matching ok | SEQ : 20174815430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:53:52:87 | I | Matching ok | SEQ : 20174815420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
05:14:47:05 | I | Matching ok | SEQ : 20174815530, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
05:14:49:07 | I | Matching ok | SEQ : 20174815520, PART : N/A, SCAN N/A, CELL [1,2]
05:14:51:48 | I | Matching ok | SEQ : 20174815510, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
05:14:54:62 | I | Matching ok | SEQ : 20174815500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
05:14:58:67 | I | Matching ok | SEQ : 20174815490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
05:15:00:69 | I | Matching ok | SEQ : 20174815480, PART : N/A, SCAN N/A, CELL [1,6]
05:15:04:97 | I | Matching ok | SEQ : 20174815590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
05:15:08:75 | I | Matching ok | SEQ : 20174815580, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
05:15:12:37 | I | Matching ok | SEQ : 20174815570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
05:15:14:65 | I | Matching ok | SEQ : 20174815560, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
05:15:17:80 | I | Matching ok | SEQ : 20174815550, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
05:15:19:87 | I | Matching ok | SEQ : 20174815540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:01:39:62 | W | Mismatching | SEQ : 20174815650, PART : 52124713AD, SCAN P52124712AD, CELL [1,1]
06:03:59:14 | I | Matching ok | SEQ : 20174815650, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:04:02:45 | I | Matching ok | SEQ : 20174815640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:04:05:22 | I | Matching ok | SEQ : 20174815630, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:04:07:90 | I | Matching ok | SEQ : 20174815620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:04:10:54 | I | Matching ok | SEQ : 20174815610, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:04:14:12 | I | Matching ok | SEQ : 20174815600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:04:16:77 | I | Matching ok | SEQ : 20174815710, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:04:18:78 | I | Matching ok | SEQ : 20174815700, PART : N/A, SCAN N/A, CELL [2,2]
06:04:20:42 | I | Matching ok | SEQ : 20174815690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:04:22:65 | I | Matching ok | SEQ : 20174815680, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:04:25:75 | I | Matching ok | SEQ : 20174815670, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:04:28:49 | I | Matching ok | SEQ : 20174815660, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:13:58:06 | I | Matching ok | SEQ : 20174815770, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:14:04:71 | I | Matching ok | SEQ : 20174815760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:14:10:73 | I | Matching ok | SEQ : 20174815750, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:14:15:81 | I | Matching ok | SEQ : 20174815740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:14:21:56 | I | Matching ok | SEQ : 20174815730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:14:23:60 | I | Matching ok | SEQ : 20174815720, PART : N/A, SCAN N/A, CELL [1,6]
06:14:27:31 | I | Matching ok | SEQ : 20174815830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:14:33:56 | I | Matching ok | SEQ : 20174815820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:14:37:16 | I | Matching ok | SEQ : 20174815810, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
06:14:43:96 | I | Matching ok | SEQ : 20174815800, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:14:47:71 | I | Matching ok | SEQ : 20174815790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:15:13:66 | I | Matching ok | SEQ : 20174815780, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:26:19:70 | I | Matching ok | SEQ : 20174815890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:26:22:98 | I | Matching ok | SEQ : 20174815880, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:26:26:68 | I | Matching ok | SEQ : 20174815870, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:26:30:28 | I | Matching ok | SEQ : 20174815860, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
06:26:34:60 | I | Matching ok | SEQ : 20174815850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:26:39:20 | I | Matching ok | SEQ : 20174815840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:26:43:25 | I | Matching ok | SEQ : 20174815950, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:26:47:36 | I | Matching ok | SEQ : 20174815940, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:26:49:38 | I | Matching ok | SEQ : 20174815930, PART : N/A, SCAN N/A, CELL [2,3]
06:26:55:38 | I | Matching ok | SEQ : 20174815920, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:26:59:63 | I | Matching ok | SEQ : 20174815910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
06:27:01:64 | I | Matching ok | SEQ : 20174815900, PART : N/A, SCAN N/A, CELL [2,6]
06:37:38:85 | I | Matching ok | SEQ : 20174816010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:37:41:82 | I | Matching ok | SEQ : 20174816000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
06:37:45:42 | I | Matching ok | SEQ : 20174815990, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:37:47:43 | I | Matching ok | SEQ : 20174815980, PART : N/A, SCAN N/A, CELL [1,4]
06:37:51:24 | I | Matching ok | SEQ : 20174815970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
06:37:55:07 | I | Matching ok | SEQ : 20174815960, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:37:59:57 | I | Matching ok | SEQ : 20174816070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
06:38:04:17 | I | Matching ok | SEQ : 20174816060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
06:38:06:19 | I | Matching ok | SEQ : 20174816050, PART : N/A, SCAN N/A, CELL [2,3]
06:38:08:20 | I | Matching ok | SEQ : 20174816040, PART : N/A, SCAN N/A, CELL [2,4]
06:38:10:72 | I | Matching ok | SEQ : 20174816030, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:38:14:42 | I | Matching ok | SEQ : 20174816020, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
06:54:40:87 | I | Matching ok | SEQ : 20174816130, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
06:54:44:87 | I | Matching ok | SEQ : 20174816120, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
06:54:49:34 | I | Matching ok | SEQ : 20174816110, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
06:54:53:42 | I | Matching ok | SEQ : 20174816100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
06:54:58:19 | I | Matching ok | SEQ : 20174816090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
06:55:03:34 | I | Matching ok | SEQ : 20174816080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
06:55:08:67 | I | Matching ok | SEQ : 20174816190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
06:55:13:54 | I | Matching ok | SEQ : 20174816180, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
06:55:15:56 | I | Matching ok | SEQ : 20174816170, PART : N/A, SCAN N/A, CELL [2,3]
06:55:20:94 | I | Matching ok | SEQ : 20174816160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
06:55:25:37 | I | Matching ok | SEQ : 20174816150, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
06:55:27:38 | I | Matching ok | SEQ : 20174816140, PART : N/A, SCAN N/A, CELL [2,6]
07:06:07:51 | I | Matching ok | SEQ : 20174816250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
07:06:12:83 | W | Mismatching | SEQ : 20174816240, PART : 52124713AD, SCAN P04578885AC, CELL [1,2]
07:06:33:51 | I | Matching ok | SEQ : 20174816240, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
07:06:36:51 | I | Matching ok | SEQ : 20174816230, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
07:06:39:53 | I | Matching ok | SEQ : 20174816220, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
07:06:42:69 | W | Mismatching | SEQ : 20174816210, PART : 52124713AD, SCAN P04578885AC, CELL [1,5]
07:08:02:21 | I | Matching ok | SEQ : 20174816210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
07:08:05:63 | I | Matching ok | SEQ : 20174816200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
07:08:08:96 | I | Matching ok | SEQ : 20174816310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
07:08:11:34 | I | Matching ok | SEQ : 20174816300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
