00:01:54:32 | I | Matching ok | SEQ : 20174698290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
00:53:49:70 | I | Matching ok | SEQ : 20174698820, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
00:53:53:15 | I | Matching ok | SEQ : 20174698810, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
00:53:55:67 | I | Matching ok | SEQ : 20174698800, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
00:53:58:53 | W | Mismatching | SEQ : 20174698790, PART : 52124713AD, SCAN P04578885AC, CELL [2,5]
00:54:05:75 | I | Matching ok | SEQ : 20174698790, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
00:54:08:35 | I | Matching ok | SEQ : 20174698780, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:19:34:33 | I | Matching ok | SEQ : 20174698890, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
01:19:36:66 | I | Matching ok | SEQ : 20174698880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:19:39:21 | I | Matching ok | SEQ : 20174698870, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:19:42:23 | I | Matching ok | SEQ : 20174698860, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:19:44:25 | I | Matching ok | SEQ : 20174698850, PART : N/A, SCAN N/A, CELL [1,5]
01:19:48:48 | I | Matching ok | SEQ : 20174698840, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:19:50:51 | I | Matching ok | SEQ : 20174698950, PART : N/A, SCAN N/A, CELL [2,1]
01:20:10:13 | I | Matching ok | SEQ : 20174698940, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:21:08:43 | I | Matching ok | SEQ : 20174698930, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
01:21:42:28 | I | Matching ok | SEQ : 20174698920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:21:56:97 | I | Matching ok | SEQ : 20174698910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:22:10:71 | I | Matching ok | SEQ : 20174698900, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
01:37:04:13 | I | Matching ok | SEQ : 20174699010, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:37:07:31 | I | Matching ok | SEQ : 20174699000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:37:11:53 | I | Matching ok | SEQ : 20174698990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:37:13:54 | I | Matching ok | SEQ : 20174698980, PART : N/A, SCAN N/A, CELL [1,4]
01:37:16:28 | I | Matching ok | SEQ : 20174698970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
01:37:18:30 | I | Matching ok | SEQ : 20174698960, PART : N/A, SCAN N/A, CELL [1,6]
01:37:19:78 | W | Mismatching | SEQ : 20174699070, PART : N/A, SCAN P04578885AC, CELL [2,1]
01:37:20:32 | I | Matching ok | SEQ : 20174699070, PART : N/A, SCAN N/A, CELL [2,1]
01:37:31:21 | I | Matching ok | SEQ : 20174699060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
01:37:34:21 | W | Mismatching | SEQ : 20174699050, PART : 68193661AB, SCAN P04578885AC, CELL [2,3]
01:37:38:83 | W | Mismatching | SEQ : 20174699050, PART : 68193661AB, SCAN P04578885AC, CELL [2,3]
01:37:51:36 | I | Matching ok | SEQ : 20174699050, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
01:37:53:39 | I | Matching ok | SEQ : 20174699040, PART : N/A, SCAN N/A, CELL [2,4]
01:37:55:21 | I | Matching ok | SEQ : 20174699030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
01:37:58:09 | I | Matching ok | SEQ : 20174699020, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
01:48:47:77 | I | Matching ok | SEQ : 20174699130, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
01:48:54:41 | I | Matching ok | SEQ : 20174699120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:48:59:50 | I | Matching ok | SEQ : 20174699110, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
01:49:04:82 | I | Matching ok | SEQ : 20174699100, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
01:49:06:83 | I | Matching ok | SEQ : 20174699090, PART : N/A, SCAN N/A, CELL [1,5]
01:49:10:82 | I | Matching ok | SEQ : 20174699080, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
01:49:17:83 | I | Matching ok | SEQ : 20174699190, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
01:49:19:85 | I | Matching ok | SEQ : 20174699180, PART : N/A, SCAN N/A, CELL [2,2]
01:49:51:40 | I | Matching ok | SEQ : 20174699170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
01:50:11:27 | I | Matching ok | SEQ : 20174699160, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
01:50:21:98 | I | Matching ok | SEQ : 20174699150, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
01:50:23:99 | I | Matching ok | SEQ : 20174699140, PART : N/A, SCAN N/A, CELL [2,6]
01:59:48:44 | I | Matching ok | SEQ : 20174699250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
01:59:53:86 | I | Matching ok | SEQ : 20174699240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
01:59:57:22 | I | Matching ok | SEQ : 20174699230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
01:59:59:23 | I | Matching ok | SEQ : 20174699220, PART : N/A, SCAN N/A, CELL [1,4]
02:00:04:04 | W | Mismatching | SEQ : 20174699210, PART : 52124713AD, SCAN P68193661AB, CELL [1,5]
02:00:36:39 | W | Mismatching | SEQ : 20174699210, PART : 52124713AD, SCAN P04578885AC, CELL [1,5]
02:00:49:45 | I | Matching ok | SEQ : 20174699210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:01:02:19 | I | Matching ok | SEQ : 20174699200, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
02:01:12:69 | I | Matching ok | SEQ : 20174699310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:01:40:68 | W | Mismatching | SEQ : 20174699300, PART : 04578885AC, SCAN P52124713AD, CELL [2,2]
02:01:54:23 | I | Matching ok | SEQ : 20174699300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
02:01:58:07 | I | Matching ok | SEQ : 20174699290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:02:05:02 | I | Matching ok | SEQ : 20174699280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:02:14:35 | I | Matching ok | SEQ : 20174699270, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:02:43:12 | I | Matching ok | SEQ : 20174699260, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
02:12:13:61 | I | Matching ok | SEQ : 20174699370, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:12:15:64 | I | Matching ok | SEQ : 20174699360, PART : N/A, SCAN N/A, CELL [1,2]
02:12:22:08 | I | Matching ok | SEQ : 20174699350, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
02:12:24:10 | I | Matching ok | SEQ : 20174699340, PART : N/A, SCAN N/A, CELL [1,4]
02:12:26:11 | I | Matching ok | SEQ : 20174699330, PART : N/A, SCAN N/A, CELL [1,5]
02:12:34:13 | I | Matching ok | SEQ : 20174699320, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
02:12:51:41 | I | Matching ok | SEQ : 20174699430, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:12:53:43 | I | Matching ok | SEQ : 20174699420, PART : N/A, SCAN N/A, CELL [2,2]
02:13:15:19 | I | Matching ok | SEQ : 20174699410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
02:13:20:84 | I | Matching ok | SEQ : 20174699400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:13:41:61 | I | Matching ok | SEQ : 20174699390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:14:36:94 | I | Matching ok | SEQ : 20174699380, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
02:23:23:32 | I | Matching ok | SEQ : 20174699490, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:23:26:15 | I | Matching ok | SEQ : 20174699480, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
02:23:28:80 | I | Matching ok | SEQ : 20174699470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:23:34:20 | I | Matching ok | SEQ : 20174699460, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:23:38:13 | I | Matching ok | SEQ : 20174699450, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
02:23:42:08 | I | Matching ok | SEQ : 20174699440, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
02:23:45:55 | I | Matching ok | SEQ : 20174699550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:23:52:20 | I | Matching ok | SEQ : 20174699540, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
02:23:56:03 | I | Matching ok | SEQ : 20174699530, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:24:05:27 | I | Matching ok | SEQ : 20174699520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:24:09:68 | I | Matching ok | SEQ : 20174699510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
02:24:13:35 | I | Matching ok | SEQ : 20174699500, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
02:24:15:51 | I | Matching ok | SEQ : 20174699610, PART : N/A, SCAN N/A, CELL [1,1]
02:30:02:89 | I | Matching ok | SEQ : 20174699600, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
02:30:06:49 | I | Matching ok | SEQ : 20174699590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
02:30:08:51 | I | Matching ok | SEQ : 20174699580, PART : N/A, SCAN N/A, CELL [1,4]
02:30:20:09 | W | Mismatching | SEQ : 20174699570, PART : 04578885AC, SCAN P52124713AD, CELL [1,5]
02:30:36:76 | W | Mismatching | SEQ : 20174699570, PART : 04578885AC, SCAN P52124713AD, CELL [1,5]
02:30:55:43 | W | Mismatching | SEQ : 20174699570, PART : 04578885AC, SCAN P52124713AD, CELL [1,5]
02:31:24:09 | I | Matching ok | SEQ : 20174699570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:31:26:11 | I | Matching ok | SEQ : 20174699560, PART : N/A, SCAN N/A, CELL [1,6]
02:31:28:12 | I | Matching ok | SEQ : 20174699670, PART : N/A, SCAN N/A, CELL [2,1]
02:31:29:64 | W | Mismatching | SEQ : 20174699660, PART : N/A, SCAN P52124713AD, CELL [2,2]
02:31:30:14 | I | Matching ok | SEQ : 20174699660, PART : N/A, SCAN N/A, CELL [2,2]
02:31:38:26 | I | Matching ok | SEQ : 20174699650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:31:41:64 | I | Matching ok | SEQ : 20174699640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
02:31:43:65 | I | Matching ok | SEQ : 20174699630, PART : N/A, SCAN N/A, CELL [2,5]
02:31:45:67 | I | Matching ok | SEQ : 20174699620, PART : N/A, SCAN N/A, CELL [2,6]
02:54:03:04 | I | Matching ok | SEQ : 20174699730, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
02:54:05:59 | I | Matching ok | SEQ : 20174699720, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
02:54:08:52 | I | Matching ok | SEQ : 20174699710, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
02:54:11:92 | I | Matching ok | SEQ : 20174699700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
02:54:17:20 | I | Matching ok | SEQ : 20174699690, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
02:54:20:52 | I | Matching ok | SEQ : 20174699680, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
02:54:24:62 | I | Matching ok | SEQ : 20174699790, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
02:54:26:63 | I | Matching ok | SEQ : 20174699780, PART : N/A, SCAN N/A, CELL [2,2]
02:54:30:47 | W | Mismatching | SEQ : 20174699770, PART : 52124713AD, SCAN P04578885AC, CELL [2,3]
02:54:53:07 | I | Matching ok | SEQ : 20174699770, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
02:54:56:94 | I | Matching ok | SEQ : 20174699760, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
02:55:00:10 | I | Matching ok | SEQ : 20174699750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
02:55:02:40 | I | Matching ok | SEQ : 20174699740, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:03:50:33 | I | Matching ok | SEQ : 20174699850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:03:56:68 | I | Matching ok | SEQ : 20174699840, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:04:04:29 | I | Matching ok | SEQ : 20174699830, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:04:08:26 | I | Matching ok | SEQ : 20174699820, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:04:18:08 | W | Mismatching | SEQ : 20174699810, PART : 04578885AC, SCAN P52124713AD, CELL [1,5]
03:04:31:81 | W | Mismatching | SEQ : 20174699810, PART : 04578885AC, SCAN P52124713AD, CELL [1,5]
03:04:43:91 | I | Matching ok | SEQ : 20174699810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:04:47:61 | I | Matching ok | SEQ : 20174699800, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:04:50:98 | I | Matching ok | SEQ : 20174699910, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:05:10:16 | I | Matching ok | SEQ : 20174699900, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:05:12:99 | I | Matching ok | SEQ : 20174699890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:05:15:01 | I | Matching ok | SEQ : 20174699880, PART : N/A, SCAN N/A, CELL [2,4]
03:05:17:02 | I | Matching ok | SEQ : 20174699870, PART : N/A, SCAN N/A, CELL [2,5]
03:05:19:03 | I | Matching ok | SEQ : 20174699860, PART : N/A, SCAN N/A, CELL [2,6]
03:14:52:77 | I | Matching ok | SEQ : 20174699970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:14:56:52 | I | Matching ok | SEQ : 20174699960, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:15:00:08 | I | Matching ok | SEQ : 20174699950, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:15:04:20 | I | Matching ok | SEQ : 20174699940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
03:15:06:20 | I | Matching ok | SEQ : 20174699930, PART : N/A, SCAN N/A, CELL [1,5]
03:15:14:22 | I | Matching ok | SEQ : 20174699920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:15:42:40 | I | Matching ok | SEQ : 20174700030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:15:44:42 | I | Matching ok | SEQ : 20174700020, PART : N/A, SCAN N/A, CELL [2,2]
03:15:47:43 | I | Matching ok | SEQ : 20174700010, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:15:51:27 | I | Matching ok | SEQ : 20174700000, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:15:53:30 | I | Matching ok | SEQ : 20174699990, PART : N/A, SCAN N/A, CELL [2,5]
03:15:56:17 | I | Matching ok | SEQ : 20174699980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:16:02:75 | W | Mismatching | SEQ : 20174700090, PART : 04578885AC, SCAN P04578884AC, CELL [1,1]
03:24:12:44 | I | Matching ok | SEQ : 20174700090, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:25:55:76 | I | Matching ok | SEQ : 20174700080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:25:57:79 | I | Matching ok | SEQ : 20174700070, PART : N/A, SCAN N/A, CELL [1,3]
03:26:10:91 | I | Matching ok | SEQ : 20174700060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:26:13:94 | I | Matching ok | SEQ : 20174700050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
03:26:30:94 | I | Matching ok | SEQ : 20174700040, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
03:27:03:79 | W | Mismatching | SEQ : 20174700150, PART : 52124713AD, SCAN P04578885AC, CELL [2,1]
03:27:28:14 | I | Matching ok | SEQ : 20174700150, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
03:27:31:54 | I | Matching ok | SEQ : 20174700140, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:27:33:56 | I | Matching ok | SEQ : 20174700130, PART : N/A, SCAN N/A, CELL [2,3]
03:28:31:24 | I | Matching ok | SEQ : 20174700120, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:28:33:26 | I | Matching ok | SEQ : 20174700110, PART : N/A, SCAN N/A, CELL [2,5]
03:28:36:14 | W | Mismatching | SEQ : 20174700100, PART : 52124713AD, SCAN P04578885AC, CELL [2,6]
03:28:56:64 | I | Matching ok | SEQ : 20174700100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
03:39:35:96 | I | Matching ok | SEQ : 20174700210, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
03:39:38:46 | W | Mismatching | SEQ : 20174700200, PART : 04578885AC, SCAN TQ41867H0282, CELL [1,2]
03:39:53:03 | I | Matching ok | SEQ : 20174700200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
03:39:55:59 | I | Matching ok | SEQ : 20174700190, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
03:39:58:01 | I | Matching ok | SEQ : 20174700180, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
03:40:01:41 | I | Matching ok | SEQ : 20174700170, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:40:04:26 | I | Matching ok | SEQ : 20174700160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
03:40:07:56 | I | Matching ok | SEQ : 20174700270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:40:09:57 | I | Matching ok | SEQ : 20174700260, PART : N/A, SCAN N/A, CELL [2,2]
03:40:13:61 | I | Matching ok | SEQ : 20174700250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
03:40:16:01 | I | Matching ok | SEQ : 20174700240, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
03:40:18:31 | I | Matching ok | SEQ : 20174700230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:40:24:31 | I | Matching ok | SEQ : 20174700220, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
03:51:22:43 | I | Matching ok | SEQ : 20174700330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
03:51:24:87 | I | Matching ok | SEQ : 20174700320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
03:51:27:57 | I | Matching ok | SEQ : 20174700310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
03:51:29:59 | I | Matching ok | SEQ : 20174700300, PART : N/A, SCAN N/A, CELL [1,4]
03:51:34:53 | I | Matching ok | SEQ : 20174700290, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
03:51:38:13 | I | Matching ok | SEQ : 20174700280, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
03:51:40:48 | I | Matching ok | SEQ : 20174700390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
03:51:44:48 | I | Matching ok | SEQ : 20174700380, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
03:51:47:33 | I | Matching ok | SEQ : 20174700370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
03:51:49:34 | I | Matching ok | SEQ : 20174700360, PART : N/A, SCAN N/A, CELL [2,4]
03:51:51:88 | I | Matching ok | SEQ : 20174700350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
03:51:55:48 | W | Mismatching | SEQ : 20174700340, PART : 68193661AB, SCAN TQ41367H5932, CELL [2,6]
03:52:20:15 | W | Mismatching | SEQ : 20174700340, PART : 68193661AB, SCAN TQ41367H5932, CELL [2,6]
03:52:39:33 | W | Mismatching | SEQ : 20174700340, PART : 68193661AB, SCAN P04578885AC, CELL [2,6]
03:52:52:98 | W | Mismatching | SEQ : 20174700340, PART : 68193661AB, SCAN TQ41367H5932, CELL [2,6]
03:53:06:00 | I | Matching ok | SEQ : 20174700340, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
04:02:13:27 | I | Matching ok | SEQ : 20174700450, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
04:02:18:35 | I | Matching ok | SEQ : 20174700440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
04:02:21:87 | I | Matching ok | SEQ : 20174700430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
04:02:25:97 | I | Matching ok | SEQ : 20174700420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
04:02:41:24 | I | Matching ok | SEQ : 20174700410, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
04:02:43:30 | I | Matching ok | SEQ : 20174700400, PART : N/A, SCAN N/A, CELL [1,6]
